Gene = AL590714.1
index = 61
Annotated 5SS: [15]
Annotated 3SS: [1920]
SMsplice 5SS: [264]
SMsplice 3SS: [1672]
top_k =  1000
Partition function (log Z): -12.030359337364724

Sorted 5' Splice Sites (High to Low Probability):
Position 264: 0.4246998699536505
Position 291: 0.2397204611697529
Position 908: 0.1669896701485563
Position 370: 0.10734241449402795
Position 426: 0.031634325188113765
Position 266: 0.019694736641772407
Position 1579: 0.010334877713781668
Position 1054: 0.0054174670174635476
Position 311: 0.004994562469402025
Position 1012: 0.004156228146391423
Position 1202: 0.001354926160925723
Position 864: 0.000727650629243788
Position 723: 0.0007122775040075335
Position 1604: 0.0005857682544695447
Position 1581: 0.00044028313054734683
Position 1086: 0.0003024442699964585
Position 1056: 0.00024003925812911172
Position 249: 0.00023122600156528023
Position 125: 0.00020801086444963886
Position 1260: 0.00019716905183367087
Position 1957: 0.00017673402112122226
Position 178: 0.0001650980989201602
Position 591: 0.0001115317104696067
Position 1743: 9.340798250481018e-05
Position 1396: 8.65667861730735e-05
Position 93: 5.54592378677908e-05
Position 1729: 4.669446417580293e-05
Position 1428: 3.6473331958630195e-05
Position 929: 3.129185169713745e-05
Position 25: 2.4643045499230303e-05
Position 1784: 2.2706917503113882e-05
Position 189: 1.880024364201643e-05
Position 891: 1.841816221130426e-05
Position 1537: 1.8175698616058386e-05
Position 1953: 1.6413056289854034e-05
Position 621: 1.608988615235715e-05
Position 199: 1.5833684246907448e-05
Position 374: 1.3724671821632459e-05
Position 1564: 1.1553508771975029e-05
Position 1516: 9.59112755484464e-06
Position 543: 9.067507924771691e-06
Position 169: 8.236504832081744e-06
Position 1482: 8.187119340686928e-06
Position 1073: 5.266427984741775e-06
Position 1985: 4.6533089024183854e-06
Position 337: 3.7826317311462813e-06
Position 665: 3.6877422260721345e-06
Position 222: 2.6807296159223443e-06
Position 605: 1.9204664876337322e-07
Position 755: 1.8595644101312886e-07
Position 607: 9.294996361485044e-08
Position 443: 9.170106060181715e-08
Position 1135: 8.435623830755379e-08
Position 1145: 8.355523698236224e-08
Position 746: 7.68482167834194e-08
Position 203: 6.594687729959167e-08
Position 1039: 6.346917184817825e-08
Position 555: 6.274845134756606e-08
Position 49: 5.5238801362584426e-08
Position 569: 5.114946757868111e-08
Position 843: 2.1835369056983382e-08
Position 991: 1.4088759153053631e-08
Position 775: 5.206258750071552e-09
Position 461: 2.7743939854634596e-09
Position 689: 1.677877926230575e-09
Position 1419: 4.771808899720805e-10
Position 809: 1.9131279573003996e-10
Position 108: 1.9041073104841773e-10
Position 1016: 1.2018363769479464e-10
Position 1047: 1.0698108514222961e-10
Position 54: 1.4235879374150806e-11
Position 452: 2.36942110302918e-12
Position 642: 6.462924297289653e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1672: 0.2925037136684796
Position 1321: 0.2909788636677027
Position 425: 0.17745552590706878
Position 1838: 0.04002805148821642
Position 1234: 0.03895479533746297
Position 1345: 0.03178191748799775
Position 485: 0.021882258543217965
Position 506: 0.016878783016444528
Position 672: 0.012851043037973457
Position 519: 0.010967784879090031
Position 1784: 0.009343799642350577
Position 2048: 0.008749295767081906
Position 1895: 0.008045391224174338
Position 1629: 0.008028850532329499
Position 452: 0.004631523128492678
Position 1841: 0.003554183180928916
Position 1713: 0.0033566408563319348
