Gene = SOX30
index = 1296
Annotated 5SS: [ 1309  3764  5784 14191]
Annotated 3SS: [ 3523  5603 13697 25698]
SMsplice 5SS: [  195  3133  5784 13585 14191 18646 25783]
SMsplice 3SS: [ 2953  5603 13399 13931 18471 25698 25957]
top_k =  1000
Partition function (log Z): -6.732845339599902

Sorted 5' Splice Sites (High to Low Probability):
Position 5784: 0.959295959034209
Position 13585: 0.9066957376473419
Position 14191: 0.8724602887738824
Position 18646: 0.7140583347649329
Position 3133: 0.6868192061355012
Position 25783: 0.5205817603537285
Position 195: 0.4763863052551597
Position 17083: 0.37649642963654045
Position 13793: 0.32869529678504816
Position 96: 0.23264986782007635
Position 175: 0.21099337606131313
Position 16625: 0.16525980749216831
Position 3764: 0.14972451367360037
Position 8719: 0.13803318466235312
Position 13243: 0.1276461968511696
Position 6660: 0.09745457918144544
Position 3360: 0.07984234506664742
Position 22468: 0.0655059028559933
Position 4036: 0.06481453378157075
Position 11948: 0.05249672317896182
Position 13590: 0.035487786983959504
Position 5744: 0.034276945354488914
Position 14354: 0.0330863544491948
Position 723: 0.025682747695635035
Position 1444: 0.024555418120917008
Position 2985: 0.024075293064876675
Position 3826: 0.023884861108282494
Position 230: 0.02276055331587308
Position 11938: 0.020528103536052337
Position 4333: 0.018644169256015447
Position 125: 0.016963206901077468
Position 785: 0.015806402222038964
Position 2465: 0.01479040197283056
Position 3672: 0.014750656581986944
Position 1840: 0.014515544836949145
Position 4389: 0.013471213850541447
Position 7993: 0.01278323018597144
Position 558: 0.012695770658688117
Position 22078: 0.011245263236251558
Position 1309: 0.008939762056746651
Position 18555: 0.008322925872816044
Position 7346: 0.007604618972985596
Position 3385: 0.006428942093196894
Position 970: 0.006147416860921304
Position 7701: 0.0061016268092407315
Position 11807: 0.00558642164183382
Position 12757: 0.005535745674058506
Position 540: 0.005454237522672099
Position 15860: 0.004746854511673851
Position 16693: 0.004170025673373382
Position 72: 0.0038562680094114646
Position 6069: 0.0025005463051105733
Position 4613: 0.002351750917868761
Position 3449: 0.0021912197078950324
Position 15739: 0.002093376109606555
Position 28: 0.002026251882448202
Position 181: 0.0018829204749494927
Position 242: 0.0016489799339857777
Position 5127: 0.001643360666144647
Position 1508: 0.001550334051172218
Position 16460: 0.001362594198074944
Position 3164: 0.001302380717327962
Position 18531: 0.0009890775168904008
Position 4833: 0.0009468267378536796
Position 157: 0.0009120064256341205
Position 4629: 0.0008998304312410755
Position 289: 0.0008863073482423246
Position 1206: 0.0008243019507904183
Position 4374: 0.0007881579329793878
Position 13499: 0.0007791859814969325
Position 3592: 0.0007623579021738606
