Gene = SEMA3B
index = 1245
Annotated 5SS: [ 162 1741 2676 2887 3401 3573 3872 5835 6038 6220 6449 6974 7326 7445
 7851 8007 8236]
Annotated 3SS: [1552 2517 2823 3280 3478 3751 5688 5925 6149 6303 6753 7233 7402 7692
 7950 8095 8692]
SMsplice 5SS: [ 162 1741 3401 3573 3872 5835 6038 6220 6974 7326 7851 8007 8236]
SMsplice 3SS: [1552 3280 3478 3751 5688 5925 6149 6753 7233 7692 7950 8095 8692]
top_k =  1000
Partition function (log Z): 22.716124192695183

Sorted 5' Splice Sites (High to Low Probability):
Position 8007: 0.986078357465136
Position 6038: 0.9729862781289479
Position 6974: 0.9443616731250151
Position 3401: 0.920766027617142
Position 3872: 0.8976524328993114
Position 190: 0.8848961167347322
Position 6220: 0.8658933519690762
Position 1741: 0.8653985938809027
Position 8236: 0.8112770646820324
Position 7851: 0.7565813536056235
Position 5835: 0.7041509019683349
Position 3573: 0.6708071118893371
Position 7326: 0.6646813150874058
Position 2676: 0.4994563633926162
Position 7445: 0.46057772521395524
Position 3024: 0.14925489694717448
Position 5563: 0.134072094978333
Position 6234: 0.07106325951003797
Position 3569: 0.06573775431787979
Position 6449: 0.05876512289090602
Position 8466: 0.04601845500396451
Position 6840: 0.04554276104068082
Position 2047: 0.044584680315834145
Position 2887: 0.03624639106238343
Position 7254: 0.035631038696729164
Position 3892: 0.0354383974044475
Position 2922: 0.030033466269575534
Position 6403: 0.027725225177092614
Position 5554: 0.027679093826853348
Position 168: 0.026694520627706483
Position 1778: 0.024719523891485188
Position 6054: 0.023163654919420195
Position 3946: 0.022419488448838162
Position 2073: 0.01937382301842664
Position 358: 0.019274950879179627
Position 5459: 0.016651145749376924
Position 105: 0.01629421091572945
Position 2357: 0.01626258856930869
Position 5775: 0.015808295162510592
Position 3204: 0.015452979731128209
Position 8165: 0.015285541211814309
Position 4028: 0.015081517224092907
Position 456: 0.013854051680205877
Position 7585: 0.013694956559327467
Position 679: 0.012147134001665933
Position 5527: 0.01153367352280682
Position 3883: 0.011496070075503441
Position 6350: 0.01035052824263613
Position 3888: 0.010331399528120474
Position 1339: 0.009566717597697836
Position 1294: 0.009189269511590312
Position 8911: 0.009185219019657744
Position 5706: 0.008672410674990333
Position 2768: 0.008669314461816176
Position 8560: 0.008462053024619935
Position 6526: 0.00837017223830837
Position 375: 0.008199564360078269
Position 4152: 0.008158990958683849
Position 2083: 0.007259010167203103
Position 6497: 0.007161469022832111
Position 5571: 0.007088771434817945
Position 5591: 0.0070683183839793315
Position 3013: 0.00624535514720226
Position 6328: 0.006054897696314385
Position 2613: 0.0059990010488095375
Position 5627: 0.005944235486212331
Position 8494: 0.005521988009746717
Position 7245: 0.005443575673246058
Position 234: 0.0050491966257217875
Position 166: 0.004804168346564086
Position 3438: 0.004694354870254785
Position 1859: 0.0043385745753273695
Position 6326: 0.003971332016704011
Position 7701: 0.0035161042664767343
Position 3925: 0.0032258646032332187
Position 1745: 0.003047638071932385
Position 7153: 0.0029177385136393724
Position 3902: 0.0027339701238506945
Position 7860: 0.00272986247501996
Position 1393: 0.0026475384312074027
Position 7970: 0.002606795175839055
Position 2103: 0.00255727912958789
Position 405: 0.002340455361702717
Position 3132: 0.002336167376607693
Position 2134: 0.0021735360770237812
Position 5684: 0.0019060703494635633
Position 6334: 0.0019034069036070098
Position 6555: 0.0016104572968107585
Position 3150: 0.0016044942293832285
Position 2367: 0.0015553517328673286
Position 2003: 0.0015092970686034254
Position 5804: 0.0014866539577824713
Position 2617: 0.0014305324018292407
Position 7664: 0.0013875098069010482
Position 196: 0.001348068492102245
Position 1835: 0.0013147949270518806
Position 8397: 0.0012478432435237953
Position 6042: 0.0012452148633314427
Position 3219: 0.001226917563819267
Position 3004: 0.001224283483900599
Position 695: 0.001162159725611159
Position 8776: 0.0011621359656828001
Position 3429: 0.001160797460343196
Position 881: 0.0011601539641127555
Position 53: 0.0011423062585993078
Position 2248: 0.0011172128762366544
Position 3165: 0.0010964361573121066
Position 5764: 0.0010290567744161338
Position 7276: 0.00093368452927401
Position 3896: 0.0009329953417852219
Position 98: 0.0009302388835408762
Position 1375: 0.0008711580808633642
Position 3383: 0.0008127342742661845
Position 5989: 0.0008027484190051818
Position 6050: 0.0007094929188951102
Position 7816: 0.0007052644531572453
Position 8218: 0.00069069880666238
Position 2998: 0.0006730448751637734
Position 1233: 0.0006561735042172521
Position 7790: 0.0006434911029608613
Position 654: 0.000614545617133996
Position 1249: 0.0005938097516621732
Position 5356: 0.0005748380996851495
Position 5398: 0.0004923071699805921
Position 2631: 0.000457469962055808
Position 1438: 0.0004442166947802587
Position 2320: 0.0004370436330938124
Position 6980: 0.0004306049192204129
Position 2289: 0.0004247498366406919
Position 8770: 0.00041966361660331677
Position 6532: 0.0004155068796015499
Position 1266: 0.0004122729173316271
Position 6420: 0.00037991706681136104
Position 587: 0.0003738551050278769
Position 7866: 0.00036737857740362965
Position 636: 0.00035580613104921755
Position 1389: 0.0003248658107249201
Position 1998: 0.0003102740783921035
Position 5998: 0.00028446086271268303
Position 1363: 0.0002654843931370091
Position 7464: 0.00025412429906031736
Position 320: 0.00024672254108430063
Position 784: 0.0002446032150323432
Position 8128: 0.00022590228361314232
Position 2373: 0.00021842680555860273
Position 8833: 0.000215416339256745
Position 2885: 0.00020954060576493006
Position 6886: 0.00019878799132816487
Position 3034: 0.00019352683513873588
Position 2418: 0.0001851567718725669
Position 322: 0.0001537793870491322
Position 1331: 0.0001489163936443845
Position 122: 0.0001412217824348518
Position 2393: 0.00013803811101431744
Position 2114: 0.0001342214478925888
Position 7470: 0.00012415563193098747
Position 539: 0.00012235625380913593
Position 8488: 0.00010851725706554386
Position 6407: 0.00010762199091214035
Position 7540: 0.00010200965386737145
Position 465: 0.00010170316554242082
Position 7523: 0.00010153079225586658
Position 686: 9.91238455053153e-05
Position 5631: 8.659890268094799e-05
Position 7019: 8.10941792459955e-05
Position 2184: 8.034121636483681e-05
Position 2347: 8.01032107797056e-05
Position 1336: 7.781805428253389e-05
Position 7263: 6.432651717561484e-05
Position 91: 6.154412035272084e-05
Position 1798: 5.772138617271254e-05
Position 2609: 5.552638672926333e-05
Position 9030: 5.201687540516189e-05
Position 238: 5.056060802802461e-05
Position 5123: 4.892190484017485e-05
Position 1074: 4.6068256442213744e-05
Position 8949: 4.544579231419641e-05
Position 9178: 4.4111226000500376e-05
Position 2225: 4.233763904531403e-05
Position 722: 4.232622614761294e-05
Position 853: 4.2157603426343706e-05
Position 810: 4.2016875270977894e-05
Position 792: 4.0778614915385804e-05
Position 6816: 4.0610970136032806e-05
Position 7208: 3.9812889117922175e-05
Position 6517: 3.8723264873931655e-05
Position 2178: 3.6862977958012166e-05
Position 2137: 3.683440547152349e-05
Position 7045: 3.631718191773063e-05
Position 8838: 3.5730928827462336e-05
Position 3833: 3.2105946886333805e-05
Position 1298: 3.175658598804214e-05
Position 35: 2.9833804193360756e-05
Position 6061: 2.6832766595039048e-05
Position 1484: 2.4958069824721235e-05
Position 3950: 2.4657374887964857e-05
Position 232: 2.40417053305722e-05
Position 103: 2.3350604308241277e-05
Position 27: 2.0890190467948107e-05
Position 3577: 2.070962319509003e-05
Position 9094: 2.045831585730917e-05
Position 1048: 1.988672278822817e-05
Position 883: 1.968651451759906e-05
Position 421: 1.916236811799168e-05
Position 6214: 1.3773741937754622e-05
Position 911: 1.2473267605434029e-05
Position 823: 1.0483262142852862e-05
Position 1397: 8.52300766474183e-06
Position 407: 8.350388166448531e-06
Position 3452: 7.2528043879560674e-06
Position 1401: 5.638284735770758e-06
Position 1687: 5.41563194230368e-06
Position 1280: 3.481231517276981e-06
Position 1377: 3.1215513789332824e-06
Position 1050: 2.6947367773056392e-06
Position 1290: 2.6404135830267887e-06
Position 1657: 1.7829492912045175e-06
Position 737: 1.6825341530150707e-06
Position 825: 1.4150676578723322e-06
Position 498: 1.2072940356103575e-06
Position 946: 1.130913099303686e-06
Position 1792: 7.527878821384381e-07
Position 1700: 3.8767555276559867e-07
Position 1892: 3.649306739586906e-07
Position 1566: 1.601521057623043e-07
Position 1868: 1.523970612388489e-07
Position 1901: 1.49403141776954e-07
Position 8831: 1.987897121195219e-08
Position 120: 1.933651097805077e-08
Position 300: 1.0163509884174465e-08
Position 490: 7.838486038956417e-09
Position 69: 4.882315122657885e-09
Position 8693: 4.941000260878137e-10
Position 1395: 1.120505798291557e-11
Position 885: 9.1091882015727e-12
Position 1302: 8.77706807631282e-12
Position 1225: 8.553334967792886e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5925: 0.9931042295375281
Position 8692: 0.9867695442299155
Position 3751: 0.9739602080383176
Position 6753: 0.9600006924482556
Position 7950: 0.9363159040443929
Position 3280: 0.9130341073806844
Position 1552: 0.8747025786452085
Position 8095: 0.817404799573712
Position 7233: 0.8058571194546145
Position 7692: 0.7324781699237951
Position 6149: 0.6678624973758022
Position 3478: 0.663078163093721
Position 2517: 0.46345292419765316
Position 5688: 0.4417360097293854
Position 7402: 0.2560038343249656
Position 5458: 0.23901814698893548
Position 6130: 0.22393307746743987
Position 2823: 0.2181123912444046
Position 5506: 0.13380085446927167
Position 7120: 0.10630180835613733
Position 1975: 0.07774928053216135
Position 6303: 0.06882248124212555
Position 5642: 0.03948569909760055
Position 8351: 0.03706596229254006
Position 6306: 0.036700923569517326
Position 7698: 0.03352758765553689
Position 5391: 0.03264384307740052
Position 3503: 0.03205709169345873
Position 5768: 0.029858015752483928
Position 3481: 0.028344992932712327
Position 3104: 0.027901275573542647
Position 6134: 0.0243102276884121
Position 2551: 0.01893240966813369
Position 6107: 0.01599231858784953
Position 1478: 0.015207208804247021
Position 1952: 0.014902609918094637
Position 5536: 0.014398280994817885
