Gene = CD74
index = 331
Annotated 5SS: [  127  5600  5871  6493  7667  8072  9631 10189]
Annotated 3SS: [ 5426  5790  6429  7570  7983  9438 10125 10500]
SMsplice 5SS: [  127  5871  6493  7667  8072  8753  9631 10189]
SMsplice 3SS: [ 5790  6429  7570  7913  8609  9499 10125 10427]
top_k =  1000
Partition function (log Z): 8.087434748709665

Sorted 5' Splice Sites (High to Low Probability):
Position 127: 0.9877615835282137
Position 5871: 0.9866644309789173
Position 8072: 0.9179877667383362
Position 7667: 0.9087892974392637
Position 6493: 0.9042190174938494
Position 10189: 0.8357841408819822
Position 9631: 0.7622839500096994
Position 5600: 0.6027923336632358
Position 8753: 0.6026879439143411
Position 1335: 0.472988845769289
Position 2487: 0.2281425052344128
Position 5245: 0.1975464148749005
Position 4501: 0.15852385215218387
Position 7275: 0.11943673940345544
Position 1669: 0.11264906535985594
Position 1806: 0.10138196330797399
Position 2229: 0.06421506948311026
Position 8809: 0.05292148112248777
Position 1852: 0.04879854397742172
Position 4151: 0.04294086195074038
Position 7179: 0.0375729063231237
Position 10261: 0.032543324780596516
Position 4314: 0.022038745445748433
Position 7675: 0.019480894909840056
Position 2086: 0.017213132433715212
Position 3184: 0.01624353181411096
Position 1250: 0.01201386003042933
Position 1218: 0.010217732255279307
Position 1699: 0.009695781004303508
Position 2433: 0.008237021306572067
Position 5702: 0.007781167789377967
Position 1784: 0.00723352344879457
Position 3794: 0.0069511877819568545
Position 10011: 0.006265656562922862
Position 133: 0.0061836108762682186
Position 5250: 0.005843274685105044
Position 9566: 0.005355434137112092
Position 5124: 0.005025423142439869
Position 2411: 0.004970321618459852
Position 6043: 0.004824339892533272
Position 7250: 0.004820260261638211
Position 6028: 0.004563786091246063
Position 3816: 0.004539108135178234
Position 8458: 0.003827864550854961
Position 7814: 0.0033956796260025185
Position 2263: 0.00313319626782272
Position 10080: 0.003067563375645344
Position 10046: 0.002983121773821178
Position 5905: 0.00289082488629583
Position 9681: 0.002642227556125593
Position 8444: 0.002611159995809758
Position 4618: 0.002607223398945597
Position 6297: 0.0024223014622757936
Position 6450: 0.002244215342462639
Position 9224: 0.002182256768012004
Position 2513: 0.0021387068069523138
Position 8330: 0.002016422561639514
Position 10331: 0.001971710856169625
Position 5891: 0.0017465508920883092
Position 3136: 0.0015181889424555532
Position 4412: 0.0015031628818070709
Position 970: 0.0013513342298194534
Position 925: 0.0012824602008337878
Position 2445: 0.0012390723569201871
Position 6403: 0.001152311543800116
Position 1429: 0.0011171579027623429
Position 6268: 0.001057775304291035
Position 1621: 0.0010455477840018703
Position 7498: 0.0009792982660117501
Position 9313: 0.0009762279034687465
Position 259: 0.0009733803743814917
Position 711: 0.0008776978792312198
Position 5470: 0.000804516659740888
Position 9591: 0.0007962551764943926
Position 10428: 0.0007190744643289523
Position 6624: 0.0007173934541016585
Position 1257: 0.0006813388926340175
Position 8352: 0.0005976926716931332
Position 7737: 0.0005903158673934622
Position 7732: 0.0005785951052547094
Position 6947: 0.0005428535621910677
Position 8559: 0.00045133482534277195
Position 1282: 0.0004504690291335844
Position 176: 0.0004370800672518689
Position 8324: 0.00038925727822949685
Position 1412: 0.000366764638776243
Position 10508: 0.00035937384910014123
Position 184: 0.0003007924653472247
Position 10162: 0.00027641357098307087
Position 10368: 0.0002478769724684508
Position 2035: 0.00024786749166798164
Position 1686: 0.00022491249701682417
Position 3485: 0.00020666182045698682
Position 1544: 0.0001896512808392638
Position 5240: 0.00018515638404696978
Position 858: 0.00011815805278798742
Position 667: 0.00011645241800299869
Position 732: 0.00011390959880952399
Position 5802: 0.00010160102803571374
Position 2256: 0.00010011415595443266
Position 5888: 9.952836482800059e-05
Position 2091: 9.848678699998556e-05
Position 8633: 9.363937419511904e-05
Position 3142: 7.926687379521881e-05
Position 7984: 7.321685740341576e-05
Position 7171: 7.129586022585431e-05
Position 8410: 6.809801057920256e-05
Position 8542: 6.275708615006528e-05
Position 131: 4.6512716473118855e-05
Position 705: 4.548817534694542e-05
Position 7823: 4.383884511237515e-05
Position 1252: 4.270500402599018e-05
Position 1480: 4.035485169890585e-05
Position 6323: 3.542045576338003e-05
Position 746: 3.474053270086803e-05
Position 1151: 3.301074503028771e-05
Position 1548: 3.273451652832377e-05
Position 7589: 2.7401192157276243e-05
Position 7743: 2.630626953217505e-05
Position 7708: 2.3958865238682266e-05
Position 977: 2.0355315114077255e-05
Position 1012: 1.690511960298485e-05
Position 1305: 1.6140395875299624e-05
Position 936: 1.590232550290354e-05
Position 1660: 1.5675232942935796e-05
Position 397: 1.384884220483482e-05
Position 646: 1.3488349008637737e-05
Position 273: 1.2937503877278762e-05
Position 927: 1.1673140261524437e-05
Position 469: 1.09373631994544e-05
Position 931: 1.00598022124387e-05
Position 1749: 8.300025614952112e-06
Position 344: 7.994210606634198e-06
Position 2562: 6.147048584410606e-06
Position 630: 5.764269355162916e-06
Position 1153: 5.584238408802257e-06
Position 1863: 4.9765491445643654e-06
Position 1573: 4.7024546070212026e-06
Position 1442: 4.405575127665983e-06
Position 1368: 4.314730891560635e-06
Position 340: 3.713660666473143e-06
