Gene = LAMTOR2
index = 758
Annotated 5SS: [ 206  674 3316]
Annotated 3SS: [ 510 3225 3562]
SMsplice 5SS: [674]
SMsplice 3SS: [3562]
top_k =  1000
Partition function (log Z): -7.614175212071338

Sorted 5' Splice Sites (High to Low Probability):
Position 674: 0.664450415746256
Position 206: 0.41206490061385337
Position 924: 0.3440381965551834
Position 3316: 0.33846634226443134
Position 3456: 0.16198888853686086
Position 122: 0.08050677281305624
Position 367: 0.04450773232277611
Position 2959: 0.043875021722185804
Position 3320: 0.04314890044677736
Position 132: 0.04059896964744524
Position 1817: 0.015145558110937695
Position 844: 0.013310509069691542
Position 1530: 0.011028628903247217
Position 107: 0.008496761185793142
Position 3019: 0.0068482153759253156
Position 275: 0.006100753219381548
Position 1809: 0.00589540613080639
Position 165: 0.005764360417084677
Position 3269: 0.0048577111442842606
Position 1019: 0.00422648513756355
Position 1863: 0.0035583620037465623
Position 434: 0.003114383547138923
Position 871: 0.002862149028325462
Position 1813: 0.0028357783776633643
Position 3432: 0.002715327720366172
Position 3640: 0.0025132349050812682
Position 376: 0.0023138562244859953
Position 343: 0.00116526937203597
Position 1706: 0.0011560065809279876
Position 2869: 0.0006928073823130343
Position 3273: 0.0006541488535033675
Position 244: 0.0006260355767013717
Position 1833: 0.0005843998644191757
Position 2293: 0.0004998845246957195
Position 425: 0.00043337676078729657
Position 631: 0.000381139854096224
Position 591: 0.00034923176738719744
Position 1220: 0.0002867537884193976
Position 1677: 0.000256203911849001
Position 3462: 0.000247085522500918
Position 1228: 0.00019653489055265432
Position 1848: 0.00019486485603650372
Position 1353: 0.00019311589290249537
Position 2930: 0.00018213577282758637
Position 2080: 0.00011355506827043165
Position 3023: 9.858988708985462e-05
Position 3289: 9.096138947727389e-05
Position 549: 8.262256240657976e-05
Position 796: 5.588810615709075e-05
Position 369: 5.570541347396898e-05
Position 792: 5.1200896287935015e-05
Position 1589: 4.430659159624848e-05
Position 751: 3.332389420896869e-05
Position 210: 2.523436854550256e-05
Position 812: 2.0298914571474618e-05
Position 572: 1.911128518082072e-05
Position 909: 1.4001695810683467e-05
Position 389: 1.0549629392730676e-05
Position 838: 5.011673651380159e-07
Position 35: 3.514078190453375e-07
Position 192: 3.5017393970856875e-07
Position 882: 1.2774446381858455e-07
Position 841: 6.78602421029583e-08
Position 1036: 1.9972286940963806e-08
Position 888: 1.697529505679779e-08
Position 350: 1.6892905291377627e-08
Position 460: 1.6335624779015666e-08
Position 928: 3.023026396700467e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 3562: 0.9482989725990507
Position 3225: 0.41805117545830367
Position 510: 0.3127751794135331
Position 712: 0.13645544351484074
Position 3341: 0.10005372543199761
Position 587: 0.07358385099862576
Position 2858: 0.050064525357822104
Position 818: 0.03901383709666404
Position 3388: 0.02177317973450215
Position 838: 0.02101023923115512
Position 1657: 0.017859769886310762
Position 806: 0.017599123584870622
Position 3117: 0.010705609149786645
Position 3402: 0.008691402147477179
Position 763: 0.007936480508423235
Position 894: 0.0073608385690556
Position 1435: 0.007087967106093353
