Gene = SRRM1
index = 1335
Annotated 5SS: [  336  3062  3778  6018  7075  8601  9617 10021 12118 17788 18385 19793
 23914 26576 27304 28584]
Annotated 3SS: [ 2971  3654  5846  6958  8396  9421  9900 11842 17706 18297 19647 23802
 26110 27107 28373 29169]
SMsplice 5SS: [  336  3062  3778  6018  7075  8601  9617 10021 12112 12827 17788 18385
 19793 23914 27304 28584]
SMsplice 3SS: [ 2971  3654  5846  6958  8486  9421  9900 11842 12639 17706 18297 19647
 23802 27107 28373 29169]
top_k =  1000
Partition function (log Z): 36.68549030602662

Sorted 5' Splice Sites (High to Low Probability):
Position 3062: 0.9954105455831858
Position 6018: 0.9882602298880448
Position 9617: 0.9844199846020498
Position 3778: 0.9752247817162998
Position 17788: 0.9701720378836858
Position 10021: 0.9491662744073069
Position 23914: 0.9202378219490962
Position 19793: 0.9142370167480598
Position 12827: 0.876158624095706
Position 27304: 0.8618418712594822
Position 7075: 0.8547634709036306
Position 18385: 0.8247277281962879
Position 28584: 0.7876397134757294
Position 336: 0.58522568387335
Position 12112: 0.481803219563863
Position 20213: 0.4763940461856464
Position 13090: 0.4281163320975865
Position 381: 0.3609604252625935
Position 4691: 0.3481941863082081
Position 8944: 0.29181399700380206
Position 2400: 0.24608205155668147
Position 12118: 0.2447663084409934
Position 1118: 0.18910777287419597
Position 7616: 0.1767669375934936
Position 11959: 0.16997605355782414
Position 890: 0.16659574135820618
Position 27581: 0.1589797930034482
Position 7699: 0.15524098983770374
Position 10365: 0.1490765510240763
Position 1635: 0.13013467203639453
Position 18394: 0.11975842161389179
Position 11274: 0.11615302569052817
Position 7111: 0.11130003779147678
Position 8563: 0.10688361416618407
Position 8815: 0.09683855632692598
Position 4197: 0.08762155046585483
Position 8605: 0.07936171182451034
Position 2865: 0.07843405042691172
Position 11332: 0.06744776348435702
Position 2110: 0.06524564137017835
Position 4138: 0.06366358956302272
Position 4265: 0.06260408717977463
Position 24110: 0.06134234528120873
Position 14292: 0.0594413233366024
Position 15610: 0.057336329335460255
Position 10013: 0.050808839831276265
Position 17903: 0.04929204169774353
Position 14411: 0.04712545176212375
Position 8884: 0.04380052485111478
Position 2134: 0.03777258778354223
Position 17177: 0.035109166514151954
Position 643: 0.033472434084270274
Position 6646: 0.030687242904358782
Position 597: 0.030338359100918838
Position 15615: 0.030178442711645853
Position 29072: 0.030080577015589083
Position 16343: 0.026625335748467805
Position 25593: 0.02325783740419199
Position 27793: 0.023257611811429203
Position 721: 0.021804657947885137
Position 27607: 0.020093111480146357
Position 896: 0.01821705873770065
Position 361: 0.01600727412014018
Position 1017: 0.015510134729475085
Position 29295: 0.01523931848310826
Position 10390: 0.015212626096045482
Position 2409: 0.015010901144973712
Position 2457: 0.01464030476344869
Position 3971: 0.01422956209736308
Position 2904: 0.013855836393318225
Position 12387: 0.01357110748859974
Position 2833: 0.013060587327889821
Position 2753: 0.012715460825981404
Position 26698: 0.012406607031555682
Position 27807: 0.011598845979200469
Position 25708: 0.01113272101889321
Position 29309: 0.010225946495414796
Position 28080: 0.009759463463195412
Position 11319: 0.009353718975092169
Position 10297: 0.009347809932114447
Position 6575: 0.009114131962531784
Position 28883: 0.008935517539974226
Position 27879: 0.008715791622216251
Position 1852: 0.008611404220212688
Position 10898: 0.008450474614193947
Position 505: 0.008316509108972829
Position 19708: 0.00799248152241271
Position 5122: 0.007871208665086577
Position 20099: 0.007829194353713997
Position 18847: 0.007477781682237288
Position 66: 0.007449239506982792
Position 1903: 0.0074084762827166814
Position 5711: 0.006746168914247609
Position 2677: 0.0064170508553848295
Position 1897: 0.00634555231123643
Position 18212: 0.006113740601623238
Position 5743: 0.006097371638215822
Position 391: 0.006009217286695193
Position 6708: 0.005935833630222154
Position 1847: 0.005873176399569949
Position 11052: 0.005792935627877922
Position 18030: 0.0055556855307557825
Position 2037: 0.0054557993391524335
Position 18442: 0.005369614380581281
Position 2907: 0.005269652415820606
Position 7814: 0.005049401161483748
Position 17560: 0.005028199171822737
Position 2810: 0.00482844475867082
Position 12203: 0.004736473076115373
Position 2349: 0.004666784232532774
Position 29257: 0.004657471544936511
Position 15951: 0.0045089756855531005
Position 2720: 0.0038729856404852193
Position 9272: 0.0037876696960505466
Position 11963: 0.0037447863728081467
Position 2189: 0.0032817803364325404
Position 6291: 0.0031581749530060115
Position 1595: 0.0031061659350280903
Position 977: 0.0029771281749232715
Position 26954: 0.0029343593478666223
Position 29031: 0.0027464079480027897
Position 26521: 0.002721190315843688
Position 8907: 0.0025899134306130106
Position 8578: 0.0025048168992529373
Position 27420: 0.0024185926737624918
Position 19016: 0.002185026038002889
Position 28802: 0.0021580743082997922
Position 2429: 0.0021363057310974476
Position 8969: 0.0021098382626370954
Position 21671: 0.0020195027050582326
Position 8995: 0.002008942925678215
Position 3772: 0.001968379808259961
Position 11059: 0.0017282393662820124
Position 8169: 0.001706199742448632
Position 4903: 0.0014897672948105377
Position 6658: 0.0013758708123624657
Position 20053: 0.0013745075115137047
Position 3333: 0.0013634992979441932
Position 3946: 0.001357215704409867
Position 761: 0.0013558792746244193
Position 29313: 0.0013499432775447174
Position 4566: 0.0013448699903240108
Position 19830: 0.0013017340135181633
Position 17818: 0.001286149286607805
Position 27776: 0.0012727518870670677
Position 4526: 0.001266236409389958
Position 6834: 0.0012630385492879309
