Gene = HENMT1
index = 647
Annotated 5SS: [  160  1259  3672  5537  6407 10093 10912]
Annotated 3SS: [ 1159  3542  5423  6271  9912 10733 12130]
SMsplice 5SS: [ 1259  3672  6407 10093 10912]
SMsplice 3SS: [ 3542  6271  9912 10733 12130]
top_k =  1000
Partition function (log Z): -3.776955696740733

Sorted 5' Splice Sites (High to Low Probability):
Position 3672: 0.9204056800395749
Position 10912: 0.8936447842338305
Position 1259: 0.8343835543160886
Position 10093: 0.7319561115865919
Position 6407: 0.6463577444096543
Position 160: 0.38320044848045
Position 1013: 0.3529956737855659
Position 3416: 0.30556718877858674
Position 5537: 0.22336026703863085
Position 589: 0.13511622042181096
Position 4986: 0.0972034544848405
Position 4921: 0.07279799163655752
Position 4748: 0.0563116961849051
Position 1900: 0.05068271866038836
Position 11782: 0.04860357672463071
Position 5226: 0.0459432500923995
Position 19: 0.042961433363910444
Position 6004: 0.041959219366623876
Position 460: 0.03497478054768855
Position 11784: 0.03277866092873832
Position 8877: 0.027476544222152687
Position 6177: 0.025803285863104777
Position 91: 0.024766922872512302
Position 6216: 0.02227528724863353
Position 1920: 0.02008007987249413
Position 10823: 0.017891066802316637
Position 896: 0.015621852178380049
Position 12224: 0.014874688879231704
Position 1383: 0.014348539108529387
Position 9313: 0.01382389029788838
Position 9237: 0.013789248724931067
Position 3676: 0.01205249474416953
Position 4873: 0.009414606292012921
Position 1123: 0.009235607596065787
Position 2047: 0.008688629557725688
Position 8804: 0.008559800948587814
Position 1581: 0.008011688000682936
Position 1427: 0.00801068922915499
Position 497: 0.005755368017204205
Position 4877: 0.004560931601208645
Position 7000: 0.004279427650167113
Position 11175: 0.003838652167070985
Position 9032: 0.0036958092591047958
Position 3885: 0.00365845578538425
Position 10925: 0.003597756941939002
Position 1003: 0.003347444579632941
Position 3283: 0.003090729528819795
Position 3444: 0.0029284441579359955
Position 4753: 0.002771459937818898
Position 11220: 0.002771318467086515
Position 9209: 0.0027581056165081374
Position 501: 0.0024411630435605246
Position 700: 0.0022544645245305053
Position 169: 0.002189227487621307
Position 11270: 0.002103412554619388
Position 4267: 0.0020717290639725933
Position 10916: 0.0020097151596750293
Position 150: 0.0017481311445805062
