Gene = ARV1
index = 98
Annotated 5SS: [  231  9391 11215 16936 18219]
Annotated 3SS: [ 9270 11060 16710 18071 21088]
SMsplice 5SS: [  231  9391 11215 16936 17935 18219 20339]
SMsplice 3SS: [ 9270 11060 16710 17800 18071 20120 20573]
top_k =  1000
Partition function (log Z): -0.5539598429589527

Sorted 5' Splice Sites (High to Low Probability):
Position 9391: 0.9918227470174918
Position 11215: 0.9178013701618993
Position 18219: 0.9090687836801912
Position 16936: 0.7701101182160902
Position 20339: 0.7003549108241545
Position 2856: 0.5199070136276044
Position 231: 0.4784971278149246
Position 17935: 0.4442230650713953
Position 17882: 0.4191077942563613
Position 9708: 0.3945975155982435
Position 17539: 0.3521051831490678
Position 21395: 0.35185242704648845
Position 710: 0.32926033939943233
Position 11650: 0.27487747505919496
Position 471: 0.2396702424460911
Position 20172: 0.22229581345004656
Position 243: 0.16117143584033017
Position 7521: 0.12896220895193106
Position 11421: 0.11275244378255177
Position 16176: 0.10446448951668293
Position 155: 0.10030897377271998
Position 11370: 0.09059952528536457
Position 18754: 0.08617351568285823
Position 17095: 0.07595780684115888
Position 19476: 0.07378391062756436
Position 208: 0.06838851963226882
Position 20611: 0.06341007900115753
Position 20753: 0.05841041361920991
Position 13422: 0.058004424173581426
Position 3255: 0.05741402688861564
Position 7893: 0.050113993567416484
Position 18090: 0.04941765775907822
Position 1199: 0.04553338124131028
Position 6820: 0.041663600521676426
Position 9817: 0.03799343807229073
Position 5733: 0.02682009982068246
Position 2429: 0.025295865169824253
Position 8801: 0.021912884576282404
Position 3764: 0.020452070513165065
Position 5726: 0.019841373043506777
Position 11634: 0.017252537407563058
Position 11800: 0.013587081197752825
Position 17178: 0.012840949469010899
Position 18159: 0.010239092295487653
Position 2928: 0.009811121010069535
Position 718: 0.009428569710407226
Position 16435: 0.008974472428928348
Position 738: 0.008620098285386082
Position 1602: 0.00853442467945337
Position 695: 0.008291613477788031
Position 3185: 0.007843972728012223
Position 2544: 0.0051047355990115045
Position 328: 0.004548629635485915
Position 18990: 0.004263765670729993
Position 2631: 0.003119533649187307
Position 14185: 0.00306827987882337
Position 19766: 0.0019589751210474606
Position 21364: 0.0017749510424550548
Position 16899: 0.001703762353378421
Position 740: 0.0013105665095843571
Position 2604: 0.0011472514037014852
Position 20295: 0.001015143063611889
Position 7605: 0.0009744468789370316
Position 7199: 0.0009607672215653772
Position 2558: 0.0009400092489505455
Position 633: 0.0009360498449597489
Position 477: 0.0007383747828300931
Position 18571: 0.0006828183062796766
Position 8349: 0.0005353591602197996
Position 2577: 0.0005044958187275602
Position 3028: 0.0004962430174715514
Position 102: 0.00024210440181025977
Position 6380: 0.0002305315739979468
Position 149: 0.00020187738577168905
Position 18180: 0.00018277502432416013
Position 188: 0.000165834218895965
Position 905: 0.00012661254976386295
Position 46: 0.0001174428893660223
Position 250: 0.00011629088208875695
Position 303: 0.00010473011278938396
