Gene = TRBC2
index = 1480
Annotated 5SS: [ 387  921 1171]
Annotated 3SS: [ 902 1063 1461]
SMsplice 5SS: [ 133  387  921 1171]
SMsplice 3SS: [ 262  902 1063 1461]
top_k =  1000
Partition function (log Z): -2.814857940810846

Sorted 5' Splice Sites (High to Low Probability):
Position 387: 0.898287946128278
Position 1171: 0.796976618651942
Position 133: 0.6934202955430664
Position 921: 0.42683206272363855
Position 824: 0.2011434272330965
Position 1035: 0.09330690418367762
Position 1144: 0.044161153071495596
Position 152: 0.03612012672423287
Position 137: 0.0323526363470651
Position 164: 0.021987533822725565
Position 925: 0.01969856979142004
Position 504: 0.01592513203641414
Position 460: 0.013249177241608094
Position 1506: 0.013204052283959648
Position 86: 0.011892157543979948
Position 837: 0.011880448686569494
Position 424: 0.011427333748676174
Position 378: 0.006478247917588789
Position 1566: 0.003080550159381389
Position 527: 0.0024607420402049506
Position 1183: 0.0022395843827057913
Position 1537: 0.0018863474369686418
Position 541: 0.0018845074169248626
Position 1131: 0.0010940489444933163
Position 518: 0.0008332408428889749
Position 29: 0.0008060691601407015
Position 159: 0.0006563846732175844
Position 677: 0.00033150519372372126
Position 359: 0.00032438616500310343
Position 1003: 0.00030892153892710605
Position 1005: 0.00030265892619755266
Position 119: 0.00027854059388421337
Position 637: 0.00011879669094828662
Position 828: 9.07915539072516e-05
Position 793: 7.291318557451578e-05
Position 813: 6.655688249647662e-05
Position 811: 5.8611601109953424e-05
Position 391: 2.0764307796327166e-05
Position 290: 1.6565534709110277e-05
Position 88: 1.6069895791605086e-05
Position 242: 1.2764083544503567e-05
Position 1462: 9.356988549636816e-06
Position 832: 8.466439156367692e-06
Position 701: 7.473438136460262e-06
Position 929: 5.515475539365491e-06
Position 723: 4.1097474609624145e-06
Position 707: 2.6047859979419955e-06
Position 14: 2.2368215836357706e-06
Position 322: 1.989575346019785e-06
Position 1081: 1.7922516321542672e-06
Position 679: 1.4792529746577927e-06
Position 817: 9.78318142233609e-07
Position 674: 9.012688130248382e-07
Position 37: 6.817506798939281e-07
Position 35: 3.0007556651746967e-07
Position 16: 2.3922560027394134e-07
Position 543: 6.365841789993049e-08
Position 495: 5.561058258794875e-08
Position 1148: 5.928400822116958e-09
Position 295: 3.8624536861915616e-10
Position 347: 1.8790588793832715e-10
Position 285: 1.1106704919719787e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1461: 0.9129062402774981
Position 1063: 0.6714551150887329
Position 902: 0.616488826099296
Position 262: 0.4628748916907412
Position 216: 0.25665677432935124
Position 716: 0.18092031530226163
Position 1634: 0.07024046525842272
Position 607: 0.06050838920700539
Position 976: 0.029940270779331483
Position 290: 0.02636174656873117
Position 863: 0.010830652157624437
Position 295: 0.009821807998233062
Position 1065: 0.008592448131027532
Position 749: 0.007935765951166998
Position 1034: 0.007430697955347947
Position 1527: 0.0032074158717517163
Position 1426: 0.00300588776645455
Position 1107: 0.0030023933796590766
Position 231: 0.00278899812397096
Position 841: 0.002569541207839887
Position 1505: 0.00157096174409333
Position 561: 0.0015089269434399874
Position 1382: 0.0014611903862432796
Position 1148: 0.0011520514622254429
Position 1117: 0.001148112711470505
Position 746: 0.0010556841651769178
Position 1299: 0.0009825123835194424
Position 1238: 0.0008599837420461924
Position 622: 0.000832304843757732
Position 860: 0.000787460044024497
Position 1074: 0.000719519059736472
Position 723: 0.0006905844109190599
Position 564: 0.0005939064478835585
Position 1078: 0.0004519745733828819
Position 1566: 0.0003546544700587183
Position 1333: 0.0003203252245363011
Position 196: 0.0002453221133731028
Position 355: 0.0002087727922512837
Position 661: 0.00019865812031774892
Position 653: 0.00018086806712671742
Position 1321: 0.0001762612474203351
Position 459: 0.00015457789979652647
Position 1247: 0.00013968932240902282
Position 828: 0.00013576619701504206
Position 1000: 0.00013425284547460796
Position 1253: 0.00012117492363519834
Position 1303: 0.00011585322297977717
Position 1389: 0.0001100060321888017
Position 240: 0.00010919992422245183
Position 780: 0.00010795645177899263
Position 925: 0.00010645001570981244
Position 1467: 8.616716081532749e-05
Position 783: 8.40288957270566e-05
Position 1655: 8.374859826678075e-05
Position 331: 8.116138956235628e-05
Position 1122: 6.627079870897639e-05
Position 591: 6.554675913697423e-05
Position 517: 5.6226018693786184e-05
Position 1355: 4.7331095148432507e-05
Position 666: 4.250566625090881e-05
Position 763: 4.193847766524005e-05
Position 453: 4.0979683127657294e-05
Position 1665: 3.8455684062597674e-05
Position 423: 3.813194501257467e-05
Position 101: 3.762023766686958e-05
Position 769: 3.452719792297448e-05
Position 313: 2.693524630307892e-05
Position 190: 2.4447222227125792e-05
Position 647: 1.8831127660429712e-05
Position 525: 1.6153787384792464e-05
Position 476: 1.4124075097785384e-05
Position 569: 1.374727968197823e-05
Position 1260: 1.2950035870821079e-05
Position 463: 1.274663840582317e-05
Position 1640: 1.1911742869498676e-05
Position 336: 1.1906959241406954e-05
Position 228: 1.1072924188697917e-05
Position 485: 8.621379390843719e-06
Position 531: 5.990594011292826e-06
Position 624: 4.532944873491658e-06
Position 1018: 4.511200252928604e-06
Position 482: 4.403689923082411e-06
Position 386: 4.0914309580341365e-06
Position 381: 3.5127267163752866e-06
Position 173: 3.357266206301166e-06
Position 193: 3.1323069819353263e-06
Position 181: 2.704114790685452e-06
Position 629: 2.6932937719262984e-06
Position 929: 2.4460472789910105e-06
Position 1209: 2.2302088059059508e-06
Position 755: 1.0773368436745948e-06
Position 489: 1.0089930139998158e-06
Position 124: 6.09116260964041e-07
Position 363: 5.453637019334209e-07
Position 536: 5.409196332739271e-07
Position 637: 5.055951297259101e-07
Position 168: 4.3257975011666944e-07
Position 415: 4.050741816223218e-07
Position 148: 3.264820060543289e-07
Position 418: 3.2610544562910767e-07
Position 440: 3.1686474930185646e-07
Position 674: 3.1001637037640766e-07
Position 471: 2.560536324237865e-07
Position 571: 2.5267498327049105e-07
Position 383: 2.3949902321322953e-07
Position 759: 2.0425758795123464e-07
Position 433: 1.778950792276242e-07
Position 493: 1.5959910901757469e-07
Position 159: 1.5072018961295935e-07
Position 370: 1.3488566442166622e-07
Position 405: 3.4442850599067855e-08
Position 76: 2.992058365414762e-08
Position 503: 2.4900849152525518e-08
Position 322: 7.597969803590389e-09
Position 151: 7.1550817131742515e-09
Position 495: 6.033530270313474e-09
Position 985: 5.446318011529727e-09
Position 129: 1.6083237119284395e-09
Position 428: 1.6662728294812286e-10
