Gene = NPPB
index = 957
Annotated 5SS: [230 718]
Annotated 3SS: [ 461 1259]
SMsplice 5SS: [230 718]
SMsplice 3SS: [ 461 1259]
top_k =  1000
Partition function (log Z): -4.758047259741902

Sorted 5' Splice Sites (High to Low Probability):
Position 230: 0.9624368280480271
Position 718: 0.8589888483202269
Position 1195: 0.19019720112476726
Position 573: 0.062035247758760216
Position 412: 0.02988694106090365
Position 1176: 0.015176907168281295
Position 553: 0.00819067347394179
Position 168: 0.0025161527733847783
Position 978: 0.002001257508823223
Position 504: 0.0016594917893282127
Position 656: 0.0013556872827621919
Position 195: 0.0012557110473660517
Position 370: 0.0010407659711096208
Position 15: 0.0009684564828166744
Position 424: 0.0007731063304041877
Position 217: 0.0005668282657682361
Position 648: 0.0005205459664364928
Position 890: 0.00038070955308987676
Position 357: 0.00036193355642945556
Position 386: 0.0003564740427466156
Position 278: 0.00024798344043574133
Position 896: 0.00022590317678730236
Position 382: 0.00020471463302704305
Position 788: 0.00014310400009198625
Position 609: 0.00013883781819187192
Position 563: 0.00013878993244480778
Position 223: 0.0001368153831164962
Position 592: 0.00011016099421799751
Position 759: 9.547268312371573e-05
Position 396: 8.529256980149017e-05
Position 873: 5.544490080940346e-05
Position 1353: 4.9656779857871646e-05
Position 1173: 3.9127441365766865e-05
Position 1156: 3.815268375935692e-05
Position 825: 2.1511763872990114e-05
Position 771: 1.9889307623389393e-05
Position 555: 1.3175779725104951e-05
Position 1371: 1.1388714772780184e-05
Position 325: 8.765040445151726e-06
Position 1008: 5.408075035494388e-06
Position 491: 3.903984431032132e-06
Position 1180: 3.859887253018565e-06
Position 1338: 3.3561868988106375e-06
Position 761: 2.886198111592856e-06
Position 1039: 2.872609198726367e-06
Position 1283: 1.9527399589410242e-06
Position 84: 1.8989397437677638e-06
Position 428: 9.524961686169798e-07
Position 700: 5.144108112676463e-07
Position 1379: 1.9916290697005498e-07
Position 291: 1.4317148334641579e-07
Position 171: 4.462858221143172e-09
Position 1005: 1.199335871517896e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1259: 0.8648439194100095
Position 461: 0.8386498182107128
Position 1113: 0.11905617642530635
Position 997: 0.06817305084986935
Position 552: 0.06343452218649005
Position 1060: 0.04522164939941833
Position 482: 0.03846066891752705
Position 856: 0.023727771326340494
Position 957: 0.020343273094659838
Position 325: 0.01810325502760825
Position 637: 0.008084585991419922
Position 503: 0.007753646830300096
Position 1404: 0.005432202498800579
Position 824: 0.0040758891616963795
Position 677: 0.002889808136664836
Position 759: 0.001673489268749157
Position 298: 0.0014381579446434416
Position 1013: 0.0013509686116850012
Position 1171: 0.0011681831475713674
Position 1005: 0.0011647975831633212
Position 467: 0.0009510110791255451
Position 300: 0.0008247327937496353
Position 1318: 0.0006832716501061425
Position 963: 0.0005873937929206375
Position 533: 0.0005430609244668231
Position 378: 0.0004711190991248393
Position 464: 0.00035873636166175037
Position 333: 0.0002728536944959114
Position 406: 0.00025518122663498475
Position 673: 0.00021764767579525682
Position 1068: 0.00021203417004214957
Position 890: 0.00020805921307249907
Position 863: 0.00020504765629432556
Position 1449: 0.00016681653260612755
Position 1072: 0.00013068096841086814
Position 644: 0.00011431385794726274
Position 1423: 9.886879559740614e-05
Position 819: 9.424336206877386e-05
Position 1079: 8.232951571461633e-05
Position 1295: 8.106880210564455e-05
Position 700: 7.761347522228644e-05
Position 1017: 6.874047149575727e-05
Position 1266: 5.880605419438149e-05
Position 576: 5.5807418135380625e-05
Position 512: 5.500834041793958e-05
Position 572: 5.45909739313814e-05
Position 563: 5.198550155779819e-05
Position 1353: 4.824541561874712e-05
Position 382: 4.4085162240146355e-05
Position 1462: 4.278115693775708e-05
Position 189: 3.4209655847766135e-05
Position 691: 2.8899827460684433e-05
Position 536: 2.6591492637078375e-05
Position 421: 2.1257957372192248e-05
Position 340: 2.0665192184808408e-05
Position 93: 1.8884757506399113e-05
Position 1074: 1.836587599892296e-05
Position 538: 1.7175105706879353e-05
Position 775: 1.5020355386844282e-05
Position 1118: 1.3389817077755204e-05
Position 229: 1.2829114182371297e-05
Position 1133: 1.0696312331394643e-05
Position 654: 1.0664866889477437e-05
Position 1277: 1.0451031164939597e-05
Position 167: 1.0201529052550822e-05
Position 436: 9.133983062660856e-06
Position 509: 7.457869465048371e-06
Position 109: 6.5033063046936345e-06
Position 870: 6.446846999971066e-06
Position 1088: 3.908476415965896e-06
Position 584: 3.1259227661676755e-06
Position 113: 1.6313265921307593e-06
Position 1194: 1.2456958953534235e-06
Position 1199: 1.238916037694086e-06
Position 524: 1.175103112132181e-06
Position 84: 1.1176273465858016e-06
Position 1127: 9.689091167192536e-07
Position 1283: 9.246493076352131e-07
Position 200: 7.95873959743783e-07
Position 1090: 7.867751364905133e-07
Position 1019: 7.861614254681057e-07
Position 1147: 6.83263960897379e-07
Position 267: 6.82311365836635e-07
Position 1204: 6.616618722004855e-07
Position 1279: 4.314974338108289e-07
Position 497: 3.5616757939857813e-07
Position 95: 3.140573263199609e-07
Position 264: 1.513460138246136e-07
Position 351: 5.185222571714592e-08
Position 276: 3.073131978640346e-08
Position 349: 1.0289739930889394e-08
Position 416: 5.204620027253025e-09
Position 251: 3.854058240745347e-09
Position 246: 3.177444928670741e-09
Position 241: 1.1417863303982484e-09
Position 234: 6.018798454636343e-10
Position 236: 2.0266484025083516e-10
Position 717: 3.5539055649649505e-11
