Gene = SST
index = 1343
Annotated 5SS: [246]
Annotated 3SS: [1121]
SMsplice 5SS: [246]
SMsplice 3SS: [1121]
top_k =  1000
Partition function (log Z): -5.4335444512592135

Sorted 5' Splice Sites (High to Low Probability):
Position 246: 0.9642130793059903
Position 466: 0.1521456226306911
Position 673: 0.025003028908720484
Position 728: 0.021331931463765542
Position 576: 0.017737350269690127
Position 321: 0.01190041160328316
Position 719: 0.0074321586196507755
Position 202: 0.005761163692922377
Position 687: 0.001772964953698309
Position 26: 0.0017293503104587667
Position 935: 0.000855281639259375
Position 694: 0.0008534659102484804
Position 128: 0.0004669966302944167
Position 814: 0.00031651535187892727
Position 842: 0.00026813445538636783
Position 265: 0.0002049133541183828
Position 816: 0.0001669766981391078
Position 820: 0.00016324991630675806
Position 818: 0.00016136568736306757
Position 548: 0.0001598477804043007
Position 507: 0.0001499646892467245
Position 822: 0.00013155581532114265
Position 460: 0.00012788476570660447
Position 632: 0.0001267806145867301
Position 824: 0.00010162984438925864
Position 753: 9.76342578067276e-05
Position 1020: 8.343101787259507e-05
Position 826: 8.295030931504085e-05
Position 830: 7.48538642016094e-05
Position 828: 7.22421527508386e-05
Position 832: 6.719942993776472e-05
Position 834: 5.283811348717735e-05
Position 848: 5.26885587036632e-05
Position 313: 4.737294871701589e-05
Position 806: 4.3764665337991376e-05
Position 854: 3.0234548343053783e-05
Position 856: 2.921483952135476e-05
Position 858: 2.8245018536597277e-05
Position 1330: 2.3181833916308722e-05
Position 850: 2.267084820036313e-05
Position 852: 2.1949795415372642e-05
Position 860: 2.1946841566177005e-05
Position 710: 2.063898076493305e-05
Position 891: 2.0480713674121197e-05
Position 354: 1.933983623651046e-05
Position 846: 1.810952502913891e-05
Position 1024: 1.6294440583468373e-05
Position 862: 1.5818327431846752e-05
Position 454: 1.483140445671886e-05
Position 1022: 1.4387906843974399e-05
Position 864: 1.3316180722014616e-05
Position 218: 1.167562659838054e-05
Position 1004: 1.1548100373958706e-05
Position 615: 1.1111066582843738e-05
Position 758: 1.0881568922513273e-05
Position 450: 8.640678520593198e-06
Position 927: 8.089928037791473e-06
Position 746: 8.084392292735147e-06
Position 206: 6.1905337277887676e-06
Position 1133: 5.746655421521792e-06
Position 66: 3.956130423757498e-06
Position 1347: 1.2045123560808281e-06
Position 470: 9.124077754986982e-07
Position 777: 8.560722038319854e-07
Position 113: 2.1369764714453813e-07
Position 169: 1.4588720465067174e-07
Position 366: 5.545515528459333e-08
Position 335: 4.4164820251701294e-08
Position 171: 1.518333710627601e-08
Position 348: 7.569998297132154e-09
Position 513: 7.36119155923675e-09
Position 146: 3.217834656021094e-09
Position 510: 1.1075189548401216e-09
Position 537: 1.4911025229026857e-10
Position 153: 8.261823484261064e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1121: 0.9334906889271354
Position 374: 0.14851884969217055
Position 1049: 0.032942093230545776
Position 325: 0.017112177832860342
Position 589: 0.01700752464907828
Position 445: 0.012985796971487417
Position 1169: 0.007167432654271901
Position 613: 0.005706851811308467
Position 489: 0.005223915413818178
Position 642: 0.004003004002062719
Position 510: 0.003941565359164444
Position 710: 0.0033267105451058317
Position 873: 0.0032721664574837626
Position 1146: 0.0027442803082854475
Position 575: 0.002165454831295288
Position 526: 0.0021475121086982304
Position 128: 0.0016025319334810417
Position 1208: 0.0015054959409617403
Position 749: 0.001237871227955716
Position 880: 0.0010257995728817837
Position 944: 0.00097668689139951
Position 564: 0.0007977789435751918
Position 346: 0.0007403724608491365
Position 599: 0.0006923823379644544
Position 1413: 0.000528120787730627
Position 801: 0.00043724545166429056
Position 383: 0.0004304265396657628
Position 1197: 0.00037267829161652296
Position 460: 0.000260483810175143
Position 1362: 0.00025509988146013725
Position 450: 0.0002405826703023023
Position 1244: 0.0002308692660680287
Position 196: 0.00016240887439076138
Position 683: 0.0001400830714760878
Position 1220: 0.00011882212313218742
Position 465: 0.00011566541576503268
Position 1347: 0.00010008275478130681
Position 335: 9.20426860164044e-05
Position 404: 8.54780785709508e-05
Position 1334: 6.482801596873139e-05
Position 282: 4.661542763587798e-05
Position 1001: 4.065133178410181e-05
Position 1175: 3.984052782475735e-05
Position 215: 3.374924954722716e-05
Position 1148: 3.360600772182771e-05
Position 1133: 2.7889068835446376e-05
Position 348: 2.460093430672749e-05
Position 917: 2.3595891314957066e-05
Position 1437: 1.9782528135740868e-05
Position 1420: 1.8988927674895477e-05
Position 649: 1.6847910030200634e-05
Position 409: 1.3909427498091163e-05
Position 694: 1.1112904781726472e-05
Position 107: 9.396348536455572e-06
Position 1290: 8.86311138214109e-06
Position 391: 6.6011223057568495e-06
Position 1238: 5.9649222515711465e-06
Position 1316: 4.896982442373459e-06
Position 1281: 4.796892694270696e-06
Position 293: 3.950257069773146e-06
Position 206: 2.6903636578601585e-06
Position 218: 2.4446441178331023e-06
Position 886: 2.384191817787445e-06
Position 662: 1.5619253073656104e-06
Position 691: 8.620216328667712e-07
Position 245: 7.278153606573728e-07
Position 1424: 4.1461751825208043e-07
Position 242: 4.529665408270522e-08
Position 470: 3.4033204622617543e-10
Position 250: 4.7903532938917615e-12
Position 253: 2.98180770206434e-12
