Gene = DHDDS
index = 444
Annotated 5SS: [   22   654  5930 10519 14078 15306 25551 27790]
Annotated 3SS: [  535  5812 10375 13960 15203 25435 27681 36536]
SMsplice 5SS: [  654  5930 10519 14078 15306 25551 27790]
SMsplice 3SS: [ 5812 10375 13960 15203 25435 27681 36539]
top_k =  1000
Partition function (log Z): -0.8259602110954258

Sorted 5' Splice Sites (High to Low Probability):
Position 15306: 0.9956140652779665
Position 27790: 0.9940853987085343
Position 14078: 0.9682816391862834
Position 10519: 0.9007188585143158
Position 654: 0.8826350539821619
Position 5930: 0.8799967626551648
Position 25551: 0.5362740964333672
Position 4346: 0.5252340866130081
Position 10018: 0.3710619214885007
Position 9941: 0.26245194832394014
Position 4601: 0.24942080537256373
Position 397: 0.22633439372701186
Position 2092: 0.21615601868468956
Position 25822: 0.18593633166120055
Position 9777: 0.13533006795767455
Position 2217: 0.11532763066800396
Position 28878: 0.10506107823243367
Position 287: 0.1039955429452973
Position 689: 0.09820199311610388
Position 10463: 0.07224311600001097
Position 5934: 0.06898120482631519
Position 22: 0.06365078192510147
Position 14485: 0.05190805864481985
Position 33471: 0.050006249949940525
Position 2610: 0.047176431502329884
Position 22692: 0.04620512674036228
Position 1233: 0.04306677464688483
Position 3862: 0.03851742974010065
Position 369: 0.03641663262180507
Position 13790: 0.030662354652534946
Position 32385: 0.029403910041845362
Position 11909: 0.028993232421374558
Position 5974: 0.025353457575214622
Position 1064: 0.024609016552775365
Position 4035: 0.023353936773109492
Position 34869: 0.02181510026348368
Position 22658: 0.021262180838703553
Position 5882: 0.01835979166140283
Position 4633: 0.01757898301205494
Position 1969: 0.017048975122742716
Position 4686: 0.015173480330664008
Position 11116: 0.014958771388066098
Position 7415: 0.013792595238467351
Position 14496: 0.01374149824661512
Position 164: 0.01320898232753847
Position 4371: 0.013046354607298144
Position 30889: 0.012738361051387249
Position 4027: 0.01155855578811207
Position 14907: 0.011192727440587193
Position 61: 0.011124974464546482
Position 9987: 0.0102288296455833
Position 1908: 0.006785589791204917
Position 10458: 0.006684349495425078
Position 14824: 0.006353402620025056
Position 11875: 0.005097888368717866
Position 138: 0.0049631569140327365
Position 5634: 0.004913820110192742
Position 6180: 0.004038545079069761
Position 33478: 0.003934409235244078
Position 2149: 0.003842987195297064
Position 5938: 0.0038208017075080005
Position 32627: 0.0034327132151901842
Position 32550: 0.003355583849642077
Position 3721: 0.002759401163860643
Position 2065: 0.002732668042741953
Position 15328: 0.00259133826480526
Position 41: 0.002380146922883641
Position 30867: 0.0021917107617621043
Position 677: 0.0021245163014062154
Position 28027: 0.002062402788196537
Position 147: 0.0019130317377412092
Position 168: 0.0017924285881089905
Position 476: 0.001682644886195216
Position 15073: 0.0015893242894645364
Position 240: 0.0015488961522812873
Position 14192: 0.0014249653348182556
Position 276: 0.0013599444242121618
Position 797: 0.001318864157241768
Position 3060: 0.001284852472522938
Position 6274: 0.0011960904822298254
Position 9945: 0.001169698951511198
Position 4558: 0.0011665446624785655
Position 4970: 0.001105891943050943
Position 9723: 0.0010291832865234772
Position 324: 0.0010189962190980085
Position 11330: 0.0009537188662395364
Position 5478: 0.0009292695521656168
Position 16435: 0.0009242138346520593
Position 16594: 0.0006080754407667589
Position 21221: 0.0006026602247867101
Position 28400: 0.000558122643305542
Position 394: 0.0005259740001024585
Position 503: 0.0004885999375292829
Position 2153: 0.0004377674647204591
Position 19991: 0.0004365654952115534
Position 14511: 0.0004136741801231655
Position 14537: 0.00036764106504547724
Position 14557: 0.000254177250203322
Position 1221: 0.00022954004036448308
Position 9971: 0.00022898162434716323
Position 4527: 0.0001960105905860088
Position 14784: 0.00017719686011060466
Position 12521: 0.00015639906873718195
Position 1161: 0.00014969295421895964
Position 1615: 0.0001473498324901204
Position 7555: 0.00013869795276044158
Position 291: 0.00013664965666100175
Position 11808: 0.00013216559223327797
Position 14672: 0.00012712941826052953
Position 14530: 0.00012248727566480477
Position 14555: 0.00012115979745047788
Position 11372: 9.391393352314707e-05
Position 14738: 8.981906961778868e-05
Position 14627: 8.917052110985756e-05
Position 1508: 7.724297370256102e-05
Position 14355: 5.4746395654023366e-05
Position 821: 4.162944640362455e-05
Position 808: 2.8813264322959455e-05
Position 456: 2.5465492720611572e-05
Position 1702: 2.181971795781874e-05
Position 185: 2.1461073376446507e-05
Position 1268: 2.110884146021681e-05
Position 1089: 2.0726918262834695e-05
Position 254: 2.039813341051868e-05
Position 4164: 1.7302234121794564e-05
Position 16096: 1.58976233610768e-05
Position 133: 1.3343971424626589e-05
Position 632: 1.2455440595938194e-05
Position 10495: 1.2154152323130127e-05
Position 1005: 1.0861693364133681e-05
Position 1991: 1.0496220194439365e-05
Position 19037: 1.0431464913545777e-05
Position 10631: 4.125054843518546e-06
Position 897: 4.003134461539532e-06
Position 5955: 3.67289593598058e-06
Position 480: 3.514988412265449e-06
Position 727: 2.4147168561929635e-06
Position 421: 2.298193229401552e-06
Position 11286: 2.181852917451514e-06
Position 15259: 1.8564989024741199e-06
Position 15403: 1.011531795772704e-06
Position 16184: 9.727932622293021e-07
Position 736: 9.00484939987819e-07
Position 12818: 5.514623363315211e-07
Position 954: 4.3217753389991395e-07
Position 548: 4.242818914243053e-07
Position 755: 4.237457458938172e-07
Position 693: 3.182964543670238e-07
Position 423: 2.5156659821087935e-07
Position 5962: 1.8619953200940504e-07
Position 741: 1.0772137874373164e-07
