Gene = PRR15
index = 1076
Annotated 5SS: [567]
Annotated 3SS: [2373]
SMsplice 5SS: [567]
SMsplice 3SS: [2373]
top_k =  1000
Partition function (log Z): -10.107281921451834

Sorted 5' Splice Sites (High to Low Probability):
Position 567: 0.5629897209037185
Position 652: 0.2530660872187115
Position 366: 0.1460257305233251
Position 94: 0.0544792179321155
Position 1243: 0.05093323847795372
Position 871: 0.04913597594303302
Position 806: 0.02852861485129899
Position 2172: 0.025897280792073752
Position 852: 0.02038954967192974
Position 1309: 0.011670967715877119
Position 129: 0.010929410247453851
Position 810: 0.00863553350378644
Position 1096: 0.005629366669996522
Position 3130: 0.003345086134835745
Position 856: 0.00301315289410307
Position 641: 0.0027555266623895272
Position 898: 0.0026654817300514775
Position 488: 0.0017683105717564195
Position 193: 0.0017543489766827945
Position 9: 0.0016285790651268165
Position 1943: 0.0012748740631868976
Position 2286: 0.0011798313151208542
Position 1209: 0.0010439479022826994
Position 1332: 0.0006841706977363276
Position 726: 0.0005099247215846177
Position 1125: 0.0004922964768804909
Position 2062: 0.00045022113447204667
Position 137: 0.00042619430323771734
Position 1164: 0.00040698256094855986
Position 1532: 0.0003885635874613501
Position 2237: 0.00038844469015385014
Position 454: 0.00035667700911970674
Position 2133: 0.00031066090483515356
Position 1320: 0.00030966007349535283
Position 2048: 0.0002714552572587672
Position 24: 0.0002695471908725867
Position 2262: 0.0002246943470584442
Position 552: 0.0002139667311572844
Position 2178: 0.00017464950864268505
Position 2026: 0.00016231459627288978
Position 165: 0.0001618800814470719
Position 547: 0.00014947481877482962
Position 1019: 0.0001307468339171286
Position 950: 0.0001016119257944298
Position 1278: 9.52390598905509e-05
Position 1677: 6.92363319854919e-05
Position 1059: 4.811699308887329e-05
Position 584: 2.8745330683572925e-05
Position 152: 2.7048071144744006e-05
Position 424: 2.14980704409176e-05
Position 56: 1.3423354834343386e-05
Position 277: 4.350935208556931e-06
Position 62: 4.056568102180549e-06
Position 782: 3.7420639481922983e-06
Position 877: 3.6744950674244238e-06
Position 525: 3.3424054010514077e-06
Position 716: 3.062216191074812e-06
Position 631: 2.957440422297814e-06
Position 1021: 2.7793189900959103e-06
Position 581: 2.5233084325427086e-06
Position 954: 1.5550052605109766e-06
Position 963: 1.0241270953747591e-06
Position 994: 8.864557338695556e-07
Position 591: 7.455155262033368e-07
Position 915: 4.1718328497769835e-07
Position 792: 3.794363409374939e-07
Position 104: 9.699265427981159e-08
Position 511: 1.87864828473764e-10
Position 620: 1.0136911928112405e-10
Position 115: 8.940095031242471e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2373: 0.30625101768137797
Position 1099: 0.22364084607490933
Position 1030: 0.1281349393571778
Position 1007: 0.12153321502885621
Position 2378: 0.09134079377631057
Position 487: 0.080292608572039
Position 1942: 0.07749145087796798
Position 2121: 0.03126985094517948
Position 3223: 0.027059698407859604
Position 651: 0.02217925440913601
Position 2405: 0.021779817923044374
Position 465: 0.01628147261407011
Position 436: 0.01544496720106289
Position 2964: 0.005087174746118841
Position 1374: 0.004948838476105301
Position 2041: 0.004492371200663723
Position 1072: 0.00439295279376284
Position 1177: 0.004341035670653438
Position 3024: 0.004244095393541481
Position 763: 0.003486796815184377
Position 3186: 0.003392568769028588
Position 2507: 0.0031352180096077477
Position 2664: 0.002990256401532148
Position 2529: 0.0029572910075610845
Position 782: 0.0027593756162634857
Position 349: 0.002691420150045622
Position 312: 0.0025116622657389504
Position 454: 0.0024108249376814115
Position 439: 0.0023608374350001277
Position 1906: 0.0022160427484149083
Position 2004: 0.0021859460973553037
Position 1928: 0.002141850402857228
Position 702: 0.0019419087590384144
Position 1816: 0.0018394308290068423
Position 273: 0.0018259931781959581
Position 2391: 0.001738395531507817
Position 2626: 0.001702961698958263
Position 1195: 0.0016116803796459322
Position 726: 0.001441785948799334
Position 2741: 0.0013748805035403097
Position 1597: 0.0011859557139567258
Position 901: 0.0011692244603593886
Position 675: 0.0011474462281264191
Position 3242: 0.0010335942136870376
Position 1801: 0.0009060634855567055
Position 2788: 0.0007131295750352726
Position 2931: 0.0006401771123998452
Position 972: 0.0006347724952255679
Position 1506: 0.0006297481256423335
Position 2219: 0.000604354691232619
Position 1956: 0.0005854005939778739
Position 2945: 0.00045256425238990875
Position 317: 0.00040702134066691057
Position 2043: 0.0003236828485392038
Position 1617: 0.00030764998895897917
Position 3071: 0.00029310333688272334
Position 3106: 0.00027178752542778635
Position 809: 0.00026342213820472856
Position 2126: 0.0002608861370479611
Position 2544: 0.0002514306686745057
Position 3134: 0.00024145949876051641
Position 1832: 0.00022741890662894177
Position 922: 0.00022114707019136502
Position 3274: 0.0002175918697485645
Position 2812: 0.00021638637375157152
Position 2577: 0.00020872429507405086
Position 604: 0.00020180961583138763
