Gene = HDHD3
index = 642
Annotated 5SS: [723]
Annotated 3SS: [1645]
SMsplice 5SS: [723]
SMsplice 3SS: [1645]
top_k =  1000
Partition function (log Z): -10.862657958799018

Sorted 5' Splice Sites (High to Low Probability):
Position 723: 0.8960619639304993
Position 201: 0.20287876831391147
Position 1721: 0.025846223515619906
Position 131: 0.017895144641373414
Position 377: 0.015357768272261929
Position 135: 0.014219148959434106
Position 43: 0.005843774011907673
Position 643: 0.004750430638222942
Position 478: 0.0038955419784587994
Position 339: 0.0037196730583153466
Position 1382: 0.003546563909275521
Position 1515: 0.002971213093780597
Position 1743: 0.002192262676091352
Position 2582: 0.0012015517235433029
Position 608: 0.0010648026700099025
Position 526: 0.000975332400006467
Position 1732: 0.0009111852576786172
Position 322: 0.0008281024247297492
Position 1727: 0.0006785143099289035
Position 1437: 0.0005422040670840804
Position 1938: 0.000328917100423845
Position 2157: 0.00030186971795478164
Position 540: 0.0002871890837941303
Position 223: 0.00026481523259919935
Position 266: 0.00020318508811036434
Position 2481: 0.0001961189539974332
Position 1860: 0.0001786596746952758
Position 1094: 0.00017210189899637178
Position 1026: 0.00014314393734832093
Position 37: 0.00012672595859923092
Position 1017: 0.00010467824711111201
Position 178: 0.00010211051198865341
Position 2373: 9.419621825461573e-05
Position 190: 8.714727414401509e-05
Position 546: 8.548387027944184e-05
Position 1001: 5.616233595740051e-05
Position 727: 4.824325669491453e-05
Position 1853: 4.692741508451672e-05
Position 713: 4.464733458360035e-05
Position 676: 4.432579653888807e-05
Position 1780: 3.6811117586519186e-05
Position 2451: 3.573457523893955e-05
Position 682: 3.200763130401324e-05
Position 602: 2.986384502467986e-05
Position 482: 1.7214883316044717e-05
Position 188: 1.576872499466335e-05
Position 1459: 1.4735218781476665e-05
Position 1602: 1.3467506227246996e-05
Position 1674: 1.1929385236968084e-05
Position 2388: 1.1661299078638187e-05
Position 688: 1.1215959106848182e-05
Position 1069: 1.117502401365143e-05
Position 469: 1.1010216362049492e-05
Position 1543: 9.717830511917735e-06
Position 2493: 8.820584613596028e-06
Position 1557: 7.890483498806409e-06
Position 455: 7.343645660933729e-06
Position 396: 7.298120953112768e-06
Position 2080: 6.676315636275185e-06
Position 412: 4.245853224705863e-06
Position 462: 4.0489612495336105e-06
Position 513: 3.4073269239740323e-06
Position 353: 2.9054824750184298e-06
Position 578: 1.5235684437194728e-06
Position 170: 9.6237395964304e-07
Position 1035: 6.476455770866654e-07
Position 1061: 5.58962334732731e-07
Position 847: 5.556525837597286e-07
Position 1136: 5.044294889868874e-07
Position 161: 4.7498772918961734e-07
Position 1171: 3.7852292266174024e-07
Position 1410: 3.472922798629903e-07
Position 777: 1.533771711350503e-07
Position 511: 1.5061864891695705e-07
Position 854: 1.40702601825959e-07
Position 1158: 1.2375688261142e-07
Position 580: 5.1202864947210265e-08
Position 229: 1.8412828566381883e-08
Position 668: 1.824502427667089e-09
Position 597: 1.6125124606303704e-09
Position 697: 1.369330383869071e-10
Position 749: 1.0306038849453765e-10
Position 1359: 2.3419391181790933e-11
Position 648: 2.3301010751110947e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1645: 0.36430945154057764
Position 607: 0.1595299799730456
Position 2663: 0.15222091078796668
Position 895: 0.1366226903243622
Position 2342: 0.09166912709019832
Position 1453: 0.0487990559628808
Position 2465: 0.04224886057894371
Position 2156: 0.040044850571608684
Position 862: 0.03814033929365081
Position 376: 0.01843103790257548
Position 2039: 0.01508796689097221
Position 992: 0.012708378350329081
Position 1838: 0.012596641331773874
Position 1896: 0.0067707307414199775
Position 506: 0.005504942071247874
Position 1372: 0.004907997175866863
Position 2553: 0.0048209750749048565
Position 2120: 0.003681497112492786
Position 648: 0.003663377015500925
Position 2063: 0.0028692794365134037
Position 1498: 0.002620053149179899
Position 1555: 0.0025486962492096725
Position 1606: 0.0024937366133796464
Position 866: 0.0023926726784008956
Position 2417: 0.002295789963031951
Position 1348: 0.002115691414330888
Position 1472: 0.00210773864871291
Position 1501: 0.002051922087319003
Position 1541: 0.001915918893603008
Position 2087: 0.001914838050665917
Position 2244: 0.0017735600775312904
Position 1795: 0.0016700594496369457
Position 749: 0.0016016178414244697
Position 1408: 0.0014179978054914592
Position 2345: 0.0013683469770191452
Position 1756: 0.0012971646738493717
Position 1026: 0.0007040530259671207
Position 1708: 0.0006388728884573459
Position 2303: 0.0005773197832764774
Position 2485: 0.0005473236515975888
Position 526: 0.0004985663736556315
Position 2641: 0.0004971188044255935
Position 303: 0.0004833208840681832
Position 1136: 0.00048162511662493547
Position 407: 0.00045759679444433036
Position 832: 0.0003922539025043578
Position 2443: 0.0003817607281483536
Position 794: 0.00036291338884888053
Position 1419: 0.00035502669739250435
Position 1761: 0.00034122918762245796
Position 313: 0.0003242195200552682
Position 1879: 0.000322007187853719
Position 2217: 0.00031280972798300324
Position 1174: 0.0003087082154029735
Position 1578: 0.0002623717715024997
Position 482: 0.000257441756791533
Position 478: 0.00023510094172692373
Position 1674: 0.0002112405981763693
Position 766: 0.0002056566424013451
Position 1791: 0.00019501148458987748
Position 1731: 0.00017930279222968704
Position 2605: 0.00017595802986311872
Position 1937: 0.00015099304792942007
Position 1043: 0.00014745861906088157
Position 1687: 0.00014527278085914926
Position 494: 0.00013061193453787811
Position 1080: 0.00010630323339592496
Position 2568: 0.00010520079685242883
Position 1865: 8.559693498021338e-05
Position 531: 8.549609047937118e-05
Position 2246: 8.546322313762622e-05
Position 426: 8.504103161997643e-05
Position 1180: 8.312704263846639e-05
Position 2718: 8.101531514687497e-05
Position 339: 8.086330786258638e-05
Position 2373: 7.755042445203626e-05
Position 2502: 7.450502020696405e-05
Position 511: 7.355384734279129e-05
Position 449: 6.63335503371351e-05
Position 1662: 6.486516559909879e-05
Position 1572: 6.481148922556796e-05
Position 2637: 6.336189727076518e-05
Position 423: 5.822972433938497e-05
Position 1962: 5.360087351567666e-05
Position 1740: 5.070721163046294e-05
Position 1353: 4.967238286667524e-05
Position 763: 4.567766958041016e-05
Position 1691: 4.5491064228786056e-05
Position 2130: 4.426697091480293e-05
Position 350: 3.577188854126843e-05
Position 1066: 3.353547799948787e-05
Position 2376: 3.240546730073389e-05
Position 551: 3.1129097338109516e-05
Position 2721: 2.8260293577650143e-05
Position 2555: 2.7825175413407187e-05
Position 2137: 2.6298694681814495e-05
Position 2096: 2.54014743486331e-05
Position 1969: 2.467094100712433e-05
Position 1253: 2.425555111276232e-05
Position 2321: 1.947574676668007e-05
Position 1591: 1.8997933111306347e-05
Position 1148: 1.8088102619648836e-05
Position 1543: 1.7387553759939916e-05
Position 2582: 1.5595327906386796e-05
Position 1916: 1.4328734834749848e-05
Position 322: 1.3128718327736042e-05
Position 1265: 1.1508573132190313e-05
Position 928: 1.145885446646935e-05
Position 384: 1.1177732241488425e-05
Position 1187: 9.665224663703973e-06
Position 1061: 8.735806700997676e-06
Position 1094: 8.417220549787173e-06
Position 446: 7.4215847476029274e-06
Position 727: 5.742046462864969e-06
Position 664: 2.1702233637333367e-06
Position 1311: 1.1839770706658728e-06
Position 252: 1.0706415383932025e-06
Position 540: 1.006631257823159e-06
Position 668: 8.253249009202701e-07
Position 567: 7.019452633238103e-07
Position 654: 5.713467523247779e-07
Position 1229: 5.329627818770072e-07
Position 555: 4.6498357270863455e-07
Position 1198: 4.1944383552662954e-07
Position 1201: 3.641619553767409e-07
Position 161: 1.3399186700495413e-07
Position 266: 9.601743572855409e-08
Position 561: 9.31405147389041e-08
Position 167: 8.848698445212289e-08
Position 250: 8.833808168428141e-08
Position 553: 4.60400916043457e-08
Position 435: 2.217647271522925e-08
Position 455: 1.0941761067589935e-08
Position 571: 6.891184053515953e-09
Position 666: 3.997860325677033e-09
Position 676: 1.7427625652574182e-09
Position 563: 1.4477196910586767e-09
Position 142: 5.111914634523076e-10
Position 146: 4.782874532206226e-10
Position 128: 4.1253411478253313e-10
Position 139: 8.896989133890741e-11
Position 148: 4.418930541979397e-11
