Gene = SSMEM1
index = 1339
Annotated 5SS: [ 234 5675]
Annotated 3SS: [5619 8113]
SMsplice 5SS: [ 234 1566]
SMsplice 3SS: [1480 3324]
top_k =  1000
Partition function (log Z): -10.590401423650729

Sorted 5' Splice Sites (High to Low Probability):
Position 1566: 0.7710670590731513
Position 234: 0.5636519322740945
Position 2132: 0.36493521061977574
Position 6538: 0.3061550919095886
Position 8024: 0.19803377294355673
Position 6806: 0.19280220895758252
Position 6838: 0.16367457023850063
Position 182: 0.15772959415160226
Position 5675: 0.15297399584301877
Position 461: 0.13564870755669206
Position 6217: 0.09644788433463823
Position 81: 0.08521356870149197
Position 7982: 0.06443697301955686
Position 7785: 0.04320609332915464
Position 6908: 0.03380467993511657
Position 2529: 0.03084586074524549
Position 5998: 0.023264412081997886
Position 2989: 0.01708389475258774
Position 2554: 0.01581617341939702
Position 4490: 0.008863766762972757
Position 6146: 0.005679652096271521
Position 1420: 0.00529784874417192
Position 195: 0.003375904082108289
Position 102: 0.0024530189848340094
Position 756: 0.002263543332540164
Position 6495: 0.0020354477192051105
Position 2715: 0.0020165537960850325
Position 540: 0.0018649352771910124
Position 1303: 0.0018530967675799235
Position 2762: 0.0014057364371335512
Position 994: 0.0013919358161952001
Position 1461: 0.0012272498823910109
Position 5959: 0.0011078664264757804
Position 2439: 0.001051394193942348
Position 2792: 0.000998731259353494
Position 788: 0.0009028883719424803
Position 5162: 0.0008664207370476763
Position 1998: 0.0007404994194430862
Position 5665: 0.0006013650357833929
Position 447: 0.0005055050386462583
Position 4742: 0.00045358788474891804
Position 25: 0.0004397666290406933
Position 2523: 0.00037986044025024044
Position 1528: 0.00036009482196222304
Position 729: 0.00030061982632489053
Position 2904: 0.00023566439519956834
Position 2886: 0.00020726031710344332
Position 209: 0.00016027151247480237
Position 273: 0.0001238337957271753
Position 971: 0.00011359123912218485
Position 838: 0.00010189036017878879
Position 334: 9.360733157140876e-05
Position 812: 6.96067224637198e-05
Position 1104: 6.379682794003411e-05
Position 479: 5.262937778418556e-05
Position 474: 5.1086629058715395e-05
Position 419: 3.914523230352069e-05
Position 228: 3.816964695923126e-05
Position 687: 3.200375364024273e-05
Position 6829: 3.0297506468994217e-05
Position 201: 1.919514317439888e-05
Position 6777: 1.678214102102416e-05
Position 1239: 1.5780610020001782e-05
Position 712: 1.2932612438693158e-05
Position 2183: 1.2527510797177071e-05
Position 2764: 7.332488175033802e-06
Position 1130: 6.944425568685106e-06
Position 1634: 5.421390419487488e-06
Position 2697: 3.326389035502995e-06
Position 2548: 1.1408043813417175e-06
Position 1548: 8.319766933920853e-07
Position 189: 2.1614704843615463e-07
Position 109: 1.4312147985372746e-07
Position 154: 1.1155095473125021e-07
Position 45: 7.019888948575709e-08
Position 266: 1.2210560827596739e-08
Position 337: 7.140477914220902e-09
Position 465: 5.834877570834614e-09
Position 681: 5.218994584528594e-09
Position 1266: 3.875182247163958e-09
Position 705: 2.1738768876613085e-09
Position 342: 8.30300818068144e-10
Position 916: 1.629241313841498e-10
Position 851: 1.2553605984423805e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1480: 0.6919533144968243
Position 8113: 0.41472313458170446
Position 6692: 0.33673762947934216
Position 6290: 0.27364878622608607
Position 7932: 0.22453488078479453
Position 5619: 0.1958732241416376
Position 6906: 0.1590912515667066
Position 7865: 0.13671755563452384
Position 2056: 0.13169817255997768
Position 1740: 0.11635770923999811
Position 6104: 0.11318281375550365
Position 3324: 0.09088408406328992
Position 6651: 0.07443431657336
Position 7693: 0.04663405860545057
Position 7672: 0.0411589861119169
Position 1901: 0.03842747862275531
Position 6995: 0.0382853713324493
Position 2683: 0.030902446594201747
Position 2842: 0.02890216618922187
Position 1904: 0.028633055022521618
Position 2370: 0.02618940164221745
Position 2336: 0.02091600430412769
Position 6316: 0.020836990812406996
Position 342: 0.013108584560909011
Position 1882: 0.011092127878106386
Position 6307: 0.01065700829241379
Position 1995: 0.010489752535624843
Position 1981: 0.01036253169265518
Position 1764: 0.010067521637621498
Position 6023: 0.008339297956672083
Position 334: 0.007993089186996087
Position 2635: 0.006650229097450496
Position 379: 0.0064405559480454014
Position 3320: 0.0058845444637481755
Position 4253: 0.005646703788900138
Position 1930: 0.005230132252100069
Position 2400: 0.004937672922067921
Position 1266: 0.004740215225060443
Position 4530: 0.004128478773441046
Position 2127: 0.004010543833490567
Position 1397: 0.0038845990901095837
Position 4294: 0.0032306589136879026
Position 1502: 0.003175825755205564
Position 3829: 0.0025092114973297402
Position 1417: 0.002126181919745297
Position 6769: 0.0018599106674301834
Position 2020: 0.001664060991898993
Position 6161: 0.0015780046007038153
Position 884: 0.0015397117942789699
Position 8639: 0.0014862424828780791
Position 2408: 0.001467681378094847
Position 1389: 0.001387324554252633
Position 1460: 0.0013219457612966205
Position 4184: 0.0012588368681770616
Position 3709: 0.001210277613333308
Position 1358: 0.0012061801367571016
Position 3934: 0.0011548988419672265
Position 2276: 0.0011265170703476607
Position 281: 0.0011165561655339215
Position 2299: 0.0010573135392020927
Position 4165: 0.001027332373041541
Position 2913: 0.000966807970352056
Position 5029: 0.0009539738888950234
Position 4233: 0.0008836912162582045
Position 5239: 0.0008281072515444191
Position 1906: 0.000803034033545033
Position 7000: 0.0007996405526213805
Position 435: 0.0007040942236036585
Position 1821: 0.0006971531185392852
Position 1280: 0.0006581372309283947
Position 1403: 0.0006335617616990004
Position 7981: 0.000617274650588151
Position 1746: 0.0005621983952204588
Position 1023: 0.0005602707516741922
Position 6150: 0.0004812378536374528
Position 5743: 0.00045351482103118067
Position 858: 0.0004396837288324467
Position 1189: 0.00041956643545667014
Position 4149: 0.00038581734637042377
Position 372: 0.0003823334473217922
Position 4617: 0.0003785370527826881
Position 5196: 0.00037608477232140166
Position 4589: 0.0003656492850037273
Position 2088: 0.0003417496976409976
Position 3163: 0.00033772740132091597
Position 4512: 0.00032403120869695004
Position 1047: 0.00032323979581124385
Position 627: 0.00032254517118479614
Position 2074: 0.00029927504443812543
Position 1184: 0.00026560218554417885
Position 4386: 0.0002414433141467471
Position 2932: 0.00022739133797696878
Position 2338: 0.00022664149202820486
Position 2523: 0.00022014405127860712
Position 630: 0.00021147492857117087
Position 1424: 0.0002081680510075782
Position 1838: 0.00020099120085304408
Position 783: 0.00017633900907738863
Position 2215: 0.00015936290795686014
Position 582: 0.00015550282980976996
Position 5066: 0.00015452804673295526
Position 3266: 0.00015332561669245597
Position 1533: 0.00015183327817815508
Position 1441: 0.0001412519269737497
Position 165: 0.00014096727198980257
Position 3552: 0.00013418249280368718
Position 3293: 0.00012647504063399
Position 220: 0.00011459561450788111
Position 3279: 8.485597843702172e-05
Position 1806: 8.247444178966447e-05
Position 4981: 7.911786968425925e-05
Position 2380: 6.971992108470734e-05
Position 1548: 6.720512566475302e-05
Position 1213: 6.409371503832072e-05
Position 701: 6.026654629123548e-05
Position 4568: 5.83238456634507e-05
Position 1300: 4.603966675383103e-05
Position 3913: 4.5536690921342084e-05
Position 1133: 4.481194229406858e-05
Position 3576: 4.187134134758212e-05
Position 1457: 4.091470943835479e-05
Position 827: 3.9209348077292565e-05
Position 1620: 3.7562611102712166e-05
Position 125: 3.0469322524316908e-05
Position 6833: 2.962479575435726e-05
Position 1239: 1.9822642474340697e-05
Position 1104: 1.7596569571022083e-05
Position 1862: 1.6576731446582988e-05
Position 392: 1.635790342936642e-05
Position 1311: 1.6011068013060227e-05
Position 1371: 1.4962293340691083e-05
Position 1121: 1.4552646406593946e-05
Position 598: 1.271448081529293e-05
Position 1704: 9.023071734047306e-06
Position 1029: 7.762599792967442e-06
Position 712: 7.652491528962405e-06
Position 841: 7.3752441335305425e-06
Position 2847: 6.202462625097825e-06
Position 2501: 5.529374581689694e-06
Position 966: 5.292872024206109e-06
Position 237: 4.792090067238162e-06
Position 1242: 4.564776373634546e-06
Position 865: 3.7188731123472496e-06
Position 1657: 2.9123199767558326e-06
Position 1145: 2.579609799214137e-06
Position 803: 2.5323747326595764e-06
Position 893: 2.5185585604718778e-06
Position 1629: 2.426868284426432e-06
Position 1850: 2.164715746389739e-06
Position 474: 2.158416231242411e-06
Position 890: 1.8140905741936006e-06
Position 943: 1.8117146512884184e-06
Position 687: 1.80568836738251e-06
Position 399: 1.7163023604116719e-06
Position 2281: 1.5547913473753118e-06
Position 401: 1.1966565888078924e-06
Position 413: 1.1087331033623492e-06
Position 2384: 9.714933665226109e-07
Position 437: 9.630964130173133e-07
Position 143: 4.94331959237017e-07
Position 419: 3.914110353685274e-07
Position 1662: 3.111267897923891e-07
Position 1565: 2.53132771163074e-07
Position 1706: 7.600035246210551e-08
Position 908: 1.790021996995662e-09
Position 461: 7.040205592599101e-12
Position 169: 1.3692581377002697e-12
Position 899: 7.524101371173685e-13
