Gene = DIEXF
index = 445
Annotated 5SS: [  164  2141  3037  5352  7157  9205 11122 13049 14441 14689 15690]
Annotated 3SS: [ 2100  2795  5177  7067  8793 10901 12845 14257 14575 15443 23196]
SMsplice 5SS: [  164  3037  5944  7157  9205 14689 16230 21736 25963]
SMsplice 3SS: [ 2795  5820  7067  9032 14575 16068 21649 25892 29251]
top_k =  1000
Partition function (log Z): 0.057441902000028744

Sorted 5' Splice Sites (High to Low Probability):
Position 3037: 0.9692806584351247
Position 7157: 0.9246639563669375
Position 9205: 0.8887851964906118
Position 14689: 0.8525192962483488
Position 25963: 0.7628765551973643
Position 5944: 0.756145923546329
Position 164: 0.6768183047344898
Position 23353: 0.6488987855064832
Position 19428: 0.5560151056408106
Position 15690: 0.4605804051877467
Position 16230: 0.4301941609620586
Position 14441: 0.33515813348242673
Position 16159: 0.3198184554937041
Position 12347: 0.31396334446225244
Position 21900: 0.3099330092021243
Position 204: 0.2876024464779508
Position 5352: 0.272041440141151
Position 17297: 0.25346500325781085
Position 2141: 0.22085996578960243
Position 16222: 0.21826446685878467
Position 18625: 0.21286656609416746
Position 10995: 0.1753210169384014
Position 13049: 0.17490663614966728
Position 26613: 0.16208703907794808
Position 26228: 0.14064687151410823
Position 12792: 0.13185042796678692
Position 3540: 0.13066226225410096
Position 5387: 0.1201825199833251
Position 19982: 0.08930551132591233
Position 3451: 0.07098770136551477
Position 8654: 0.06894478364322054
Position 27505: 0.06849024372987814
Position 5931: 0.06583980911807277
Position 11122: 0.06478084265257537
Position 13484: 0.0624002372347944
Position 6601: 0.06159626196123352
Position 1620: 0.05283080487505076
Position 6805: 0.05163302493734641
Position 15339: 0.041421793720781336
Position 12640: 0.036230672304921524
Position 14236: 0.03565785400302655
Position 5499: 0.03141040230604976
Position 15314: 0.029971548906943837
Position 4575: 0.023547152208711303
Position 18630: 0.02243471734833681
Position 15535: 0.022214152635673834
Position 5284: 0.02159657531430907
Position 1690: 0.02089312888709686
Position 6088: 0.02083790734135366
Position 3579: 0.02023918518386296
Position 21953: 0.0187003470558398
Position 1677: 0.016963309287532213
Position 27992: 0.01564035906681654
Position 5365: 0.01551912567610787
Position 10776: 0.014284332795121014
Position 10641: 0.014195530688517205
Position 3602: 0.013722278591550672
Position 4025: 0.013277008250108833
Position 5363: 0.012878128239892032
Position 5958: 0.012538487386063403
Position 2988: 0.011911222733909039
Position 1177: 0.011855415481660955
Position 33: 0.011491375798418151
Position 2168: 0.011417987215712171
Position 3347: 0.011162261555708798
Position 2980: 0.010595368981260296
Position 26660: 0.009509235363088396
Position 17763: 0.008949274616199024
Position 18701: 0.008541747531072891
Position 21774: 0.008494511822536568
Position 3643: 0.008232134968615823
Position 28155: 0.007925663297364783
Position 21731: 0.007582851394554817
Position 6626: 0.007465894082765408
Position 1888: 0.006766234958592218
Position 8062: 0.0054294287408202645
Position 10767: 0.0053143245905955755
Position 5939: 0.004813298443978753
Position 15183: 0.004774302471483222
Position 353: 0.004345156102455002
Position 2428: 0.003935433986447618
Position 6355: 0.0038892015366054065
Position 1271: 0.003533147715352563
Position 23197: 0.003437211399182559
Position 6798: 0.0034091310552595597
Position 5564: 0.00334172711799563
Position 6549: 0.003167887734407232
Position 10129: 0.003100378447844794
Position 3493: 0.0030334800430303023
Position 15220: 0.0029654791395258796
Position 9115: 0.002913799217255559
Position 3456: 0.0028241475693116906
Position 5906: 0.002659280022028679
Position 1849: 0.0026429944019180024
Position 16288: 0.002577754092513368
Position 7380: 0.0025621530427117857
Position 5319: 0.0024578842747992233
Position 10725: 0.002254349921716956
Position 15591: 0.0019283789107767436
Position 5138: 0.0018789755983222324
Position 23366: 0.0018715700151170581
Position 15608: 0.0018048701755548663
Position 2977: 0.001582680058477872
Position 12239: 0.001558351937259023
Position 18438: 0.0014949423540021893
Position 15705: 0.0014133582045209056
Position 5639: 0.0013170735347363444
Position 14576: 0.001248434119254886
Position 10608: 0.0012336674645357423
Position 633: 0.001176065366923229
Position 677: 0.0010336326970434803
Position 2266: 0.0010284565760896053
Position 20052: 0.0010194156335127243
Position 4281: 0.0009802912701247168
