Gene = PRPF38A
index = 1074
Annotated 5SS: [  316  1276  4127  6637  8061  9428 10084 10296 10823]
Annotated 3SS: [ 1115  4004  6550  7949  9314 10056 10197 10773 12083]
SMsplice 5SS: [  316  1276  4127  6637  8061  9428 10084 10296 10823]
SMsplice 3SS: [ 1115  4004  6520  7949  9314 10056 10197 10773 12083]
top_k =  1000
Partition function (log Z): 13.302167219177186

Sorted 5' Splice Sites (High to Low Probability):
Position 10296: 0.996165254809883
Position 4127: 0.9777834260186733
Position 9428: 0.9668664567471636
Position 8061: 0.9516074642092982
Position 6637: 0.93441295897094
Position 1276: 0.9164832213875974
Position 10823: 0.8757730663726766
Position 316: 0.8562035744605277
Position 10084: 0.7056588875859993
Position 4660: 0.4860074013224475
Position 7761: 0.27009976372533384
Position 7013: 0.24396451412499068
Position 7009: 0.2234268187826218
Position 750: 0.20312030797222122
Position 14083: 0.10603000052278588
Position 505: 0.06156643229653711
Position 13541: 0.06069929352360166
Position 10697: 0.05988413958039636
Position 381: 0.053475305355046306
Position 7717: 0.04767549784407046
Position 9953: 0.04449649964740865
Position 5408: 0.04319421883246373
Position 12180: 0.04284111279826894
Position 7402: 0.04147922184535914
Position 6995: 0.0412210832435837
Position 10709: 0.0321277075670316
Position 7571: 0.030803110982470495
Position 2311: 0.022045950679472567
Position 9697: 0.021354784427607135
Position 10473: 0.01928160115374308
Position 2184: 0.013617197339213852
Position 1150: 0.011804959204655149
Position 3730: 0.011288148924800352
Position 1843: 0.009228197796503527
Position 8305: 0.008896526214130852
Position 284: 0.00877631721272757
Position 117: 0.007174529528767974
Position 4005: 0.007032145260097678
Position 900: 0.006636592411961929
Position 5403: 0.006316783267369453
Position 932: 0.006074050627560409
Position 11422: 0.005348186401372234
Position 9162: 0.005321071857932199
Position 2732: 0.004788194089504488
Position 5721: 0.0046005913199719875
Position 1920: 0.004587708414207115
Position 2081: 0.004515764962735662
Position 5451: 0.0041128693189116
Position 9085: 0.004079587191128539
Position 1661: 0.003648651050836115
Position 8084: 0.003322605378309968
Position 8421: 0.003144945449913957
Position 5455: 0.0031195806052766242
Position 4834: 0.003088494285792725
Position 14166: 0.002973875107380363
Position 543: 0.002825899900439578
Position 11618: 0.0027932060886320604
Position 423: 0.0026665253419131635
Position 7238: 0.002596505828058142
Position 138: 0.002416311083286326
Position 905: 0.0023477105294490005
Position 4131: 0.0023271428431334857
Position 12275: 0.002059111734165371
Position 9406: 0.002057693415016709
Position 1904: 0.002043547507998741
Position 1976: 0.0018114540239293027
Position 11186: 0.0017182691291289564
Position 6903: 0.0015334178487188327
Position 6827: 0.0014023090859025804
Position 12595: 0.0012712281260388427
Position 10323: 0.0012204490168840675
Position 1918: 0.001212683959122447
Position 6796: 0.0011330479731382487
Position 2144: 0.0011056250627312655
Position 9784: 0.0010829937839391698
Position 46: 0.0009749998699813566
Position 13296: 0.0009110687966893191
Position 9902: 0.0008908910565301256
Position 8087: 0.0008905122597793735
Position 9836: 0.0008616330509459583
Position 410: 0.0008195049363617554
