Gene = PDZK1IP1
index = 1009
Annotated 5SS: [ 190 2737 5054]
Annotated 3SS: [2627 4957 6011]
SMsplice 5SS: [ 190 2737 5054]
SMsplice 3SS: [2627 4957 6011]
top_k =  1000
Partition function (log Z): 1.071352451681971

Sorted 5' Splice Sites (High to Low Probability):
Position 5054: 0.9709776112432039
Position 2737: 0.961019214601969
Position 190: 0.9542224192371196
Position 3087: 0.19257244001631152
Position 1062: 0.19150697654118037
Position 848: 0.16138076241678492
Position 3359: 0.047387025315043685
Position 502: 0.04218322626545906
Position 1513: 0.038317154179769705
Position 6064: 0.03178183450200852
Position 4151: 0.03126115180062438
Position 3070: 0.027404811174298785
Position 3431: 0.024647322384447546
Position 3630: 0.01936579629812015
Position 3466: 0.018593175042489227
Position 787: 0.01834933014556706
Position 3420: 0.017181289815423224
Position 238: 0.01637277550021772
Position 1258: 0.015785670801787017
Position 497: 0.015344461467545551
Position 3369: 0.015114647872143241
Position 4785: 0.012863582578203591
Position 1103: 0.011858100559928045
Position 5027: 0.010900511882387096
Position 5059: 0.010143274616740269
Position 3105: 0.009418183891405502
Position 4170: 0.00822970651292962
Position 4245: 0.007426873427768186
Position 3635: 0.006913837363447071
Position 2985: 0.006791209851178704
Position 739: 0.006782561405520049
Position 491: 0.006027536736243864
Position 3242: 0.005142020223245357
Position 2538: 0.0050522119161977306
Position 6081: 0.0049579231189497966
Position 1391: 0.004603936842226113
Position 2198: 0.004348355393526145
Position 1468: 0.003850571244915982
Position 1453: 0.003746643633620442
Position 1020: 0.003707049690298152
Position 1272: 0.0034240322497421398
Position 2771: 0.003220397979783517
Position 389: 0.0025036332996122715
Position 987: 0.0022100151178921675
Position 3347: 0.002190491457403964
Position 3873: 0.0021204918415830202
Position 2470: 0.002107295072670187
Position 2887: 0.0020058779193061786
Position 773: 0.001901492446265448
Position 4159: 0.0018230776517580043
Position 746: 0.00172832107625126
Position 1851: 0.0017127179077014395
Position 2554: 0.0016136988981472178
Position 5079: 0.001525786710105385
Position 4005: 0.0012020070415461378
Position 5117: 0.0010987573344458043
Position 1066: 0.0008625209867904215
Position 2722: 0.0007674858067394987
Position 3699: 0.0006220552510424688
Position 3109: 0.0006178793753855865
Position 768: 0.0005231278931375402
Position 3174: 0.0005165689280963651
Position 3529: 0.0005013563051703679
Position 950: 0.0004938184467341349
Position 2891: 0.00047962996550436566
