Gene = STPG1
index = 1349
Annotated 5SS: [   52 12407 29824 34073 40024 44052 52875]
Annotated 3SS: [12268 29721 33901 39914 43885 52683 55105]
SMsplice 5SS: [   52  3023 12407 16655 22165 29824 34073 40024 44052]
SMsplice 3SS: [ 2907 12268 16522 22045 29721 33901 39914 43885 55105]
top_k =  1000
Partition function (log Z): -6.670195179988292

Sorted 5' Splice Sites (High to Low Probability):
Position 12407: 0.9972269753342958
Position 40024: 0.9949366649982387
Position 44052: 0.9730934507572196
Position 22165: 0.9266699625689847
Position 29824: 0.8848266248214504
Position 34073: 0.8287969235402497
Position 52: 0.8099826094852841
Position 16655: 0.7938668491491668
Position 3023: 0.6883690884749898
Position 12674: 0.5620990172733361
Position 40941: 0.5243106399643778
Position 52875: 0.3871174897884415
Position 48322: 0.3842141687597849
Position 40511: 0.3064623567594409
Position 26496: 0.18928148975962328
Position 22329: 0.184364837478421
Position 34566: 0.15676240538097558
Position 1421: 0.14634104758098224
Position 55556: 0.1345998628903607
Position 1592: 0.13305681434983288
Position 50507: 0.13261289317905214
Position 21802: 0.1316053792220354
Position 5111: 0.13085907730418964
Position 16026: 0.12630580033150354
Position 49497: 0.11615289068288522
Position 26540: 0.11515182389782394
Position 4475: 0.10955339084953987
Position 29859: 0.1066412514135633
Position 26481: 0.08244055666782917
Position 4033: 0.07808380061792097
Position 55197: 0.07344892690613153
Position 627: 0.06244304424937073
Position 3375: 0.04622682910876614
Position 18764: 0.04574307264667052
Position 33604: 0.040592666613294255
Position 160: 0.040356294886059275
Position 38067: 0.03820005129757958
Position 19454: 0.03487405009836145
Position 27546: 0.03372109264742326
Position 21350: 0.03334353300497565
Position 54043: 0.030802841003778617
Position 32348: 0.02837379193365561
Position 31535: 0.0278478480537146
Position 1164: 0.02741300975493265
Position 505: 0.025810115862728304
Position 56016: 0.022163685494352863
Position 1987: 0.02180340094214215
Position 32726: 0.02148415921997283
Position 26815: 0.02134105308068847
Position 20018: 0.020280191475966616
Position 52755: 0.018724957387194402
Position 49670: 0.01871670846332297
Position 189: 0.018524694126550473
Position 54153: 0.017158038155248325
Position 3900: 0.016793541615655678
Position 31086: 0.015836044276488104
Position 13376: 0.015173657561482047
Position 7052: 0.014510210826098074
Position 26274: 0.013894417964296378
Position 4847: 0.01311051551635968
Position 27385: 0.012956476717362799
Position 353: 0.012162714518384146
Position 26527: 0.011933295741035198
Position 17896: 0.011497886712001042
Position 53402: 0.011209077478169774
Position 1475: 0.010957680514075047
Position 47186: 0.010747497201108156
Position 2085: 0.010180346798864153
Position 14989: 0.009858329168503885
Position 26183: 0.008681559478908137
Position 3242: 0.008505391745609348
Position 52029: 0.008399204003723064
Position 52036: 0.008326885677354555
Position 2034: 0.0077618640946752766
Position 43328: 0.007735303687310234
Position 12656: 0.007145602898781977
Position 12855: 0.006901478249303664
Position 6557: 0.006785888873968265
Position 11400: 0.006325752432580987
Position 934: 0.006087745025418675
Position 47099: 0.005987223154238618
Position 3074: 0.005960442290989583
Position 16399: 0.005839798424843633
Position 30481: 0.005778798181904753
Position 16794: 0.004723047455281241
Position 89: 0.0043336757389184554
Position 5145: 0.004199344826068366
Position 9444: 0.003811268086071638
Position 48268: 0.003553732192317105
Position 47852: 0.003528347866801906
Position 49345: 0.003492691057624245
Position 40538: 0.003480629011737164
Position 273: 0.003364389683856605
Position 387: 0.003307498029875424
Position 717: 0.003082143368833578
