Gene = SBDS
index = 1227
Annotated 5SS: [ 312 1390 2385 4465]
Annotated 3SS: [1259 2183 4299 7101]
SMsplice 5SS: [ 312 2385 4465]
SMsplice 3SS: [2183 4299 4587]
top_k =  1000
Partition function (log Z): -2.707376450136602

Sorted 5' Splice Sites (High to Low Probability):
Position 312: 0.9607799640793343
Position 2385: 0.906068951530637
Position 4465: 0.8835854920778757
Position 1390: 0.4861268838454457
Position 141: 0.1968340563704655
Position 814: 0.1711100887783429
Position 44: 0.060791825177691605
Position 75: 0.04722973076255787
Position 3447: 0.04146755023460529
Position 4426: 0.040882062001793194
Position 4889: 0.03773684355210957
Position 7102: 0.03720380648390874
Position 5851: 0.03697569600657567
Position 1382: 0.02654726194806001
Position 289: 0.024623476250453514
Position 1107: 0.023473172785302674
Position 4: 0.021341893573758052
Position 1394: 0.01516795124985221
Position 3395: 0.009824933595348606
Position 1853: 0.008059489352072033
Position 2117: 0.007840994159587998
Position 6516: 0.007790622780705245
Position 1349: 0.007623114084915866
Position 803: 0.00727725038300031
Position 4455: 0.007270757845138566
Position 2987: 0.00676394682963929
Position 1319: 0.005749461558165698
Position 6386: 0.005631856981474643
Position 1921: 0.005263517672583732
Position 4436: 0.004763553003320529
Position 235: 0.004682809496911708
Position 4071: 0.004417998423408899
Position 3549: 0.004276991847690927
Position 691: 0.0036192565879460585
Position 3725: 0.003593994937242824
Position 3247: 0.0028733572726051815
Position 948: 0.002535736980926338
Position 6990: 0.002421885686166213
Position 5979: 0.00242043858675364
Position 3251: 0.001896447606041359
Position 5506: 0.001838699769758615
Position 4847: 0.0017899129595863193
Position 939: 0.0017846538870714378
Position 7585: 0.0016916749829306026
Position 504: 0.0016734683388374319
Position 7172: 0.001623274845632613
Position 6382: 0.00153664916564654
Position 7076: 0.0014953388111169897
Position 2933: 0.0014152940431776272
Position 3382: 0.0009326941901037492
Position 116: 0.000922873416768622
Position 96: 0.0008143896380705468
Position 3679: 0.0007585996691609056
Position 4662: 0.0007563064998709462
Position 7570: 0.0007358910191605202
Position 2355: 0.0006806312031507037
Position 2943: 0.0006740867583810047
Position 1990: 0.0005818715404127906
Position 3005: 0.0005079810917001865
Position 67: 0.0005011366071220504
Position 6356: 0.000499680737351537
Position 3484: 0.00043705594077366724
Position 1140: 0.000383239050812461
Position 316: 0.0003510369521472968
Position 443: 0.00034687118758113114
Position 3831: 0.00030413808408234446
Position 2682: 0.0002966397904080518
Position 3592: 0.00026827940680281367
Position 1025: 0.0002615680594428677
Position 648: 0.00025689440668716135
Position 2812: 0.0002205425938126686
Position 7183: 0.00019786676648187113
Position 1837: 0.00014939711345326453
Position 508: 0.00014514235800710656
Position 70: 0.00013343820182771117
Position 151: 0.0001308847672630562
Position 3722: 0.0001206085462825162
Position 3657: 0.00011910121788895374
Position 1199: 0.00010562271124302323
Position 2937: 8.452066811931672e-05
Position 2672: 5.774574954894366e-05
Position 828: 4.235571887890913e-05
Position 48: 2.3378474122942874e-05
Position 1222: 1.705227826475919e-05
Position 526: 1.5951213430201603e-05
Position 966: 1.4462746300023234e-05
Position 1099: 1.3756810106732532e-05
Position 488: 1.2047625191534906e-05
Position 644: 1.1537371030891767e-05
Position 24: 9.12789860501042e-06
Position 4893: 6.809025121444089e-06
Position 577: 6.226690300338573e-06
Position 522: 6.176164058193508e-06
Position 310: 4.70577667801328e-06
Position 385: 4.616708716915061e-06
Position 641: 4.2310693183939075e-06
Position 79: 4.159706327143598e-06
Position 1657: 3.791740383410175e-06
Position 390: 3.6611275697207775e-06
Position 167: 3.546834057554742e-06
Position 462: 3.3954111113422414e-06
Position 519: 2.900182308840663e-06
Position 2866: 2.371447800862232e-06
Position 99: 2.1829008285049455e-06
Position 2371: 2.1591922501917654e-06
Position 2768: 2.091547564948675e-06
Position 695: 2.0258153649822368e-06
Position 2839: 1.7803843600425066e-06
Position 5859: 1.7011472819019266e-06
Position 226: 1.330487737163165e-06
Position 586: 9.369077010077466e-07
Position 292: 6.420873929227407e-07
Position 533: 5.551900374660203e-07
Position 543: 5.016431404403195e-07
Position 409: 2.936361662032647e-07
Position 657: 1.622845117041494e-07
