Gene = PAIP1
index = 996
Annotated 5SS: [  498  1250  9352 14076 18156 20261 21546 22227 23342 27294]
Annotated 3SS: [ 1079  9165 13962 18043 20134 21438 22108 23286 27199 29609]
SMsplice 5SS: [  261   498  1250  9352 14076 20261 21546 22227 24816 27294 29687]
SMsplice 3SS: [  397  1079  9165 13962 20134 21438 22108 24552 27199 29609 30442]
top_k =  1000
Partition function (log Z): 12.761060930353395

Sorted 5' Splice Sites (High to Low Probability):
Position 27294: 0.9978548249418605
Position 9352: 0.99556180860301
Position 14076: 0.9851645157564276
Position 1250: 0.9025115841729527
Position 22227: 0.8914965065060095
Position 261: 0.805363507247711
Position 20261: 0.796266706822572
Position 24816: 0.7714956178693951
Position 498: 0.6880883640029816
Position 29687: 0.6814117315518977
Position 26559: 0.4947769685310328
Position 21546: 0.4721141447913734
Position 28944: 0.36920624214010134
Position 28028: 0.34695801177467034
Position 18156: 0.27983051704128914
Position 23342: 0.24869627934638194
Position 12575: 0.23058038804403636
Position 21542: 0.2283200344190368
Position 21637: 0.224709638980451
Position 26119: 0.21486752330313721
Position 26745: 0.2143328564042441
Position 3852: 0.2101391210727453
Position 28595: 0.2094358638986579
Position 28800: 0.1848753441879121
Position 2671: 0.1774455593190332
Position 29743: 0.11932895774369297
Position 3101: 0.10979641883287508
Position 2666: 0.1037797593130783
Position 8844: 0.10189657915564343
Position 17011: 0.0974320303196091
Position 21851: 0.09192523814886652
Position 877: 0.08927278510506106
Position 13733: 0.07436251428508764
Position 640: 0.07427637609140982
Position 1166: 0.05579974076936617
Position 26109: 0.05155738632647364
Position 23476: 0.0462059278708937
Position 26810: 0.04252837983188268
Position 1442: 0.04123852486405725
Position 6384: 0.03544946007562094
Position 3078: 0.03497506994223335
Position 25039: 0.03144075383736945
Position 1452: 0.02978383916244095
Position 5646: 0.02745657860212438
Position 243: 0.025197948363209342
Position 27071: 0.018108752269137794
Position 29281: 0.016999397973998912
Position 20180: 0.01678644452500413
Position 29474: 0.015681919832208114
Position 29700: 0.015520189243726884
Position 21563: 0.014512446368896651
Position 5135: 0.014374883559089405
Position 4098: 0.01330090550345173
Position 4763: 0.013108249253124888
Position 28573: 0.011365131559588858
Position 6380: 0.011000542124409738
Position 23864: 0.010511628749984271
Position 30091: 0.0094674545119861
Position 23382: 0.009309443103458508
Position 6346: 0.008589624056894427
Position 28697: 0.008127910854350662
Position 23761: 0.008082492262855985
Position 29485: 0.007882467981240367
Position 11448: 0.007832768422460886
Position 21558: 0.007120532768316159
Position 29219: 0.006947815798306425
Position 29825: 0.006873412599812447
Position 28907: 0.006690450846839583
Position 2748: 0.006612142293560346
Position 267: 0.006375817287831855
Position 27019: 0.005815764821988998
Position 29276: 0.0057916406594154665
Position 1230: 0.005694279919765806
Position 25841: 0.0050070424174397995
Position 6588: 0.004768827179192948
Position 1582: 0.0046410188159299575
Position 1323: 0.004545339540366697
Position 20365: 0.004211129633396363
Position 130: 0.004181846196220798
Position 16941: 0.004062135624473011
Position 23890: 0.003919332057554236
Position 717: 0.0036706871697140876
Position 29508: 0.003448793152900186
Position 1977: 0.0032525811965829292
Position 29748: 0.0029394155155015194
Position 2260: 0.002525233087672235
Position 29705: 0.00240216498332754
Position 27287: 0.0020880842935802166
Position 22468: 0.0020560163928704705
Position 2108: 0.0019494587692627538
Position 23771: 0.0019327433241016954
Position 24635: 0.001906665018325193
Position 29345: 0.0018447192045589022
Position 24968: 0.0018411912602383212
Position 23470: 0.001475380160061455
Position 235: 0.0014422400954798523
Position 671: 0.0013087332107206218
Position 16950: 0.0011912797714860204
Position 23532: 0.0011385689746357401
Position 28728: 0.0010785113303382718
Position 22153: 0.0008904148202469627
Position 28222: 0.000760619775662156
Position 22804: 0.000759143603094018
Position 452: 0.0007446777451855306
Position 2413: 0.0006699417774870236
Position 1014: 0.0005857315841796247
Position 2800: 0.0005324170071435343
Position 22372: 0.0004991022988309672
Position 28702: 0.000498638697958624
Position 25845: 0.00037470196251316527
Position 800: 0.00037043024633543387
Position 662: 0.0003684331796384086
Position 30664: 0.00033028211925536274
Position 2390: 0.00031915326286106513
Position 24168: 0.0002900195850250142
Position 445: 0.000272389762472862
Position 23652: 0.0002334670287555832
Position 1006: 0.0001857638719067987
Position 2379: 0.00016675459778200383
Position 1254: 0.00016080946702872723
Position 30282: 0.00015543247093987276
Position 27600: 0.0001511114290212049
Position 2859: 0.00014712722899898144
Position 601: 0.00012644405291686688
Position 690: 0.00012597128257570576
Position 4294: 0.00011133637258887663
Position 22986: 0.00010509894700661867
Position 752: 9.810685845298185e-05
Position 1280: 8.742233748506362e-05
Position 1724: 8.729390001655665e-05
Position 14: 7.562025661487019e-05
Position 1570: 6.742754655024394e-05
