Gene = IQCC
index = 713
Annotated 5SS: [  63  637 1101 1460]
Annotated 3SS: [ 492  847 1340 1578]
SMsplice 5SS: [  63  637 1101 1460]
SMsplice 3SS: [ 492  847 1340 1578]
top_k =  1000
Partition function (log Z): -1.7208472140915907

Sorted 5' Splice Sites (High to Low Probability):
Position 63: 0.9291498452844114
Position 1101: 0.9270864626088904
Position 1460: 0.8197801854454521
Position 637: 0.7258692190759548
Position 1452: 0.154930716120767
Position 48: 0.020742086055550505
Position 559: 0.019725394631255385
Position 568: 0.014612714172206758
Position 546: 0.008882320045791146
Position 389: 0.006783291295145954
Position 39: 0.002916378851752611
Position 927: 0.0016630891185275033
Position 1670: 0.00151064875046642
Position 965: 0.0009799744367058084
Position 887: 0.0009469726470233939
Position 514: 0.0007195792788781502
Position 1503: 0.00023813403995428997
Position 82: 0.00023552676299883505
Position 2174: 0.00020097799646335004
Position 2000: 0.00015351977525727672
Position 976: 0.00015207121578980032
Position 1509: 0.00014496482269001236
Position 152: 0.00012125296357945609
Position 455: 0.00010713447579290439
Position 1558: 8.253397473411705e-05
Position 1771: 8.179082807845685e-05
Position 1238: 8.176066366439578e-05
Position 1496: 7.1103496762922e-05
Position 789: 6.46390962194467e-05
Position 594: 5.907524662234261e-05
Position 50: 5.727934167876233e-05
Position 384: 4.9808754520833957e-05
Position 499: 4.9612829187751954e-05
Position 681: 3.173686947938024e-05
Position 1551: 2.3047797584075938e-05
Position 2707: 1.5864651918967166e-05
Position 116: 1.2697730901991578e-05
Position 2448: 1.00279958513461e-05
Position 700: 8.828135652633982e-06
Position 1143: 8.727224944226057e-06
Position 729: 7.388268521947047e-06
Position 934: 6.4447659104534505e-06
Position 1799: 6.304645044989914e-06
Position 809: 5.670650066943429e-06
Position 428: 3.1109027710850024e-06
Position 774: 2.1814072958188004e-06
Position 1167: 2.0270813821971233e-06
Position 320: 1.6025339938146016e-06
Position 157: 1.1544767442445198e-06
Position 121: 1.0475576538458678e-06
Position 11: 7.477136052878233e-07
Position 247: 6.107612991427433e-07
Position 195: 5.244610911859676e-07
Position 1260: 3.46969576843075e-07
Position 525: 1.0424638492102177e-07
Position 330: 8.471092570492382e-08
