Gene = SREK1IP1
index = 1330
Annotated 5SS: [  181 14371 27629 40579]
Annotated 3SS: [14322 27484 40505 44111]
SMsplice 5SS: [  181  3641 14371 14856 17159 27629 40579 44704]
SMsplice 3SS: [ 3563 14322 14701 16971 27484 40505 44586 44833]
top_k =  1000
Partition function (log Z): 3.332862264202764

Sorted 5' Splice Sites (High to Low Probability):
Position 27629: 0.9999999972585908
Position 40579: 0.9999667727930639
Position 14371: 0.9741503687826891
Position 44704: 0.9654090179248029
Position 17159: 0.9303070897544007
Position 181: 0.912977269541282
Position 3641: 0.6369717613156732
Position 14856: 0.5838498116554738
Position 45483: 0.555969467509105
Position 45670: 0.5115133323546278
Position 20682: 0.40662783131512
Position 17881: 0.3846818855989476
Position 22391: 0.38415971371727065
Position 3711: 0.34880479814345194
Position 2183: 0.3437560945184071
Position 9323: 0.33283695526907886
Position 13076: 0.311980371055822
Position 44891: 0.2567186244435893
Position 9319: 0.24795321605972567
Position 553: 0.23216420129392742
Position 44201: 0.2110409525127003
Position 30851: 0.20483440092519506
Position 14844: 0.20244102722348922
Position 45717: 0.20240922569769243
Position 22038: 0.18077653847546485
Position 1286: 0.17170118315775582
Position 2015: 0.1698348679500795
Position 1950: 0.13581006645714547
Position 1295: 0.13487627508803618
Position 48698: 0.11950350243204655
Position 24796: 0.1174953226688502
Position 28652: 0.1117589947659881
Position 14615: 0.10091726105745821
Position 2224: 0.09567015090422396
Position 1262: 0.08327727228571626
Position 37875: 0.08242449077530044
Position 9783: 0.07179889510493949
Position 15936: 0.06545656749353324
Position 28815: 0.06320602073912672
Position 13422: 0.06258742081917493
Position 28931: 0.060106456707071675
Position 1731: 0.05921740711730918
Position 4972: 0.053629262466419116
Position 45022: 0.05343699335554764
Position 8732: 0.049446775228937756
Position 1407: 0.04752531751072169
Position 7902: 0.047334248356571074
Position 16326: 0.047190786521390686
Position 9336: 0.041577897274293917
Position 28155: 0.03945731572104582
Position 2057: 0.03616198177202979
Position 31358: 0.034130758063639695
Position 23034: 0.0339349562498978
Position 7988: 0.031106005999188165
Position 41027: 0.031016577913272367
Position 13044: 0.0300731875340602
Position 3439: 0.025746319442612367
Position 7968: 0.025209729665606397
Position 17568: 0.023929292659371625
Position 237: 0.023263913832222274
Position 7527: 0.022840210968548
Position 14063: 0.022358030122559696
Position 14612: 0.0207920469375589
Position 2302: 0.020197628558671066
Position 7961: 0.0194754587869293
Position 34051: 0.019309708622103502
Position 17511: 0.018962239696058834
Position 31620: 0.018954934167828896
Position 7403: 0.01855590263944765
Position 7865: 0.018337807107347687
Position 1210: 0.018047192847298988
Position 17715: 0.017513665080649804
Position 17945: 0.015182847257032802
Position 17090: 0.014604883943603925
Position 3654: 0.01388679843268884
Position 306: 0.013297437626248935
Position 17267: 0.01328289136295304
Position 41951: 0.01297363648973393
Position 242: 0.012643364522522375
Position 2445: 0.012602780646504167
Position 1913: 0.01196705685102374
Position 14108: 0.011319679873347126
Position 11827: 0.010585300950690645
Position 3312: 0.010360974498905568
Position 7303: 0.010271040872759145
Position 36428: 0.009213427478042005
Position 44711: 0.008599877392813718
Position 18747: 0.00849234512359218
Position 2306: 0.008385973411270495
Position 17975: 0.0069411195131162985
Position 17958: 0.006757090330745501
Position 11088: 0.0066931143031295015
Position 16286: 0.006662144453658755
Position 22006: 0.006562248494204966
Position 7090: 0.0065183259258669215
Position 45243: 0.0065164406800878785
Position 1636: 0.006459881093868941
Position 45997: 0.006266189246417232
Position 30781: 0.006107428326153931
Position 48799: 0.005541687702471983
Position 42566: 0.005372513419468978
Position 3135: 0.004991766171341051
Position 11399: 0.00483621235549595
Position 505: 0.004606569070901101
Position 11908: 0.00423380078169438
Position 14905: 0.004049032141358025
Position 18074: 0.0038427227922009123
Position 1457: 0.0028432859288247845
Position 14567: 0.002807454500971289
Position 15839: 0.0027520134192451514
Position 12027: 0.0026910160574070813
Position 41364: 0.002560514737521717
Position 16302: 0.0025017180593977545
Position 10968: 0.002385222282071969
Position 19856: 0.0023773608481024505
Position 3435: 0.002158705846024894
Position 11859: 0.0021578186605246967
Position 247: 0.0018686182897270482
Position 8924: 0.0018191796392067131
Position 13443: 0.0017841724913860632
Position 18049: 0.0017788216005242886
Position 18023: 0.0016810076219532192
Position 1974: 0.001665884105743564
Position 2560: 0.0016528047686766583
Position 7159: 0.0016163645298110292
Position 1224: 0.0015497803558253047
Position 1616: 0.0014338156759081768
Position 599: 0.0013169563862804451
Position 778: 0.0012476791879131948
Position 847: 0.001188224183107124
Position 969: 0.0011095493501370275
Position 2143: 0.0010570240681010096
Position 631: 0.0010135389794844426
