Gene = RBM8A
index = 1124
Annotated 5SS: [ 177  519  728 1055 1496]
Annotated 3SS: [ 458  649  917 1358 1608]
SMsplice 5SS: [ 177  519  728 1055 1496]
SMsplice 3SS: [ 458  649  917 1358 1608]
top_k =  1000
Partition function (log Z): 9.723740310520927

Sorted 5' Splice Sites (High to Low Probability):
Position 1055: 0.991001115630672
Position 1496: 0.9770566836189337
Position 519: 0.9616602060745875
Position 177: 0.8780867340044556
Position 728: 0.4950083607292343
Position 752: 0.4675760340855254
Position 1658: 0.34359357866314677
Position 1674: 0.2542764114616669
Position 215: 0.0803483244229816
Position 3592: 0.06504648199912148
Position 383: 0.02155489410130018
Position 747: 0.020978153445195623
Position 2170: 0.01780025839065696
Position 2134: 0.01579590828077153
Position 3718: 0.01572795318199967
Position 4028: 0.012124652723834579
Position 3845: 0.011766410600106775
Position 2628: 0.011431518261948069
Position 1763: 0.010576045977365774
Position 767: 0.007402730740761194
Position 1771: 0.006499365412235989
Position 365: 0.0062285224839990294
Position 371: 0.004925762289393765
Position 199: 0.004088476360601686
Position 263: 0.003966971898974263
Position 732: 0.003656023823677418
Position 1260: 0.003539839216602624
Position 1525: 0.0030228376540911645
Position 2600: 0.0026702523358082117
Position 3095: 0.002620173326983684
Position 5006: 0.0024691307353199386
Position 1102: 0.0023966510057347986
Position 367: 0.0019763663980210708
Position 3272: 0.0018050690203459865
Position 63: 0.001800768014974996
Position 3039: 0.0017083020240983356
Position 2596: 0.0014386290747277783
Position 2194: 0.0012341059840210932
Position 2568: 0.0010630117487551531
Position 1242: 0.001024693639056535
Position 539: 0.0008285550048429075
Position 388: 0.000810848872318211
Position 1216: 0.00048769793442565273
Position 1728: 0.0004453098359142013
Position 1227: 0.000383002198338844
Position 760: 0.0003728694563768989
Position 552: 0.0003690965978166531
Position 4581: 0.00025495151454910635
Position 5505: 0.00021139178276239373
Position 1782: 0.00018473143674453373
Position 2472: 0.00016428395547408227
Position 5772: 0.00015401564647216022
Position 1474: 0.0001428426725876437
Position 770: 0.00013366479455731274
Position 1460: 0.0001241845894182297
Position 1774: 0.0001181737092075174
Position 3051: 0.00010973290448763973
Position 773: 0.00010210901237585468
Position 1869: 9.781426442023951e-05
Position 2239: 7.883990854165208e-05
Position 1467: 7.049613406173697e-05
Position 1611: 5.879253047318979e-05
Position 2608: 5.578174083190908e-05
Position 792: 5.2918409358945806e-05
Position 2040: 4.804707494872707e-05
Position 260: 4.423216298358219e-05
Position 1452: 4.1842895677030235e-05
