Gene = GFM2
index = 587
Annotated 5SS: [  434  3692  6470  8003  8523 16004 16793 19680 21267 21694 25843 27383
 28870 29054 30576 34350 37112 41431 41732 44993]
Annotated 3SS: [ 3604  6384  7944  8424 15877 16703 19590 21205 21513 25761 27233 28728
 28953 30385 34272 36972 41244 41615 44809 45587]
SMsplice 5SS: [  434  3692  6470  8523 16004 16793 19680 20009 21267 25843 28870 29054
 34143 34350 36770 37112 37362 41431 41732 44993]
SMsplice 3SS: [ 3604  6384  8424 15877 16703 19590 19789 21205 25761 28728 28953 33998
 34272 36595 36972 37258 41244 41615 44809 45642]
top_k =  1000
Partition function (log Z): 20.783759381656786

Sorted 5' Splice Sites (High to Low Probability):
Position 28870: 0.9942282020132978
Position 19680: 0.9810223679554254
Position 8523: 0.9564789910047885
Position 37362: 0.9403052698553046
Position 37112: 0.9392422899902706
Position 25843: 0.9271032620560368
Position 29054: 0.92681954859683
Position 41431: 0.9183307804703156
Position 16793: 0.8792850136020252
Position 3692: 0.8775691484569333
Position 6470: 0.8698299462635858
Position 41732: 0.8436506690835325
Position 36770: 0.8342789206301161
Position 44993: 0.7502812197876185
Position 21267: 0.7231314451754483
Position 34350: 0.7156378495474714
Position 434: 0.6911951574768778
Position 16004: 0.577350135520737
Position 34143: 0.5753997190189839
Position 30576: 0.4872490320206484
Position 20009: 0.4238937105226547
Position 11378: 0.3665542540836763
Position 21087: 0.268401271761191
Position 28548: 0.24202579170653013
Position 6164: 0.21836039450411185
Position 34354: 0.21686231104543183
Position 13196: 0.2092888636505727
Position 33312: 0.20757561971260044
Position 42043: 0.20291357436342528
Position 233: 0.18206048534551045
Position 25650: 0.18173762354591982
Position 27383: 0.16909284881439687
Position 42495: 0.16835826184576821
Position 8003: 0.1372782823045919
Position 41765: 0.13623461760922342
Position 19986: 0.12979406607658237
Position 16321: 0.12105028777653104
Position 4574: 0.12089225804600139
Position 39033: 0.11762190765320321
Position 26436: 0.11727644514834705
Position 26297: 0.11602144506002214
Position 20107: 0.11202526878244574
Position 2086: 0.10976491364766816
Position 760: 0.10536303698897061
Position 16009: 0.10386969557639116
Position 38105: 0.10092348256508783
Position 33951: 0.09917103890407282
Position 12474: 0.09458720135926675
Position 2013: 0.0944774333286882
Position 17879: 0.09282608749555744
Position 6975: 0.0866896613352908
Position 255: 0.08064181731986123
Position 25655: 0.07618359122737373
Position 872: 0.07459688871226308
Position 6699: 0.07341689096534208
Position 30671: 0.07045864164756518
Position 25959: 0.06990942051987754
Position 21694: 0.06619911936493601
Position 273: 0.06569264331374552
Position 39110: 0.06296080812322237
Position 16887: 0.057028032019453244
Position 37658: 0.056104658321678415
Position 24976: 0.054289211328051215
Position 398: 0.05164760686410173
Position 25459: 0.04938247234265364
Position 6736: 0.04870497443876439
Position 26914: 0.04842695205100451
Position 9511: 0.04635538163271809
Position 23254: 0.046035399332726844
Position 44997: 0.04265960506951295
Position 33272: 0.03945681012114165
Position 9047: 0.0366773690236934
Position 8057: 0.03636441107426721
Position 2337: 0.03518134132648238
Position 29108: 0.0348642416455423
Position 5931: 0.03321545408552003
Position 23576: 0.03269314893769803
Position 45769: 0.03259191958076285
Position 41450: 0.03204218888153689
Position 43074: 0.03197850080066795
Position 36886: 0.027921172408986387
Position 6970: 0.027601106506999866
Position 26859: 0.026539426361299454
Position 28448: 0.026238500079012624
Position 3175: 0.024928510559647944
Position 579: 0.02446995630109345
Position 17315: 0.023154567731996836
Position 29804: 0.023098292934210254
Position 17323: 0.022884335417475324
Position 18805: 0.021929162399756428
Position 27011: 0.021886556417763284
Position 4793: 0.021599914298957076
Position 39003: 0.020083146871643334
Position 1997: 0.019458890760216986
Position 36197: 0.018802646908128863
Position 8086: 0.01836242867830887
Position 7032: 0.018133802540792204
Position 43349: 0.017249687112894003
Position 37711: 0.01708326819177894
Position 40776: 0.016558237524734672
Position 29022: 0.016496095049835305
Position 17499: 0.015487336322853339
Position 34802: 0.014358151106291949
Position 7672: 0.014268551480095188
Position 10062: 0.01419058441596254
Position 3180: 0.013579227460547807
Position 27593: 0.012998790260413437
Position 21471: 0.012940749775130761
Position 40329: 0.012842154926814687
Position 19265: 0.012621294833921761
Position 19891: 0.012578042823051023
Position 23345: 0.011910873282604517
Position 35040: 0.011760903108466815
Position 20153: 0.011309471362042047
Position 42071: 0.01112191580197765
Position 7455: 0.011113389589184914
