Gene = DNLZ
index = 459
Annotated 5SS: [303 801]
Annotated 3SS: [ 660 1608]
SMsplice 5SS: [303]
SMsplice 3SS: [1608]
top_k =  1000
Partition function (log Z): -7.012045019065367

Sorted 5' Splice Sites (High to Low Probability):
Position 303: 0.8650688366021253
Position 801: 0.722708233919018
Position 1443: 0.06483446467714278
Position 1280: 0.058543435501041526
Position 1300: 0.05128771198174379
Position 524: 0.0188254404553516
Position 1646: 0.01137108906306887
Position 568: 0.008641472914855092
Position 517: 0.00848132179769616
Position 1731: 0.00792605868836557
Position 1509: 0.005869957148537346
Position 1249: 0.0057400271815174105
Position 1170: 0.004749133792153452
Position 107: 0.0046365675280727586
Position 1310: 0.004536182096482402
Position 177: 0.004002408798817204
Position 1002: 0.003209655982730982
Position 984: 0.0014459803582779162
Position 810: 0.001405406663678194
Position 1208: 0.0013132457788680356
Position 1225: 0.0013042924484735299
Position 339: 0.0012560620528230372
Position 995: 0.0011359865146908957
Position 844: 0.0006623589960048235
Position 1264: 0.0005940830864995655
Position 573: 0.0003461722592751994
Position 661: 0.00027569110326499795
Position 1156: 0.00018404736218566748
Position 474: 0.00013591306610804876
Position 1470: 0.0001355514555443796
Position 401: 0.00011811161362195503
Position 885: 0.00011320589359104201
Position 115: 0.00011247412553228554
Position 152: 0.00011228593733900688
Position 1307: 0.00010095479471108578
Position 1211: 9.576175644525356e-05
Position 120: 7.596080755302792e-05
Position 1497: 6.711868151404243e-05
Position 1478: 3.8007527916079447e-05
Position 528: 2.9937835533141225e-05
Position 777: 2.9255658619909936e-05
Position 398: 2.8075761498367037e-05
Position 938: 2.6668540672581626e-05
Position 718: 2.396890975161154e-05
Position 879: 2.3596775451222673e-05
Position 724: 1.2956281721078999e-05
Position 406: 1.1818710619786467e-05
Position 675: 5.784883912534086e-06
Position 1130: 5.084614419685924e-06
Position 1798: 3.832747882307033e-06
Position 419: 3.271412172313156e-06
Position 264: 7.669841402308226e-07
Position 601: 2.217712124261315e-07
Position 169: 1.984637145862878e-07
Position 288: 5.673609725571956e-08
Position 482: 4.490030872572143e-08
Position 978: 1.4503453665796644e-08
Position 715: 2.488452810531872e-09
Position 1655: 1.5909914172256733e-09
Position 1653: 1.4513071568444604e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1608: 0.8918037740136592
Position 656: 0.2592658024122303
Position 660: 0.20430182155234652
Position 1097: 0.10694637714915162
Position 633: 0.09198638189638678
Position 1382: 0.07280062764401461
Position 674: 0.051494928641976224
Position 1144: 0.032790740319044484
Position 1718: 0.024883131645455945
Position 744: 0.022587562477116133
Position 1347: 0.015595835181481292
Position 1081: 0.014380466136583721
Position 1030: 0.011753184689132863
Position 1202: 0.010065329645814166
Position 696: 0.006023172270051892
Position 642: 0.005818514102755404
Position 1166: 0.005457143788484054
Position 1874: 0.004231069254949406
Position 1518: 0.0036932810451501923
Position 1817: 0.0030731978567229245
Position 712: 0.0023730081904746575
Position 1361: 0.002337379132477115
Position 592: 0.00216637274790066
Position 877: 0.001971712489087294
Position 1248: 0.0017166608869660924
Position 566: 0.0014136436386804011
Position 892: 0.0013844949792687152
Position 1820: 0.001072623754662597
Position 684: 0.0008962758730263254
Position 1494: 0.0008594704066753243
Position 1169: 0.000766706582892418
Position 1148: 0.0006280439942751577
Position 1259: 0.0005561073927343768
Position 1697: 0.00047245903690637915
Position 1752: 0.0004200233690813792
Position 370: 0.00036091938818288435
Position 1582: 0.0003381086158499405
Position 613: 0.00027130001106112655
Position 1429: 0.00025983978607224234
Position 564: 0.00020473657649672415
Position 884: 0.00019893347047421808
Position 1197: 0.00018661962065784598
Position 912: 0.00017009754347145018
Position 1823: 0.00016102148411295864
Position 961: 0.0001500218727631681
Position 1762: 0.00014839003406401507
Position 1690: 0.00012684394355168396
Position 1456: 0.0001191395535427919
Position 510: 9.129465237475327e-05
Position 1561: 7.909454925407439e-05
Position 818: 6.972116529382722e-05
Position 223: 6.662475184127331e-05
Position 572: 5.75822166793223e-05
Position 1727: 5.0937380206589686e-05
Position 1431: 4.504840591584083e-05
Position 1437: 3.856769592876036e-05
Position 1768: 3.521929859071171e-05
Position 1199: 3.0671801375487885e-05
Position 1395: 3.014423290771444e-05
Position 930: 2.888282711435968e-05
Position 1299: 2.7744726185500066e-05
Position 1389: 2.552369016839916e-05
Position 412: 2.4111497949330796e-05
Position 1556: 1.9083670219930305e-05
Position 1326: 1.8542274730498228e-05
Position 392: 1.668391152374436e-05
Position 1645: 1.629038945889774e-05
Position 1497: 1.6085177976533755e-05
Position 1619: 1.4844340515517634e-05
Position 174: 1.4405922342559046e-05
Position 233: 1.4180524596522992e-05
Position 1546: 1.3078337475681856e-05
Position 1635: 1.2636189941638319e-05
Position 798: 1.067123886501169e-05
Position 516: 1.0119055495767206e-05
Position 302: 9.1837506968481e-06
Position 269: 8.882639888422008e-06
Position 284: 8.224522452237764e-06
Position 406: 7.3884679818692695e-06
Position 1637: 6.97784985059115e-06
Position 447: 6.8805340162434036e-06
Position 966: 6.840420897830523e-06
Position 1279: 6.536091139529146e-06
Position 1291: 6.487025355803344e-06
Position 451: 5.881635923302983e-06
Position 1741: 5.865639904975095e-06
Position 998: 5.733289102279312e-06
Position 1470: 4.910795692953439e-06
Position 1584: 4.048699087275158e-06
Position 594: 3.30551392689214e-06
Position 334: 1.6648824634940046e-06
Position 230: 1.0954803261944389e-06
Position 176: 9.481093969432768e-07
Position 508: 7.031029229458544e-07
Position 832: 5.553837610896495e-07
Position 416: 5.442532916048227e-07
Position 306: 3.592809135515721e-07
Position 367: 3.39653941852989e-07
Position 938: 3.350296208679141e-07
Position 456: 2.7352662790700106e-07
Position 582: 2.3447576087487496e-07
Position 479: 1.6855821058773275e-07
Position 468: 1.674888276629471e-07
Position 1220: 1.1303089864142849e-07
Position 829: 1.0459057797609323e-07
Position 970: 9.833859130465199e-08
Position 984: 7.757968241996587e-08
Position 533: 6.800046498983449e-08
Position 844: 3.69736969256428e-08
Position 187: 3.266561181055109e-08
Position 471: 1.7777231429465886e-08
Position 1621: 1.6204289554174423e-08
Position 1270: 1.2836768289699787e-08
Position 995: 1.1865831081399215e-08
Position 419: 1.0747787402847953e-08
Position 424: 8.698311429581469e-09
