Gene = INSL6
index = 704
Annotated 5SS: [355]
Annotated 3SS: [21402]
SMsplice 5SS: [170 355]
SMsplice 3SS: [  266 21402]
top_k =  1000
Partition function (log Z): -12.361839475218924

Sorted 5' Splice Sites (High to Low Probability):
Position 355: 0.9702042452082807
Position 170: 0.9584068189011044
Position 11607: 0.36154980776522067
Position 846: 0.045901708182162625
Position 9050: 0.043996840876423464
Position 2904: 0.027489711697318352
Position 5701: 0.022221129329698677
Position 428: 0.021493028964885908
Position 2641: 0.013164886796256645
Position 4062: 0.009000124522131767
Position 3230: 0.007978764314962404
Position 984: 0.004026442963389814
Position 177: 0.0033327035759057573
Position 564: 0.0032401702690264887
Position 4575: 0.0016726675818859674
Position 161: 0.0011986200849886783
Position 3630: 0.0011878830750323226
Position 5351: 0.0011722539327206861
Position 5431: 0.0010943336316920759
Position 4480: 0.0006635489443969343
Position 114: 0.0005448582216316971
Position 3151: 0.0003692519570220916
Position 915: 0.000361978296083943
Position 6357: 0.00019872495183789683
Position 1231: 0.00019404131365644448
Position 6026: 0.00018036103026962614
Position 2077: 0.00013645470699652758
Position 582: 0.00012895913562230508
Position 2798: 0.00010007336230170473
Position 2944: 9.197461104779533e-05
Position 4201: 8.151326009112328e-05
Position 5897: 7.780689359585562e-05
Position 1821: 7.207644751092242e-05
Position 14: 7.123239950438057e-05
Position 5474: 6.72035644266548e-05
Position 3209: 4.0843508331228336e-05
Position 2405: 3.9950293114919694e-05
Position 119: 3.670446829344635e-05
Position 2875: 3.486180331714266e-05
Position 279: 2.919126043503342e-05
Position 2623: 1.8598624211789026e-05
Position 2360: 1.7230759027794572e-05
Position 1967: 1.5098449169833533e-05
Position 378: 1.3771768329351853e-05
Position 2263: 9.270254158332653e-06
Position 4673: 9.136326005759902e-06
Position 1454: 9.052112803919675e-06
Position 3186: 8.449381222597049e-06
Position 1488: 4.593752482232332e-06
Position 5164: 4.244091781150318e-06
Position 2410: 3.815755215289085e-06
Position 254: 3.5183536898485327e-06
Position 2807: 3.260537486777892e-06
Position 1859: 3.097458591503565e-06
Position 1768: 2.524528799893746e-06
Position 2520: 2.189645515858695e-06
Position 3559: 2.014809316095408e-06
Position 3636: 1.9916700347296616e-06
Position 2585: 1.9749924701010685e-06
Position 2827: 1.5523468395473352e-06
Position 725: 1.3515788676037829e-06
Position 1324: 1.2946003863021637e-06
Position 57: 1.2938712247438455e-06
Position 556: 1.2704151185477384e-06
Position 483: 1.1503361387051319e-06
Position 392: 1.1314959562552615e-06
Position 1423: 1.0517708705926072e-06
Position 495: 1.0075984344158647e-06
Position 849: 9.492323890934803e-07
Position 2959: 8.351689787110984e-07
Position 655: 6.912697084693059e-07
Position 1064: 5.896239265644328e-07
Position 1281: 5.645831424984254e-07
Position 95: 4.682956612568702e-07
Position 302: 2.662570312274522e-07
Position 461: 2.3808031014201782e-07
Position 804: 1.913402379347746e-07
Position 221: 1.6546071476613569e-07
Position 148: 1.4103732285783756e-07
Position 568: 1.3560412547459664e-07
Position 590: 7.717969171468055e-08
Position 86: 6.213398231050912e-08
Position 811: 3.2138999546472415e-08
Position 382: 2.8859543145677542e-08
Position 127: 2.7505004570193376e-08
Position 784: 1.4270161202076835e-08
Position 669: 7.510293732012401e-09
Position 445: 6.0278155392133566e-09
Position 1048: 5.3675198234445465e-09
Position 742: 4.62885495325155e-09
Position 739: 3.6872148962991295e-09
Position 1783: 1.7457455081788957e-09
Position 674: 1.6556146362633224e-09
Position 1395: 1.0705259984717908e-09
Position 1357: 8.252884350504429e-10
Position 226: 9.175570402779334e-11
Position 454: 3.5066092087623372e-12
Position 493: 8.51037246061779e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 266: 0.9537251547680222
Position 21402: 0.47332990677139875
Position 11489: 0.3633228943807075
Position 15536: 0.10510697337718618
Position 17753: 0.07411088241548391
Position 8974: 0.046499656703142496
Position 725: 0.041370210507513994
Position 16828: 0.04083984373897655
Position 17167: 0.03464643059992202
Position 13636: 0.025558527762323143
Position 3034: 0.02413553845398615
Position 7123: 0.023526242017816307
Position 2494: 0.01957976427199578
Position 12170: 0.016469445382214638
Position 14445: 0.01535678146398493
Position 5616: 0.015174693569473452
Position 2797: 0.014996610982432127
Position 4578: 0.014057187602461767
Position 6216: 0.013894826488364103
Position 4429: 0.012206213556526093
Position 11911: 0.010550853037673082
Position 2740: 0.01024800662614456
Position 6587: 0.009823907587108605
Position 7964: 0.008798582383926024
Position 5594: 0.00829359337693166
Position 5350: 0.007222682945464797
Position 5816: 0.006653768844875577
Position 644: 0.006475818572215832
Position 3921: 0.006256121118930359
Position 2614: 0.006157432918050787
Position 5283: 0.006025800821746383
Position 2617: 0.0056710796659998515
Position 8813: 0.004877212155352876
Position 1928: 0.004424691193825949
Position 768: 0.003972694359591056
Position 9163: 0.003780493866101667
Position 9845: 0.003471381518181078
Position 10369: 0.003318849869683295
Position 12444: 0.003206994191786389
Position 6928: 0.0031787351101395774
Position 5236: 0.0031730200257917207
Position 10977: 0.0030589443761042854
Position 5883: 0.002918195606904864
Position 9008: 0.0027609277448924093
Position 5577: 0.00263005133007542
Position 931: 0.0024991358478684235
Position 8407: 0.0024129184682595427
Position 3535: 0.002101816101709636
Position 4224: 0.0019378201685157441
Position 3978: 0.0016472201510412086
Position 2538: 0.0014344017088002634
Position 236: 0.0013762746844499156
Position 427: 0.0013554318384815405
Position 424: 0.0012976955071968773
Position 3932: 0.001260704445942221
Position 9654: 0.0011555077324878335
Position 11740: 0.0009784778778323963
Position 1322: 0.0009715418733301398
Position 4508: 0.0008632250773158614
Position 3081: 0.0008140434091672441
Position 1699: 0.00074829882521739
Position 6146: 0.0007163056562787585
Position 3489: 0.0006979907035738961
Position 8741: 0.0006907312208404146
Position 278: 0.0006720306711592054
Position 3369: 0.0006504125261009104
Position 1813: 0.0006038133185343587
Position 4378: 0.0005779747543747842
Position 8119: 0.0005760857640873799
Position 8454: 0.0005616260170148052
Position 493: 0.0004723663217991162
Position 5041: 0.00045371832953340423
Position 2043: 0.00043471466726661235
Position 4119: 0.00036411760571872573
Position 5935: 0.00030737500102848115
Position 8774: 0.00029633067229232487
Position 674: 0.00028874799004610614
Position 7137: 0.0002492338162085624
Position 1093: 0.00023567611216021483
Position 8217: 0.00023384636482991274
Position 7884: 0.00021759419174482555
Position 1133: 0.00021684821595253516
Position 8008: 0.00020704154663716317
Position 902: 0.0002003563267003094
Position 4033: 0.00019951085451469814
Position 2176: 0.00019331458798919478
Position 7370: 0.00019288490982332176
Position 7311: 0.00019268327824430593
Position 1357: 0.0001866664973814657
Position 7945: 0.00017212442574253043
Position 3512: 0.00016614084220118933
Position 1333: 0.00016521511124915948
Position 5745: 0.00015820179551361322
Position 2224: 0.00014673912354981963
Position 441: 0.0001421110295374747
Position 6006: 0.00013469392186063494
Position 6632: 0.00012990607574099846
Position 5189: 0.00012905788707877444
Position 824: 0.00012389328699408616
Position 1302: 0.00012121742251130162
Position 2959: 0.00011087697973434709
Position 5402: 0.00010830868285918938
Position 4397: 9.61410665632476e-05
Position 5045: 9.310566695614755e-05
Position 6322: 9.277603929017679e-05
Position 2199: 8.688643992437408e-05
Position 6516: 8.21377783739997e-05
Position 1663: 8.199116655676948e-05
Position 4837: 8.141611864962189e-05
Position 468: 6.297961174249402e-05
Position 2988: 5.733541025222723e-05
Position 546: 5.7109534481695324e-05
Position 5018: 5.037107418670408e-05
Position 4549: 4.9031061050461316e-05
Position 1130: 4.836631829963605e-05
Position 3582: 4.662076060115107e-05
Position 606: 4.255201438578643e-05
Position 461: 3.930392944901745e-05
Position 4595: 3.8492233096690465e-05
Position 3676: 3.8457023439196515e-05
Position 1415: 3.5540927256477156e-05
Position 4138: 3.394041704916148e-05
Position 732: 3.394024823029096e-05
Position 3114: 3.25793653286485e-05
Position 612: 3.172661328108378e-05
Position 1680: 2.560686160598008e-05
Position 975: 1.9999039110032354e-05
Position 1192: 1.984769153757938e-05
Position 1222: 1.9745024036211225e-05
Position 1572: 1.5865264284421514e-05
Position 2150: 1.529136428369941e-05
Position 1931: 1.3822402473925517e-05
Position 524: 1.2637107504504135e-05
Position 568: 1.2088443615490816e-05
Position 2845: 1.033495267720685e-05
