Gene = IL17RC
index = 689
Annotated 5SS: [  536   637   978  1312  1512  3505  3872  6923  7194 11123 11389 11533
 12800 13052 13362 13846 15606 15761]
Annotated 3SS: [  614   824  1236  1401  3392  3826  6782  7133 11067 11206 11481 12753
 12929 13301 13796 15509 15721 15854]
SMsplice 5SS: [  323   757   978  1312  1512  3505  3716  3872  5584  6923  7194 11123
 11389 12800 13846 15606 15761]
SMsplice 3SS: [  614   824  1236  1401  3392  3583  3792  5446  6782  7133 11067 11206
 12724 13796 15509 15721 15854]
top_k =  1000
Partition function (log Z): 26.426249371871318

Sorted 5' Splice Sites (High to Low Probability):
Position 11389: 0.9590336576113243
Position 1312: 0.9339938688166154
Position 3505: 0.9026755304816876
Position 12800: 0.8793357048261798
Position 3872: 0.8644154520202264
Position 5584: 0.8533202679427876
Position 15606: 0.8478508832446092
Position 11123: 0.8208139717866226
Position 3716: 0.8118893398501655
Position 13846: 0.7709977794778249
Position 978: 0.7615345533250037
Position 323: 0.7525682957757002
Position 15761: 0.6088282116935163
Position 6923: 0.6016864877022998
Position 7194: 0.575939205105426
Position 1512: 0.5172296311776862
Position 757: 0.5166619737173566
Position 13362: 0.44228704772991184
Position 1501: 0.4263067701930247
Position 536: 0.42144927665720955
Position 11533: 0.39180949967521217
Position 13052: 0.3040823113863162
Position 14168: 0.25049456132154324
Position 2829: 0.20541542073976007
Position 1014: 0.19161931200414417
Position 13240: 0.15741764756759508
Position 637: 0.15246465673078585
Position 11811: 0.1399361822634779
Position 9802: 0.13219660123289534
Position 14175: 0.12862026419554246
Position 6884: 0.1150504536659361
Position 3467: 0.08013667955828468
Position 3899: 0.07707404937050251
Position 9842: 0.07156890298424239
Position 11711: 0.06794523885924394
Position 13855: 0.06013023538765898
Position 7587: 0.04710119179464841
Position 6482: 0.04708410017380953
Position 7297: 0.04376031088456658
Position 3709: 0.04002874249190069
Position 13554: 0.0335715487139608
Position 3687: 0.03215990731621621
Position 11330: 0.031946406950039134
Position 13271: 0.027668320131478654
Position 7847: 0.027589920596690354
Position 14687: 0.025317376754897924
Position 13617: 0.02236857568966813
Position 1651: 0.021610872332452867
Position 5541: 0.02110446922415894
Position 16083: 0.02109250810812954
Position 3024: 0.020960799495602617
