Gene = APOA2
index = 90
Annotated 5SS: [ 34 279 711]
Annotated 3SS: [ 202  577 1105]
SMsplice 5SS: [127 279 487 711]
SMsplice 3SS: [ 202  361  577 1105]
top_k =  1000
Partition function (log Z): -1.1917440269648023

Sorted 5' Splice Sites (High to Low Probability):
Position 711: 0.9662214896040416
Position 279: 0.956044089597262
Position 487: 0.7680137731711187
Position 127: 0.6399635791247422
Position 34: 0.2738376472283383
Position 471: 0.061708024817986463
Position 475: 0.045770388309285495
Position 110: 0.020752374350074113
Position 283: 0.00512922068842329
Position 56: 0.003393817867112812
Position 679: 0.0014330855961971962
Position 87: 0.0009017944384645645
Position 362: 0.0006667145438306941
Position 1016: 0.00043605941145064437
Position 947: 0.0003417170997202167
Position 1170: 0.00014122366866077267
Position 534: 0.00012516700946546476
Position 730: 8.992147461129991e-05
Position 285: 6.840012159163308e-05
Position 536: 6.24226243281352e-05
Position 776: 6.081442092944075e-05
Position 54: 5.958038423827354e-05
Position 1106: 4.620930334689206e-05
Position 322: 4.1432662556099264e-05
Position 540: 4.019082452000611e-05
Position 538: 3.980117602124865e-05
Position 542: 3.553498351624473e-05
Position 544: 2.891580654032708e-05
Position 546: 2.2672722543069117e-05
Position 316: 1.9256104719132684e-05
Position 548: 1.6452091785953984e-05
Position 248: 1.6048876024864682e-05
Position 554: 1.6048247592211344e-05
Position 550: 1.4669470993893909e-05
Position 801: 1.466755412257173e-05
Position 552: 1.44627193366698e-05
Position 556: 1.4185486516778113e-05
Position 558: 1.0620610330006422e-05
Position 715: 1.0017687552075235e-05
Position 924: 9.625613551488299e-06
Position 560: 7.73970791326531e-06
Position 1068: 6.44142273788431e-06
Position 562: 5.106428144428797e-06
Position 1002: 4.51482124463504e-06
Position 564: 3.8066268145333603e-06
Position 566: 2.694631771110609e-06
Position 325: 2.2323866851264966e-06
Position 1020: 8.266741919748131e-07
Position 915: 7.642870841046508e-07
Position 633: 7.001963455363423e-07
Position 218: 3.287064334495624e-07
Position 90: 2.7970525293134686e-07
Position 570: 1.097184812812243e-07
Position 170: 7.090887864335276e-08
Position 568: 3.688863903652913e-08
Position 172: 1.414864235145402e-08
Position 346: 2.654868033863914e-10
Position 842: 1.5084512701921886e-10
Position 586: 5.790213162974798e-11
Position 646: 3.98008777472726e-11
Position 515: 1.7193532385580713e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 202: 0.9022786734624617
Position 361: 0.8832317205043985
Position 577: 0.8625689783462226
Position 1105: 0.7004063423481512
Position 597: 0.09578981757449097
Position 969: 0.08481399654313425
Position 1253: 0.05228588505296771
Position 859: 0.021001602943308093
Position 915: 0.019254081030944007
Position 877: 0.019223856169010324
Position 1121: 0.014928338775569245
Position 941: 0.01291907973816756
Position 1154: 0.012886294300186146
Position 642: 0.007799969369831471
Position 834: 0.0068052135109181264
Position 170: 0.0049822993913406
Position 1151: 0.004783076054102792
Position 1048: 0.0047214350933450005
Position 633: 0.004252222786125283
Position 1127: 0.003406003855635027
Position 811: 0.00316661351864433
Position 881: 0.002770523217185071
Position 580: 0.002626042286961413
Position 1059: 0.0021250474947698593
Position 946: 0.0021081214546837114
Position 1208: 0.002015367722533368
Position 593: 0.001894698035893852
Position 1076: 0.0013617963963828948
Position 993: 0.0013535835427115036
Position 376: 0.0008881742499794138
Position 232: 0.0007985247845382578
Position 408: 0.0007318017851313753
Position 1066: 0.000723805822986127
Position 270: 0.000528586970841427
Position 1133: 0.0004349808880705792
Position 603: 0.0003221588961717342
Position 620: 0.00029389490448565635
Position 1183: 0.000292830078426949
Position 524: 0.00029029757886676026
Position 331: 0.0002892870491318464
Position 1264: 0.00025956891197321136
Position 1286: 0.00024848370535531195
Position 922: 0.0002363348318325049
Position 816: 0.0002226849884141645
Position 1130: 0.00020663068338786105
Position 798: 0.0001565950556014317
Position 1220: 0.00013770934865818952
Position 242: 0.00010626910395930614
Position 1280: 9.508948003270255e-05
Position 1020: 8.727801908270654e-05
Position 821: 7.918997678239785e-05
Position 413: 6.382672782987231e-05
Position 390: 4.832025431866272e-05
Position 126: 4.1184418820184436e-05
Position 1232: 3.1573175611943496e-05
Position 663: 2.9236594365353924e-05
Position 386: 2.8624467339151236e-05
