Gene = MCIDAS
index = 821
Annotated 5SS: [ 297  481  740 4365 5140 6300]
Annotated 3SS: [ 383  647 4291 4915 6188 6508]
SMsplice 5SS: [ 297  481  740 4365 6300]
SMsplice 3SS: [ 383  647 4291 6188 6508]
top_k =  1000
Partition function (log Z): 1.9610811677901694

Sorted 5' Splice Sites (High to Low Probability):
Position 481: 0.9933691362879425
Position 6300: 0.9837742473554623
Position 297: 0.9727905914754491
Position 740: 0.7787298006026626
Position 3753: 0.344423091088336
Position 4059: 0.1749010501944199
Position 4587: 0.16496820521423572
Position 4710: 0.164773272187781
Position 5140: 0.10963507925268977
Position 4096: 0.09568481455771691
Position 3279: 0.09118617746768756
Position 4454: 0.07184282429559011
Position 2930: 0.07046031283986107
Position 1062: 0.05948581922065458
Position 3211: 0.054233867571291804
Position 5232: 0.04316577465775695
Position 4346: 0.04141240027400518
Position 4451: 0.026008713515411883
Position 5086: 0.017930301539038632
Position 4369: 0.016643461876529438
Position 4585: 0.01438101903190492
Position 4038: 0.013944827205420621
Position 6810: 0.012476323768896076
Position 3965: 0.010829255148243618
Position 4654: 0.009654916885194278
Position 1256: 0.008809815340613493
Position 6291: 0.007060199095776492
Position 3162: 0.006914179275576103
Position 3525: 0.006288908910469597
Position 5652: 0.006189222156203571
Position 1516: 0.005462312897475369
Position 857: 0.004601311300435803
Position 2233: 0.0045079101392905135
Position 6041: 0.003027007707405302
Position 2851: 0.0030004506367389628
Position 6599: 0.0028604526767730828
Position 3608: 0.0026654223391848553
Position 531: 0.0022163446964106903
Position 6419: 0.00220667808374909
Position 4385: 0.0016248901149783725
Position 3203: 0.0011817872852635028
Position 3252: 0.0011069961591269322
Position 3827: 0.0010906157591765919
Position 6412: 0.0010572136691340236
Position 919: 0.0009158274891760734
Position 4791: 0.0009080161792709354
Position 3035: 0.0008428543791819501
Position 2063: 0.0007989379668029774
Position 2262: 0.000649359179816399
Position 6945: 0.0006053983210686587
Position 110: 0.000579643888811548
Position 3600: 0.0005793312511551708
Position 1929: 0.0005686107149957913
Position 305: 0.0005555754849898184
Position 3044: 0.000433056073557247
Position 700: 0.00038093874677724333
Position 1326: 0.00037732037546813
Position 720: 0.00033319399869137826
Position 1066: 0.00031378318710067874
Position 1895: 0.0002972252121725794
Position 2638: 0.00029494333073365947
Position 4619: 0.0002542466820685081
Position 3949: 0.0002415665734741794
Position 2217: 0.00023926401128701117
