Gene = NELFB
index = 936
Annotated 5SS: [  305   764  1122  1748  7916  9051 10673 11120 11780 12040 16916 17309]
Annotated 3SS: [  599  1021  1516  7729  8937 10569 11023 11636 11932 16773 17199 17474]
SMsplice 5SS: [  305   764  1122  7916  9043 10673 11120 11780 12040 16688 16916 17309]
SMsplice 3SS: [  599  1021  7729  8937 10569 11023 11636 11932 16576 16773 17199 17474]
top_k =  1000
Partition function (log Z): 28.952964629327514

Sorted 5' Splice Sites (High to Low Probability):
Position 12040: 0.9963707402266933
Position 16916: 0.9882336493210678
Position 11120: 0.9610645198925692
Position 764: 0.9339507807743512
Position 11780: 0.9204761288382706
Position 17309: 0.878339383024316
Position 7916: 0.8256142647700551
Position 305: 0.8219081449533358
Position 1122: 0.6990894553878794
Position 16688: 0.6883565109263475
Position 10673: 0.6561185022235071
Position 9043: 0.6270160989929845
Position 11528: 0.38279628810946165
Position 9051: 0.33282404140207766
Position 16672: 0.23915707375618525
Position 16220: 0.23118017905190033
Position 15927: 0.20966615890656667
Position 518: 0.20748659721011511
Position 2960: 0.16555736534032797
Position 1748: 0.15763235913422904
Position 1097: 0.14945233058486784
Position 8559: 0.1390555608334838
Position 6851: 0.10021983586306751
Position 10841: 0.09672070767171968
Position 1583: 0.08953671617757708
Position 8112: 0.08332646773234638
Position 1250: 0.07202930025709259
Position 6878: 0.07073038472070922
Position 7880: 0.06618531933113522
Position 7956: 0.06185167251334655
Position 11533: 0.0564713520383912
Position 9322: 0.05241560033056985
Position 789: 0.050698684025639096
Position 1631: 0.045811952060886986
Position 3831: 0.03772373421317372
Position 11524: 0.03205291987150109
Position 8186: 0.02731886413970067
Position 11789: 0.026941138684184497
Position 16700: 0.026610466145689703
Position 8973: 0.02094163815851753
Position 11099: 0.02040870840827902
Position 8776: 0.019468240496053568
Position 11800: 0.017984439312984633
Position 16692: 0.016967112682926305
Position 14725: 0.015514237429466967
Position 4282: 0.014798415093376392
Position 13529: 0.013604852581947349
Position 9057: 0.013446711540643315
Position 17403: 0.011287294888585252
Position 3952: 0.010426201980401222
Position 11486: 0.009867781626049142
Position 7530: 0.009032704464254995
Position 11323: 0.008790067414299916
Position 131: 0.008717772613706437
Position 14539: 0.008657901345550256
Position 14103: 0.00803027244142917
Position 1022: 0.00788097120068135
Position 17020: 0.00782952450122969
Position 12463: 0.006789377619413906
Position 1008: 0.006730658359934112
Position 11413: 0.006724684585139194
Position 1065: 0.006313052192098367
Position 13816: 0.006146674748350046
Position 7884: 0.006032107744269752
Position 5424: 0.005873687233313862
Position 768: 0.005616737087070141
Position 15997: 0.005594042523521793
Position 17359: 0.005576148989186613
Position 8029: 0.005194699011818952
Position 11429: 0.004853839984064787
Position 11867: 0.004747430632602806
Position 18067: 0.004162490501775244
Position 4052: 0.0038209331923906267
Position 3621: 0.0036430290375951504
Position 3751: 0.0036428230981522835
Position 9984: 0.0035469505993816464
Position 1316: 0.003541177401699752
Position 5382: 0.00334004028899769
Position 17703: 0.003180643369906379
Position 14720: 0.00300730637453019
Position 11203: 0.002804796565838446
Position 10763: 0.002765903618498936
Position 17399: 0.0027490221526980715
Position 1180: 0.002657402437391381
Position 690: 0.0024921457247101533
Position 3384: 0.002300717842604327
Position 1683: 0.002292787618672279
Position 17643: 0.002238201639415268
Position 12796: 0.0022025582665936368
Position 16929: 0.0021230609407002976
Position 133: 0.0019399353775717495
Position 12090: 0.0019050902635530638
Position 1092: 0.0018360127823102601
Position 11470: 0.001791706324496614
Position 8238: 0.0017595078407873757
Position 12109: 0.0015773417396205552
Position 11285: 0.0015396742275612884
Position 781: 0.0014350671937768788
Position 1561: 0.0013916377701954326
Position 10953: 0.0013759863035148197
Position 11416: 0.0013226831358138836
Position 12688: 0.0013166016458410223
Position 6610: 0.001192781124309896
Position 10958: 0.0011773352056089676
Position 728: 0.001041003130751333
Position 12626: 0.001038338827990219
Position 13748: 0.0009560226489909109
Position 8707: 0.0009488223876494429
Position 11565: 0.0009033507101212666
Position 6580: 0.0008319682910595132
Position 7165: 0.0008151620971295242
Position 7784: 0.0007805135505401311
Position 10864: 0.0007549146231599632
Position 10438: 0.0007444809530470116
Position 8450: 0.0007301241596863958
Position 10649: 0.0006512957575487073
Position 11808: 0.0006138818834268319
Position 17255: 0.0005677179341947281
Position 7774: 0.0005355654456041861
Position 99: 0.0005276275981510016
Position 15182: 0.0005266741869742976
Position 13700: 0.0005047194308339558
Position 10946: 0.0004897405382753513
Position 8808: 0.0004474657130813839
Position 17361: 0.00043739724161008227
Position 1347: 0.00042955389269781687
Position 9103: 0.0004218633355881137
Position 873: 0.0004181760926651215
Position 17392: 0.0004084228307906982
Position 14: 0.0003829740471896076
Position 17386: 0.00036931720363525013
Position 12867: 0.0003663379249430842
Position 17313: 0.0003574847462538187
Position 7826: 0.00035194333539415496
Position 16293: 0.00035131537528700253
Position 12829: 0.0003460736857007354
Position 17012: 0.00033082019761868076
Position 938: 0.000318815875216175
Position 16227: 0.00031273864265772246
Position 1310: 0.00029139752227911524
Position 11640: 0.000285280177666215
Position 11706: 0.00027668781389688935
Position 17345: 0.0002740948418047935
Position 967: 0.0002623997845277902
Position 16737: 0.0002604523314929937
Position 2685: 0.0002357863898432052
Position 10264: 0.0002329277905052279
Position 16982: 0.0002242367523846855
Position 11433: 0.00020841782706000132
Position 9529: 0.0002042915613488477
Position 11451: 0.00019608711260549994
Position 2475: 0.00018561261768762908
Position 14345: 0.00017468963485192898
Position 9126: 0.00017037018054879633
Position 15886: 0.00016886630647757248
Position 11833: 0.00016834559664746988
Position 17024: 0.00015226195016755024
Position 1651: 0.00014426779533059265
Position 10743: 0.0001341345369655405
Position 11134: 0.00012993616778050817
Position 10884: 0.00012108891537559397
Position 9009: 0.0001082667423336961
Position 408: 0.00010056441373972047
Position 16963: 9.855961706783172e-05
Position 11685: 8.879430764610914e-05
Position 11657: 8.599475186449874e-05
Position 9533: 8.428749680318979e-05
Position 1513: 7.716028782799753e-05
Position 1483: 7.078008011178764e-05
Position 11175: 5.6831622536475066e-05
Position 40: 5.0995939697049505e-05
Position 1396: 4.54211413168289e-05
Position 11161: 4.3801229119249767e-05
Position 1343: 3.778973393234502e-05
Position 10737: 3.4129384755518906e-05
Position 435: 3.384270215467632e-05
Position 11384: 3.2590597686148964e-05
Position 11353: 3.184888996391723e-05
Position 551: 3.147222787816043e-05
Position 488: 3.124966244432596e-05
Position 2291: 2.985288320880032e-05
Position 11147: 2.9353297077234955e-05
Position 416: 2.793205217923462e-05
Position 686: 2.587310904438417e-05
Position 726: 2.4401472857011433e-05
Position 11871: 2.2757257193898187e-05
Position 11315: 2.23335984262179e-05
Position 479: 1.9418933969247633e-05
Position 953: 1.8305702704717076e-05
Position 5023: 1.81477987365385e-05
Position 11355: 1.658844574963774e-05
Position 469: 1.381807331197481e-05
Position 17062: 1.3719549651680972e-05
Position 11293: 1.3635636695778086e-05
Position 1238: 1.3478985635318802e-05
Position 11742: 1.326664172481086e-05
Position 11345: 1.2828579655333669e-05
Position 610: 1.1008307686291996e-05
Position 11164: 1.0949208710247208e-05
Position 11386: 1.0925664432688137e-05
Position 9094: 1.0409273949851849e-05
Position 430: 8.83952254571465e-06
Position 185: 7.54672534865107e-06
Position 1425: 6.810786000383929e-06
Position 389: 6.767072263553271e-06
Position 11295: 6.713713313991313e-06
Position 12057: 6.372235538838944e-06
Position 205: 6.369639742184684e-06
