Gene = SELENBP1
index = 1242
Annotated 5SS: [  96 3021 3292 3730 4535 6012 6459 6966 7171 7545 7808]
Annotated 3SS: [2963 3178 3543 4413 5828 6279 6886 7048 7451 7688 8027]
SMsplice 5SS: [  96 3021 3292 4535 6012 6459 6966 7171 7545 7808]
SMsplice 3SS: [2897 3178 4413 5828 6279 6886 7048 7451 7688 8027]
top_k =  1000
Partition function (log Z): 9.332832312834057

Sorted 5' Splice Sites (High to Low Probability):
Position 96: 0.9976774133313899
Position 4535: 0.9655308890463851
Position 7808: 0.961862780225627
Position 6966: 0.9570661178865895
Position 7545: 0.9113072025538608
Position 3021: 0.8408882500750469
Position 6459: 0.6382295718069981
Position 3292: 0.6355949303386786
Position 7171: 0.6265772611125575
Position 6012: 0.5762855261517054
Position 3623: 0.20063496268035114
Position 3652: 0.19197331326118972
Position 7128: 0.17791801943791571
Position 7271: 0.12320152431418291
Position 6797: 0.10765747993266644
Position 3865: 0.06705949884077872
Position 3784: 0.064167619614955
Position 4186: 0.05402124151095373
Position 3921: 0.04571830079571547
Position 5718: 0.04173038576138196
Position 494: 0.03627783747767397
Position 3636: 0.03505242118939561
Position 4996: 0.03284421984857662
Position 6284: 0.028194419211117906
Position 4338: 0.026871999162350196
Position 4868: 0.026372436982231788
Position 5920: 0.02213485857542066
Position 3694: 0.016412527712084898
Position 4347: 0.014237247601246358
Position 2901: 0.009995269553698493
Position 3273: 0.008059412915663105
Position 2632: 0.00787398776836692
Position 370: 0.0057079821438052744
Position 1699: 0.0047476412508713015
Position 4654: 0.004586910553572827
Position 2184: 0.004531102694368845
Position 5535: 0.004335268996997541
Position 5864: 0.00430020491736524
Position 7290: 0.004170036268136998
Position 2592: 0.003953571518610156
Position 450: 0.003662896209537281
Position 524: 0.0030433213698685584
Position 5078: 0.0023257349017147913
Position 2639: 0.0022456494226062176
Position 7261: 0.0022212450708510435
Position 6532: 0.002091686258046602
Position 2755: 0.001915848064351919
Position 1787: 0.0018522636559555159
Position 6920: 0.001741146719819626
Position 1451: 0.001596582939253751
Position 866: 0.001540656170660296
Position 4692: 0.0013043754883004053
Position 7932: 0.0011341984311982667
Position 2661: 0.0011285004656982913
Position 424: 0.0010744506277244185
Position 1495: 0.0009369444651326774
Position 4096: 0.0009352087207202779
Position 7234: 0.0008868738382876726
