Gene = FNDC9
index = 561
Annotated 5SS: [181]
Annotated 3SS: [2177]
SMsplice 5SS: [ 181  872 1446]
SMsplice 3SS: [ 767 1318 2177]
top_k =  1000
Partition function (log Z): -5.232708579836013

Sorted 5' Splice Sites (High to Low Probability):
Position 181: 0.8968383629517358
Position 1446: 0.7126750210654488
Position 872: 0.48513343722042435
Position 2344: 0.40377259973925905
Position 341: 0.07834043896771038
Position 2417: 0.07346983566780924
Position 2659: 0.06947260532198976
Position 3098: 0.06336090383510957
Position 1024: 0.05310943630478221
Position 2061: 0.0454251054469082
Position 393: 0.033089887843554856
Position 3667: 0.025339508480063264
Position 2197: 0.017826545144438093
Position 2801: 0.013465926757943617
Position 2592: 0.013319551933424463
Position 502: 0.01127730970266517
Position 993: 0.009391693641912228
Position 2655: 0.0079640970805578
Position 3043: 0.007469803672663705
Position 3249: 0.007175895615202881
Position 1760: 0.005120287181504503
Position 887: 0.004929349544725107
Position 2909: 0.0048914969882897985
Position 491: 0.0047881840263723175
Position 29: 0.0037642673396654056
Position 2503: 0.003264144904251737
Position 3231: 0.0024630724812146833
Position 447: 0.001983615267366944
Position 1804: 0.0018970468827214312
Position 2368: 0.0014828445140358882
Position 3217: 0.0013349388118838203
Position 2235: 0.0011517317249869115
Position 1919: 0.0009477996675939096
Position 1047: 0.0009116198855134552
Position 1241: 0.0005477173490990616
Position 1608: 0.0005310707627059705
Position 1818: 0.0005033406119949089
Position 2822: 0.0003018479193655204
Position 2690: 0.00021784458671032106
Position 1245: 0.00017431002144361644
Position 1500: 0.00016725895074041103
Position 3721: 0.00015100232939610256
Position 1944: 0.00012855345815606783
Position 582: 0.00012528187306949472
Position 1037: 0.00011462438696038593
Position 1209: 0.00011354062116266755
Position 903: 0.00010670966830834108
Position 2096: 8.167661212944764e-05
Position 651: 7.483495372613086e-05
Position 548: 7.404781206046646e-05
Position 567: 6.188330194383695e-05
Position 2277: 5.9777948768322296e-05
Position 2108: 5.337622704264896e-05
Position 1453: 5.1416165951867323e-05
Position 1425: 5.051377839206948e-05
Position 1783: 4.903952088301506e-05
Position 1555: 3.650759582776096e-05
Position 1404: 3.6094297261818775e-05
Position 1333: 3.1645800059826216e-05
Position 1284: 2.8909470127740655e-05
Position 2477: 2.7224919016385174e-05
Position 405: 2.575787711461301e-05
Position 264: 2.4754864615607646e-05
Position 1278: 2.34907723061706e-05
Position 562: 2.3148370993650635e-05
Position 1371: 2.2912270918515083e-05
Position 2527: 1.550349635639595e-05
Position 1093: 1.4861765959029952e-05
Position 2057: 1.3138801749794981e-05
Position 1741: 1.2622388242378188e-05
Position 1321: 1.0857261291668786e-05
Position 557: 8.626225587260769e-06
Position 1450: 8.358916231233685e-06
Position 1032: 8.158116049422266e-06
Position 621: 7.849975013038445e-06
Position 586: 7.609581132573683e-06
Position 536: 7.5496486518714665e-06
Position 63: 7.239330113788248e-06
Position 331: 6.6767348892538615e-06
Position 740: 6.256936687838175e-06
Position 546: 6.050338163826208e-06
Position 383: 2.5288663323404737e-06
Position 539: 1.1953374581050411e-06
Position 569: 9.289785913478728e-07
Position 48: 7.385636637866184e-07
Position 665: 6.490453201300031e-07
Position 564: 5.377899306074147e-07
Position 2365: 2.620311962166687e-07
Position 451: 9.898014466337393e-08
Position 986: 1.2090676083346897e-08
