Gene = PBRM1
index = 1001
Annotated 5SS: [   140   1214  11216  17581  21515  27972  31370  35010  36466  37760
  45112  50820  52441  62452  64363  70401  76193  90644  92361  93289
 100660 103173 115664 116431 117947 121465 124990 128967 129293]
Annotated 3SS: [  1115  11067  17436  21397  27902  31270  34923  36369  37667  44897
  50677  52342  62174  64256  69757  75980  90457  92202  93024 100513
 103014 115479 116219 117744 121299 124833 128895 129075 131477]
SMsplice 5SS: [   140   1214  11216  17581  21515  27972  31370  37760  45112  50820
  52441  53657  62452  64363  70401  75616  76193  82453  90644  92361
  93289 100660 103173 115664 117947 120867 121465 124990 128967 129293]
SMsplice 3SS: [  1086  11067  17436  21370  27902  31270  37667  44897  50677  52342
  53504  62174  64256  70310  75484  75980  82389  90493  92202  93024
 100513 103014 115479 117744 120772 121299 124833 128895 129075 131477]
top_k =  1000
Partition function (log Z): -17.442083864214922

Sorted 5' Splice Sites (High to Low Probability):
Position 45112: 0.9891937382417006
Position 11216: 0.9889648004325632
Position 1214: 0.9783624579976072
Position 52441: 0.972154417003004
Position 31370: 0.9652499024375126
Position 140: 0.9535608792264074
Position 53657: 0.945453666705364
Position 37760: 0.9393718727587476
Position 64363: 0.9254493225787029
Position 27972: 0.9238244460095961
Position 21515: 0.9040591047895189
Position 50820: 0.8976092055915545
Position 17581: 0.8560191237762701
Position 36466: 0.7493041331872963
Position 62452: 0.717416786754364
Position 25213: 0.4621289651679732
Position 68346: 0.43284758901718384
Position 25424: 0.3964496596032409
Position 76193: 0.3543351319919429
Position 35010: 0.3288524092993264
Position 4887: 0.302744740867194
Position 8615: 0.2966017634162527
Position 33832: 0.2922114491285291
Position 22627: 0.2652448678639136
Position 8421: 0.2542996864502926
Position 10725: 0.21660313353921473
Position 7546: 0.21566545804647813
Position 59650: 0.160387262934473
Position 52803: 0.15755618582293665
Position 7960: 0.14983778442057366
Position 46321: 0.13252743099181516
Position 29118: 0.13161003337671046
Position 37223: 0.13137421569747182
Position 62686: 0.1204000302151261
Position 52837: 0.10553497450648817
Position 34844: 0.10461672254003561
Position 26976: 0.0928126220377266
Position 17896: 0.08606966077019106
Position 21538: 0.08569992996114487
Position 53438: 0.07297790836058309
Position 17788: 0.06986001080626007
Position 48505: 0.06505083276093002
Position 10932: 0.055078044529176376
Position 39780: 0.05377739729703362
Position 4883: 0.04722871996906603
Position 701: 0.044504267158968186
Position 34574: 0.04160149468086537
Position 45535: 0.03972506977261636
Position 26909: 0.03936724748235165
Position 56240: 0.03920046452772445
Position 29069: 0.0382173751212373
Position 28424: 0.03742160060181562
Position 55245: 0.036280443834051754
Position 206: 0.036049014565446055
Position 11022: 0.035598970281802415
Position 45402: 0.034980005297256055
Position 68034: 0.032388211165229455
Position 56320: 0.031059308800885373
Position 5018: 0.029654293031703187
Position 5004: 0.027024766367360967
Position 51668: 0.026889926855939644
Position 28483: 0.026439400667071518
Position 31427: 0.026183785719832653
Position 53408: 0.0256819639093456
Position 56296: 0.0254960950046181
Position 52422: 0.02457481336497788
Position 4203: 0.023608842955416834
Position 38917: 0.022884515019801474
Position 50993: 0.022364143301817175
Position 24408: 0.02233014241216798
Position 923: 0.021558483732373415
Position 55545: 0.019788241650139857
Position 46287: 0.019380381113193887
Position 55566: 0.019156512012483494
Position 20544: 0.016496484109691324
Position 49795: 0.015991923952999452
Position 28070: 0.015628013566764888
Position 50811: 0.01457560371155524
Position 34073: 0.014248607781304887
Position 10533: 0.013743557356087633
Position 22986: 0.013599820679902723
Position 59264: 0.012724651510474456
Position 29008: 0.011965130972927816
