Gene = CSF2
index = 414
Annotated 5SS: [ 193  333 1146]
Annotated 3SS: [ 290 1019 1954]
SMsplice 5SS: [ 193  333 1146]
SMsplice 3SS: [ 290 1019 1954]
top_k =  1000
Partition function (log Z): 0.661961545075398

Sorted 5' Splice Sites (High to Low Probability):
Position 1146: 0.9915232398175935
Position 193: 0.9660687898184773
Position 333: 0.8876900804343285
Position 1414: 0.517333859487951
Position 735: 0.28681024693362134
Position 1819: 0.2650516317207496
Position 589: 0.13197680575162607
Position 1407: 0.07889541351356046
Position 586: 0.06999912573851501
Position 852: 0.015172306158564476
Position 387: 0.01348814621439364
Position 1827: 0.008429835920084797
Position 1398: 0.006702172159219701
Position 769: 0.00483779038697832
Position 729: 0.004143433422309717
Position 810: 0.004073344364178187
Position 594: 0.003754612467880758
Position 1380: 0.0032068287118227146
Position 197: 0.0026340093726873893
Position 1823: 0.0021982916876315903
Position 1790: 0.0021397266842190315
Position 2156: 0.0017892135609324695
Position 2172: 0.0016375306690891308
Position 622: 0.0012996528204766407
Position 1605: 0.0006772634507872801
Position 2059: 0.0005056369593967718
Position 626: 0.0004552816442532095
Position 2134: 0.0004208630026359017
Position 207: 0.0003166183515912672
Position 463: 0.00014282550984008984
Position 2261: 0.00012920194330343332
Position 130: 0.0001192835680555596
Position 839: 9.217131737171708e-05
Position 1194: 7.402004327596402e-05
Position 657: 6.516133598449113e-05
Position 1518: 5.662735802876555e-05
Position 600: 5.3052371040138284e-05
Position 1634: 4.855588189172963e-05
Position 474: 4.0462761517222436e-05
Position 1888: 4.0209848121190635e-05
Position 662: 3.6141744890112345e-05
Position 170: 2.8530202178011755e-05
Position 1829: 2.3709329564550705e-05
Position 155: 2.3250444550359946e-05
Position 381: 1.839677239842457e-05
Position 642: 1.151251394786291e-05
Position 879: 1.072454979318191e-05
Position 698: 1.0386050602207115e-05
Position 320: 8.319847903344156e-06
Position 420: 6.8614099065494264e-06
Position 300: 6.578713412594207e-06
Position 571: 6.206139864918823e-06
Position 671: 5.527788381294341e-06
Position 439: 5.475478466523021e-06
Position 306: 3.930904831926825e-06
Position 1199: 2.0224255330319104e-06
Position 822: 2.0110231993792114e-06
Position 1231: 1.6993436910555384e-06
Position 215: 1.579013688428695e-06
Position 255: 8.848835605610646e-07
Position 67: 2.20001637105234e-07
Position 36: 1.6475561925799146e-07
Position 22: 1.2341689773603174e-07
Position 1734: 3.784289119442061e-08
Position 423: 7.193379546093326e-10
