Gene = SIL1
index = 1257
Annotated 5SS: [   130  70660  77364 147461 155779 171598 177228 246611 247228]
Annotated 3SS: [ 70544  77224 147351 155678 171405 177105 246513 247062 250924]
SMsplice 5SS: [   130   1958   5906  56207  62065  70660  73039  77364  80236  80547
  81308  88042  96546 104375 104588 108096 147461 155779 163793 171598
 177228 179077 182925 246611 247228]
SMsplice 3SS: [  1771   5787  56089  61948  70544  72933  77224  80213  80414  81202
  87925  96352 104249 104478 108003 147351 155664 163698 171405 177105
 178940 182741 246513 247062 250303]
top_k =  1000
Partition function (log Z): -121.89460747742855

Sorted 5' Splice Sites (High to Low Probability):
Position 5906: 0.8492971186885865
Position 1958: 0.6597637059342685
Position 130: 0.6491671839679033
Position 139: 0.33478977239165164
Position 15658: 0.11887846637794139
Position 1911: 0.0926006864542607
Position 8307: 0.07200961855291754
Position 9964: 0.06912964225727977
Position 11473: 0.0603338668676257
Position 1901: 0.051692800711744806
Position 668: 0.04601063213250117
Position 2524: 0.018635137101169354
Position 1772: 0.01391298470424479
Position 589: 0.012881351747051106
Position 7775: 0.010050010739687205
Position 6134: 0.009171596215566352
Position 15793: 0.008168920529189994
Position 11861: 0.007443895792593914
Position 7385: 0.006654898650761615
Position 281: 0.006624821680228239
Position 13257: 0.00644043722895285
Position 831: 0.006026888215752721
Position 1783: 0.005191681300954855
Position 3218: 0.004965052385738888
Position 11277: 0.004478622302577557
Position 911: 0.003989722285027006
Position 7427: 0.003769966094537389
Position 1421: 0.003448775160703275
Position 7124: 0.003019390211788092
Position 499: 0.0029899744980018167
Position 706: 0.0028759715177230634
Position 10296: 0.0019052797346383254
Position 3173: 0.0019039259456870789
Position 1208: 0.0019012995340257736
Position 1348: 0.0017790478381266108
Position 13632: 0.0016976104604457401
Position 1535: 0.001203463211344259
Position 4605: 0.0011045524186762187
Position 4659: 0.001094915106262672
Position 5811: 0.0010447462337192124
Position 6010: 0.0008609041581130508
Position 747: 0.0006300664004784769
Position 453: 0.0005937726503901998
Position 2042: 0.0005040197403512705
Position 5919: 0.0005002455004441527
Position 8876: 0.0003117074948715085
Position 2040: 0.0002947117282324868
Position 578: 0.00021557120211901362
Position 2763: 0.00020808424094036633
Position 2860: 0.0002031176481199617
Position 682: 0.00019513379806503894
Position 7131: 0.00018203831329449086
Position 475: 0.00017824171984408152
Position 2811: 0.00017044547025959006
Position 3635: 0.00016858578392548595
Position 1512: 0.000134547396823457
Position 1456: 0.00011259913398535326
Position 1458: 0.00010584097795358492
Position 7135: 0.00010260615986983043
Position 829: 0.00010151926404931804
Position 1460: 9.405870464831391e-05
Position 96: 7.20602228010291e-05
Position 501: 6.905344810252343e-05
Position 90: 6.494740864329822e-05
Position 1606: 5.2468178593692935e-05
Position 1595: 4.221010007280305e-05
Position 795: 3.874734011880197e-05
Position 259: 3.419543072586376e-05
Position 1787: 3.3831874445634916e-05
Position 472: 3.377789599513115e-05
Position 459: 3.261924951069969e-05
Position 65: 2.5044553232281868e-05
Position 337: 2.485799739029679e-05
Position 1454: 1.8372361809972414e-05
Position 515: 1.6952582299645716e-05
Position 1304: 1.4611541374588116e-05
Position 1327: 1.4341737133080794e-05
Position 6054: 1.397828800803893e-05
Position 672: 1.3560729466351512e-05
Position 1375: 1.3320379411134027e-05
Position 35: 1.302294280428984e-05
Position 101: 1.1157630754250957e-05
Position 447: 7.794416162602258e-06
Position 957: 6.6336320160248405e-06
Position 1560: 6.0896327424760855e-06
Position 7292: 5.301404577453825e-06
Position 694: 4.428900332296396e-06
Position 1021: 2.4017530759910575e-06
Position 1824: 2.153138358329402e-06
Position 6584: 1.1488530967553175e-06
Position 1945: 1.127081681114627e-06
Position 2292: 1.0776385205586994e-06
Position 503: 1.0559658657214784e-06
Position 99: 5.608774325798531e-07
Position 230: 4.243450155063734e-07
Position 1989: 2.614386997269409e-07
Position 2049: 2.4540593228654975e-07
Position 480: 2.3659480679073778e-07
Position 257: 1.0339374197982763e-07
Position 46: 7.540807548374973e-08
Position 482: 5.3634046071071746e-08
Position 275: 4.934500491157979e-08
Position 526: 2.704203891425027e-08
Position 709: 1.5127004902343645e-08
Position 415: 1.0645694174176477e-08
Position 1437: 7.879792711500557e-09
Position 1041: 5.049617081582625e-09
Position 427: 3.597901123099209e-09
Position 228: 3.2607077889919566e-09
Position 623: 3.228722841648515e-09
Position 1087: 3.1344234424686176e-09
Position 5: 1.257285507302084e-09
Position 408: 5.098818806906555e-10
Position 544: 2.707868385125049e-10
Position 374: 7.533197747334825e-11
Position 2046: 6.344504066011999e-11
Position 2032: 5.823164261316079e-11
Position 554: 1.7690225053587245e-11
Position 595: 5.491977110521676e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1771: 0.7328502369652484
Position 5787: 0.7202356429791361
Position 15740: 0.20292238454029995
Position 14691: 0.18462005778420912
Position 15461: 0.12338379018685047
Position 5717: 0.11937608072439407
Position 8136: 0.07820593052725049
Position 9817: 0.07772303943641268
Position 10061: 0.07070027694486508
Position 11344: 0.06953096311056225
Position 1869: 0.05860431728421615
Position 8584: 0.04593368941241859
Position 10175: 0.04325153912386155
Position 16070: 0.04060346032457356
Position 18044: 0.038756617018480224
Position 16680: 0.038185106360838605
Position 615: 0.027438609955951692
Position 17695: 0.026300826517146565
Position 13432: 0.022710347546699344
Position 1691: 0.022110683223080314
Position 16616: 0.021788264580565823
Position 7183: 0.0212399435229706
Position 5810: 0.020636500986017835
Position 14911: 0.020480038331386865
Position 7714: 0.019088683854658436
Position 9657: 0.014612794800376125
Position 15872: 0.01430975591576757
Position 441: 0.013348275656774978
Position 5994: 0.012358091553186273
Position 13712: 0.01057002457502815
Position 18019: 0.010497821432126343
Position 2380: 0.008559450688984787
Position 11183: 0.008503925012402328
Position 17549: 0.008274503485970003
Position 12954: 0.008111002601245981
Position 11730: 0.008052485752636436
Position 15948: 0.007823843273725957
Position 1157: 0.007315353343283369
Position 8948: 0.007187959763003062
Position 2211: 0.006735279928842102
Position 8061: 0.005739015814433548
Position 415: 0.0056849229121335885
Position 10340: 0.005635491388117461
Position 13169: 0.005634871992884358
Position 333: 0.005201195014418275
Position 3116: 0.005005596378283588
Position 9485: 0.004936074437204675
Position 1927: 0.004647931816632702
Position 10908: 0.004536003708808022
Position 705: 0.0045186699418778035
Position 12610: 0.004474267024171315
Position 6177: 0.0043869048941656795
Position 1643: 0.004124212867513259
Position 14660: 0.004091261687816462
Position 5732: 0.004062770991537571
Position 13199: 0.0036447119160152156
Position 228: 0.0035030183152649336
Position 15217: 0.003326868440007393
Position 2406: 0.00330387931761229
Position 7243: 0.002892868955553207
Position 8379: 0.002759632846310082
Position 8461: 0.00272764764151126
Position 1874: 0.002648308107053285
Position 7620: 0.002394775901211682
Position 6862: 0.0022741436046724646
Position 14197: 0.0021558347846071454
Position 5820: 0.0021286936060821776
Position 8654: 0.002037797478637858
Position 225: 0.002033350821246277
Position 9521: 0.0019306600503928495
Position 362: 0.0019105273415038599
Position 13892: 0.0018611157875636907
Position 6997: 0.0018552738758080521
Position 575: 0.0017327843111185936
Position 3726: 0.0017099185125960042
Position 466: 0.0017053754655796504
Position 2386: 0.0015129557571272028
Position 7994: 0.0015079515675486095
Position 14626: 0.0014926698486099831
Position 14148: 0.0014639868782249437
Position 3087: 0.0014332283742709414
Position 9203: 0.0013235815345778697
Position 12563: 0.001309071341722933
Position 12224: 0.0012783109468092254
Position 13751: 0.0012665592966223803
Position 14271: 0.001216003965681135
Position 9506: 0.0012098274149213936
Position 7179: 0.0012062594370037092
Position 4559: 0.001186150104751143
Position 12271: 0.0011638736016950813
Position 10883: 0.0011592568967914191
Position 6400: 0.001061372930725384
Position 1132: 0.0009502360325054816
Position 11976: 0.000873702743826467
Position 5930: 0.0008618072351130213
Position 2555: 0.0007269007055724568
Position 1744: 0.0007229330369716192
Position 6201: 0.0007028285341074448
Position 744: 0.0006407137397476223
Position 5305: 0.0006273626478475501
Position 11497: 0.0006181330409344649
Position 4562: 0.000603311193833565
Position 10367: 0.0005906886510886534
Position 12148: 0.000582517203544179
Position 7546: 0.0005809785832364856
Position 10575: 0.0005588332360403735
Position 11467: 0.0005576196035385262
Position 9618: 0.0005565467974947679
Position 8094: 0.000523501849557202
Position 7916: 0.0005004558136336344
Position 7522: 0.0004890646640641077
Position 6782: 0.00044113711396751455
Position 10128: 0.000437166618977947
Position 2025: 0.00042598147741742946
Position 3043: 0.0004201495793736896
Position 3595: 0.0004032532021394316
Position 1893: 0.0004015749133136424
Position 690: 0.0003826974587821674
Position 10965: 0.00038223881136631796
Position 7330: 0.0003774706402617058
Position 4460: 0.0003647452461737424
Position 3073: 0.0003592400840702555
Position 11515: 0.0003471226696392304
Position 8580: 0.00033239559899202734
Position 257: 0.0003275638254286871
Position 11045: 0.0003239819124923389
Position 1322: 0.0003182065452589259
Position 1490: 0.0003092393669235991
Position 11254: 0.0003042764596933828
Position 2745: 0.0003029287556418928
Position 8794: 0.0002941733660864324
Position 10679: 0.0002937899526822013
Position 6350: 0.00028378749675189247
Position 8910: 0.0002832306328785419
Position 9097: 0.00028005135170019785
Position 3502: 0.00027315844655006696
Position 1296: 0.000271956245089051
Position 664: 0.0002594516011523634
Position 469: 0.00024920025727044967
Position 8740: 0.00023599873332820018
Position 10513: 0.00020776426268979823
Position 9042: 0.00020025173867085867
Position 10090: 0.00018140016584555042
Position 2382: 0.00017872187894490477
Position 5224: 0.0001768348301657669
Position 6487: 0.00017562782319776048
Position 8604: 0.0001624831454159673
Position 1347: 0.00015678506169742866
Position 6490: 0.00015322081015794784
Position 8156: 0.00014913875975639104
Position 4816: 0.00014325316257588906
Position 6330: 0.00014159512530572473
Position 8743: 0.00013848324573071923
Position 4857: 0.00013776396936380792
Position 9661: 0.00013762253019563943
Position 1512: 0.00013616810831730168
Position 9368: 0.00013109963400741083
Position 5428: 0.0001263068611884056
Position 7038: 0.0001239449605222671
Position 6946: 0.00011991438669045436
Position 8769: 0.00011981004303777433
Position 9401: 0.00011534869282386934
Position 1105: 0.00011448513646103292
Position 6812: 0.0001119571794317915
Position 1599: 0.0001091418397375322
Position 1790: 0.00010907936079384791
Position 6788: 9.398109575567084e-05
Position 1420: 8.664009745611583e-05
Position 4621: 8.532531263861316e-05
Position 2131: 8.30426771257722e-05
Position 268: 7.492341853055058e-05
Position 584: 7.225886162848174e-05
