Gene = SSR2
index = 1341
Annotated 5SS: [  72  947 2690 5999 9150]
Annotated 3SS: [  791  2590  5889  9071 11308]
SMsplice 5SS: [  72  947 9150]
SMsplice 3SS: [  840  9071 11308]
top_k =  1000
Partition function (log Z): -2.437136378625077

Sorted 5' Splice Sites (High to Low Probability):
Position 947: 0.969643776979433
Position 72: 0.931902733247975
Position 5999: 0.5375913186272973
Position 2690: 0.46815889938828775
Position 9150: 0.36457494210723956
Position 9186: 0.2984960885990917
Position 1879: 0.28738773526690664
Position 2828: 0.12350504444680867
Position 8575: 0.08987569839703469
Position 7658: 0.07198188545718105
Position 11480: 0.06427182581645238
Position 9244: 0.05437818765628013
Position 5807: 0.045500490420119805
Position 536: 0.04024347697660275
Position 2708: 0.03730854582159932
Position 2758: 0.02853098368799444
Position 9985: 0.024181194850504434
Position 741: 0.021593298759074276
Position 147: 0.019792549849378244
Position 8683: 0.016967163645159752
Position 2963: 0.016719078156839044
Position 6068: 0.01633541194552491
Position 2718: 0.015268401076252646
Position 4109: 0.013878104259570496
Position 623: 0.013595722539721326
Position 1173: 0.0083467432846215
Position 6650: 0.006862668337399489
Position 1156: 0.006463637197728243
Position 9473: 0.005644571726088221
Position 10331: 0.005360329315040266
Position 10830: 0.004953669873776526
Position 8565: 0.004749137328117512
Position 326: 0.00402608898863279
Position 336: 0.003931276642868595
Position 11501: 0.0036477133913272236
Position 8862: 0.0034017231526881813
Position 7793: 0.003207451434462754
Position 6707: 0.0028673672506778387
Position 4325: 0.0028410982383982957
Position 233: 0.0025467609174685386
Position 694: 0.0024509075619945793
Position 4319: 0.0022571336848243345
Position 9259: 0.0021869190557814422
Position 454: 0.001982032428466951
Position 361: 0.001972769277162346
Position 8984: 0.001797190212334505
Position 4491: 0.0017849531023240988
Position 11692: 0.0015257412413743668
Position 2843: 0.0013528639034488422
Position 759: 0.0010993252170730982
Position 10955: 0.0010013204589359075
Position 2515: 0.0009896902803596037
Position 10747: 0.0008945141848166265
Position 1765: 0.0008944022252878103
Position 121: 0.0007420127784106196
Position 9755: 0.0007049000616588028
Position 10079: 0.0007005618111146824
Position 4121: 0.0006603127291092998
Position 3663: 0.000622658985574806
Position 8835: 0.0006159216142030153
