Gene = MEPCE
index = 835
Annotated 5SS: [2059 3507 3759]
Annotated 3SS: [3287 3631 3870]
SMsplice 5SS: [2059 3507 3759]
SMsplice 3SS: [3287 3631 3870]
top_k =  1000
Partition function (log Z): -1.279725563681405

Sorted 5' Splice Sites (High to Low Probability):
Position 3759: 0.996472060550967
Position 3507: 0.969438987039704
Position 2059: 0.7604217710693851
Position 580: 0.20596881306398435
Position 152: 0.08635834208447184
Position 131: 0.06052942576243772
Position 2969: 0.051954186164594185
Position 904: 0.040994923422859056
Position 167: 0.030123041564143416
Position 1656: 0.029727569519710173
Position 584: 0.02962920427784794
Position 4003: 0.02703937524825326
Position 27: 0.02276768664414172
Position 850: 0.022629953860688817
Position 110: 0.022479021934734385
Position 1916: 0.020832911710415188
Position 1223: 0.01886941079203949
Position 1673: 0.017996379229885257
Position 424: 0.01778316083806925
Position 180: 0.017558209907710693
Position 224: 0.01691801139999769
Position 3190: 0.016604092653668696
Position 333: 0.013062126317367348
Position 189: 0.012813091727186492
Position 3371: 0.011501117779148588
Position 2925: 0.011477302377906664
Position 2095: 0.010966937695797293
Position 128: 0.01083417265635565
Position 481: 0.010826534574948256
Position 1000: 0.009295600342484712
Position 2906: 0.007822355891094519
Position 845: 0.007638719860456377
Position 1798: 0.007473739317791744
Position 2472: 0.007219839659167796
Position 1629: 0.006601488202614605
Position 1066: 0.003937250182777775
Position 2717: 0.0033558475317087
Position 1779: 0.003007320036503688
Position 542: 0.002956844604140598
Position 318: 0.002672712031021893
Position 2174: 0.002564269654625939
Position 4383: 0.002544633197666172
Position 3206: 0.0020265565748083204
Position 3289: 0.0019301664655709627
Position 721: 0.0017554033322315266
Position 1747: 0.0015041135378288074
Position 2220: 0.0014117052879683662
Position 172: 0.0013303577962712502
Position 3476: 0.0010923531991951587
Position 3456: 0.0009553941294170865
Position 211: 0.0008729351296787736
Position 2973: 0.0006264455178845647
Position 3482: 0.0005596422576947853
Position 67: 0.0005373522911150168
Position 3943: 0.0005184941720078981
Position 3224: 0.00042823509953775934
Position 536: 0.000420192216269453
Position 3338: 0.0004056376726144715
Position 2133: 0.0003765333819395843
Position 3993: 0.00032534264391476683
Position 3375: 0.0003218898662040629
Position 3566: 0.0003140615588388933
Position 4215: 0.0002745961485803894
Position 3157: 0.0002482210843422455
Position 2391: 0.00023568354785768398
Position 3945: 0.0001944387564384056
Position 23: 0.00019245843288212195
Position 3707: 0.0001583804441940825
Position 1500: 0.00013305732529137008
Position 1374: 0.0001302274362100513
Position 4349: 0.00012097768671496028
Position 2754: 0.00011270292370786342
Position 687: 0.00010840506918419393
Position 1372: 9.017592502545635e-05
Position 761: 8.90244622507373e-05
Position 1163: 8.137679096246549e-05
Position 3110: 7.422672353543266e-05
Position 183: 7.032118163308308e-05
Position 3768: 4.559448806279641e-05
Position 3511: 3.4718563242026704e-05
Position 4122: 1.738307792600321e-05
Position 1135: 1.542808673075951e-05
Position 3516: 1.2544111095922047e-05
Position 3348: 1.2265076075453376e-05
Position 3679: 1.2151807385356272e-05
Position 917: 1.064908336050438e-05
Position 564: 9.593793685408494e-06
Position 4181: 9.415492395795662e-06
Position 1369: 8.786441567086778e-06
Position 456: 7.805729585301088e-06
Position 3413: 6.404881355037275e-06
Position 3345: 6.0235923594979005e-06
Position 4029: 4.3354824977402456e-06
Position 3731: 4.108047167945371e-06
Position 1520: 3.5037734749597497e-06
Position 3790: 3.3012260477503467e-06
Position 3887: 3.2126546495736762e-06
Position 623: 3.118010025263551e-06
Position 31: 3.089558119192465e-06
Position 1400: 2.396619819891942e-06
Position 56: 2.3831809900246637e-06
Position 1032: 2.2125884111230593e-06
Position 59: 1.4000415310892999e-06
Position 533: 1.2213405273103764e-06
Position 3924: 1.1716858062131246e-06
Position 3777: 1.1528330455854585e-06
Position 18: 8.733680422540055e-07
Position 1874: 8.496431759481877e-07
Position 620: 7.52276025207218e-07
Position 134: 6.994814947203193e-07
Position 417: 5.405273426153211e-07
Position 1106: 4.0855653107573784e-07
Position 77: 3.503624122420364e-07
Position 1229: 3.127382304843709e-07
Position 268: 2.6218958373419166e-07
Position 3832: 1.086090484022429e-07
Position 3995: 5.059274019712777e-08
Position 3805: 1.851746638591036e-09
Position 205: 1.1564790176076753e-09
Position 80: 1.0804827221083958e-09
Position 4130: 7.869224568760081e-10
Position 3684: 5.651222053775521e-10
Position 355: 3.006992797071497e-10
Position 34: 2.3506402394915462e-11
Position 545: 4.2873432177052485e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 3631: 0.9988143664098768
Position 3870: 0.9292127913738722
Position 3287: 0.8979292177313518
Position 1887: 0.19250782100502511
Position 1976: 0.15572411320177473
Position 2002: 0.11509098236320084
Position 3361: 0.07362900808349922
Position 2846: 0.05721462565749668
Position 1398: 0.02891868125082809
Position 4079: 0.020414058997958454
Position 4261: 0.017697440887781062
Position 4204: 0.01654059506736152
Position 3055: 0.014140134616095115
Position 1597: 0.013911490636991194
Position 3258: 0.012680402596199968
Position 4417: 0.007529814918081869
Position 4110: 0.00669810163421788
Position 2361: 0.00638914120266391
Position 1960: 0.006278872228291727
Position 2614: 0.006214191064564327
Position 4029: 0.0062032697880826685
Position 3902: 0.005331300943263702
Position 4473: 0.005227051020764244
Position 1732: 0.004910958007214138
Position 1600: 0.0036505836075942364
Position 1866: 0.0033828391661807214
Position 2547: 0.0030751746752656927
Position 2651: 0.0027401191039589114
Position 3086: 0.0027268742484750108
Position 3878: 0.002645055819994749
Position 1944: 0.002446757597214268
Position 1701: 0.002034347558397725
Position 4155: 0.0020051038676322723
Position 1779: 0.0018629266692280692
Position 3831: 0.0016128880043332534
Position 4052: 0.0015983328203321042
Position 2677: 0.001582977929012826
Position 2891: 0.0014412561188685575
Position 1158: 0.001415833647590265
Position 3009: 0.0011695420083126771
Position 4312: 0.0011415775200575044
Position 2780: 0.0011285756986648752
Position 3089: 0.0009782764959760093
Position 2697: 0.0009114590904767257
Position 3462: 0.0007956570112674703
Position 4299: 0.0006724433131195842
Position 3916: 0.0006445500148767471
Position 1949: 0.0006276064178842581
Position 3398: 0.0005907463712583041
Position 1912: 0.0005506091432399026
Position 3939: 0.0005102915136502488
Position 4452: 0.0004992581704558499
Position 2511: 0.0004879014124895153
Position 4056: 0.0004540318450197652
Position 1914: 0.00044718770965727824
