Gene = LPGAT1
index = 790
Annotated 5SS: [  200  1714 37701 43141 47544 51855 79812]
Annotated 3SS: [ 1448 37581 43044 47269 51727 79704 80721]
SMsplice 5SS: [  200   590  1714  3967 15300 23263 37701 43141 47131 47544 51855 57570
 79812]
SMsplice 3SS: [  441  1448  3870 15225 23127 37581 43044 46957 47269 51727 57473 79704
 80721]
top_k =  1000
Partition function (log Z): -35.816992286582206

Sorted 5' Splice Sites (High to Low Probability):
Position 15300: 0.9978404399999503
Position 590: 0.861531902870813
Position 23263: 0.8255814840323114
Position 200: 0.8238823638258209
Position 3967: 0.6966896210559447
Position 11987: 0.5808288364894897
Position 9203: 0.5367072904429931
Position 1714: 0.5215225197101891
Position 9035: 0.4390355141133913
Position 11423: 0.3622551810035648
Position 20057: 0.35468240658390277
Position 1627: 0.3464419061565517
Position 1161: 0.256101278725284
Position 335: 0.1646517271158827
Position 22689: 0.15972287269415325
Position 23053: 0.11138743073494334
Position 11089: 0.1009046383707582
Position 1538: 0.06009429455468436
Position 5289: 0.03883199111602827
Position 4397: 0.0365557847862583
Position 1697: 0.03292749433409648
Position 1323: 0.03159730722871596
Position 7285: 0.025199353587318774
Position 9210: 0.024202823035795816
Position 6022: 0.021307587209547976
Position 857: 0.02068229319990664
Position 1007: 0.02051695339303576
Position 4581: 0.020270111866804257
Position 3325: 0.019429827400706243
Position 7318: 0.01620705722922787
Position 3790: 0.013305833259118006
Position 11820: 0.012550440463363606
Position 2623: 0.011206570990883392
Position 1640: 0.0092172481498107
Position 2995: 0.008624212249600352
Position 2036: 0.007537558605825846
Position 3126: 0.006884220119893674
Position 1917: 0.00597638947126346
Position 3778: 0.004883075986276098
Position 728: 0.004776216828461564
Position 2204: 0.004663523415395868
Position 1151: 0.0034822056250358095
Position 1240: 0.003030880813089479
Position 2999: 0.0027996392890244563
Position 1680: 0.0021828656791750244
Position 3386: 0.0021561186076100034
Position 1021: 0.0020230812803453176
Position 1593: 0.0016671715202206806
Position 3719: 0.0016038256084418318
Position 1521: 0.0012640929799757864
Position 988: 0.0008697691257354383
Position 3161: 0.000804979398905841
Position 3792: 0.0006789438183763126
Position 404: 0.0006692970226920725
Position 2938: 0.0006473671064872603
Position 2656: 0.0006107977218735731
Position 1997: 0.0005788387575811346
Position 3283: 0.00044457892078684743
Position 944: 0.0004353869743139306
Position 1634: 0.0004350204965173173
Position 1720: 0.00038454572186759394
Position 1028: 0.00037582437584509086
Position 3445: 0.00027185704502015055
Position 3808: 0.00025371699804688344
Position 1101: 0.00020464574552279453
Position 1384: 0.00020358045957525318
Position 18785: 0.00016032698542020398
Position 679: 0.00014028508854555354
Position 1388: 9.766503430242694e-05
Position 4590: 7.544209128668393e-05
Position 457: 5.947231158611894e-05
Position 280: 5.071349268607952e-05
Position 1364: 5.0706047987293046e-05
Position 397: 4.430600053936699e-05
Position 11223: 4.2688410305830465e-05
Position 45: 3.828220802825326e-05
Position 1001: 3.451261507545592e-05
Position 1064: 2.280424214177439e-05
Position 574: 1.92700300221865e-05
Position 1551: 1.8236558903099135e-05
Position 1261: 1.8225953830934008e-05
Position 514: 1.7578856134797164e-05
Position 5505: 1.7382912691584348e-05
Position 1133: 1.7301705315310126e-05
Position 1004: 1.2618368474398539e-05
Position 1058: 9.989880671500002e-06
Position 1566: 9.57073632911772e-06
Position 218: 8.101837882309002e-06
Position 5422: 6.051381587577521e-06
Position 282: 4.966074812497935e-06
Position 4075: 3.710094052395703e-06
Position 4067: 3.41273491372683e-06
Position 3813: 3.2603831282506662e-06
Position 1658: 3.0748960462036977e-06
Position 2469: 1.7889588219155846e-06
Position 1617: 1.3371803368593748e-06
Position 1220: 1.069352542167863e-06
Position 2823: 9.54286257446332e-07
Position 10: 8.669689819943624e-07
Position 2627: 8.109897967767524e-07
Position 2779: 6.860792067278131e-07
Position 2666: 5.953003983220523e-07
Position 1983: 5.808942322882563e-07
Position 1470: 4.036159478086539e-07
Position 293: 2.4853240618279734e-07
Position 5295: 2.2738519505907622e-07
Position 756: 2.2521330958199862e-07
Position 990: 9.301118462124647e-08
Position 288: 8.946354144705794e-08
Position 2636: 7.690654536057294e-08
Position 285: 3.4163189821458134e-08
Position 434: 3.108258714190522e-08
Position 417: 6.572776672481939e-09
Position 807: 1.6622460123805093e-09
Position 426: 3.02691930418618e-11
Position 2028: 7.80842540551801e-14
Position 1893: 6.84494879663044e-14
Position 2148: 5.890722266435298e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 15225: 0.9981034401959865
Position 1448: 0.8503450216821336
Position 441: 0.8469358569498648
Position 23127: 0.8005130653354252
Position 8938: 0.7091200455914478
Position 3870: 0.6834598337495124
Position 27676: 0.38551957328717895
Position 11872: 0.3265570238006495
Position 31839: 0.319855318900499
Position 19947: 0.2792760989764448
Position 9116: 0.2507667571540962
Position 1085: 0.23841930778928055
Position 11899: 0.23180368133330706
Position 11287: 0.22014319851661363
Position 22424: 0.17739873696145192
Position 22987: 0.16187401949350594
Position 11307: 0.14228079456496154
Position 27261: 0.10910116955166871
Position 11005: 0.0796683802310904
Position 28471: 0.051921252292822934
Position 1452: 0.049210611597097345
Position 19919: 0.049169762834698844
Position 1427: 0.04443459177375009
Position 8991: 0.04012361304726533
Position 11591: 0.03580342466630578
Position 7169: 0.030300970051905
Position 3645: 0.027514508656641193
Position 5182: 0.025301732470558932
Position 20025: 0.024932346480789843
Position 4300: 0.024863130764800942
Position 756: 0.023681647957341692
Position 1607: 0.023335302601043367
Position 3215: 0.022016155685053246
Position 10719: 0.02152350338077316
Position 958: 0.020039559737367867
Position 5929: 0.0162180225725612
Position 1864: 0.014893220857132234
Position 4460: 0.0148061618948146
Position 903: 0.014400292936417213
Position 23947: 0.014192116372432277
Position 564: 0.013608314615851016
Position 1247: 0.0125342221206891
Position 5246: 0.012462809476745258
Position 2507: 0.011395469931319478
Position 7153: 0.011105890639209045
Position 19965: 0.010857313983146153
Position 2895: 0.010241275569139488
Position 23996: 0.008372992936984248
Position 24519: 0.0072405540602221395
Position 4264: 0.006085584946826209
Position 22276: 0.006022413097301785
Position 995: 0.0056560884641008585
Position 19519: 0.0052984590245562495
Position 23904: 0.0048522687960724144
Position 3021: 0.004557562711363026
Position 485: 0.004365755012687997
Position 26428: 0.004310895415788557
Position 873: 0.004298640330911033
Position 3913: 0.003841893305611918
Position 25722: 0.0035032678648971916
Position 2732: 0.0032512739870055127
Position 3633: 0.0031961524762110917
Position 5655: 0.003135819148113346
Position 4420: 0.0029185573690413426
Position 25063: 0.0027670712326820766
Position 1674: 0.002753687024392984
Position 861: 0.0025493492120262726
Position 23523: 0.0024848168907737585
Position 4470: 0.0024203043650144937
Position 23394: 0.002302613411753139
Position 1497: 0.0021456110914399246
Position 16888: 0.0020316537299580307
Position 1133: 0.00200842156950919
Position 24372: 0.0019595574540501215
Position 17877: 0.0019005936953818672
Position 1650: 0.0018327369554170573
Position 2862: 0.001806885340571939
Position 4339: 0.001743632246134641
Position 5835: 0.0017097470718284947
Position 1977: 0.0015013117755275352
Position 977: 0.0014536033493067352
Position 23834: 0.0013811488306006618
Position 964: 0.0013501855391938116
Position 15535: 0.0013203822041778644
Position 445: 0.0013001357071299575
Position 18581: 0.0012340791254520922
Position 5116: 0.0010865953173944565
Position 18508: 0.0009696173986829502
Position 1494: 0.0009684291517819175
Position 2009: 0.0009254330618780733
Position 17707: 0.0009124343344885463
Position 2063: 0.000792593313531957
Position 18919: 0.0007773987663357556
Position 4279: 0.0007488192752257051
Position 4307: 0.0007132514464380979
Position 4271: 0.0006388424503733964
Position 17684: 0.0005991261144907761
Position 1141: 0.0005731069538806598
Position 16266: 0.0005634325695327578
Position 16950: 0.0005562130593602031
Position 3664: 0.0005104774840627864
Position 16098: 0.0004901053599745453
Position 17311: 0.00047177340819307313
Position 1111: 0.00045241701226972353
Position 942: 0.00044729954608336555
Position 4313: 0.00043645620278153424
Position 17540: 0.00040013155582289245
Position 403: 0.00039025697561536845
Position 1092: 0.0003796912242645437
Position 960: 0.00036583064179031733
Position 20906: 0.0003333866635321039
Position 5872: 0.0003156853235844143
Position 1456: 0.0002776312727371084
Position 20512: 0.0002750829425031461
Position 18220: 0.0002742351795695261
Position 1399: 0.00026553038931767
Position 2320: 0.0002579719156301918
Position 4344: 0.00025747903285662
Position 16455: 0.0002465358867151989
Position 15902: 0.0002430129544828703
Position 1049: 0.0002346487321391067
Position 1527: 0.00023336188821603863
Position 933: 0.00022618564846669704
Position 17209: 0.00021479254340329916
Position 1929: 0.000201145538345383
Position 4486: 0.00019216580876410587
Position 18610: 0.00015954908901904118
Position 2088: 0.0001514877080480858
Position 1627: 0.00015089761404225483
Position 15540: 0.00012635560686418996
Position 16361: 0.00012151975260522608
Position 13204: 0.0001182274182138337
Position 2514: 0.00010819026799652354
Position 2998: 8.071246847566592e-05
Position 2995: 7.012836594652629e-05
Position 1313: 6.825375125859796e-05
Position 1798: 6.403018170983542e-05
Position 13228: 6.399541188125043e-05
Position 1747: 6.324073186230954e-05
Position 7556: 6.0580707603571866e-05
Position 2590: 5.8804730496871334e-05
Position 2899: 5.7888188927731456e-05
Position 17015: 5.666983567073234e-05
Position 1713: 5.1415425424420174e-05
Position 2165: 4.481776823557414e-05
Position 14334: 3.529055871862685e-05
Position 1151: 3.238812987545261e-05
Position 16128: 3.217648233319477e-05
Position 12432: 3.018482171513801e-05
Position 654: 2.6783919521443438e-05
Position 1100: 2.3676740182924967e-05
Position 5381: 1.990616272448387e-05
Position 589: 1.695673556056387e-05
Position 9961: 1.6940704432059227e-05
Position 1028: 1.6330406095356877e-05
Position 10180: 1.5962670099842843e-05
Position 12291: 1.5560319459493086e-05
Position 1014: 1.5371131932003322e-05
Position 966: 1.5186088052427005e-05
Position 12250: 1.5141800757889009e-05
Position 9347: 1.4836786745874335e-05
Position 1311: 1.3958536256778013e-05
Position 12332: 1.2424722264759484e-05
Position 4815: 1.2309466131805033e-05
Position 305: 1.039473147813279e-05
Position 1115: 1.033288789315238e-05
Position 312: 1.0211830052074835e-05
Position 1020: 9.833355118104926e-06
Position 460: 7.616974017640021e-06
Position 7997: 6.851116993610462e-06
Position 9519: 6.237829771675035e-06
Position 7721: 5.218214156569606e-06
Position 4080: 4.144567127078787e-06
Position 276: 3.9729889845430444e-06
Position 1155: 3.228039706946801e-06
Position 6859: 2.968863300566588e-06
Position 8391: 2.73918402014474e-06
Position 6453: 2.5240621781563614e-06
Position 4194: 2.4505791213516803e-06
Position 594: 2.3289706129864276e-06
Position 1011: 2.221371713850038e-06
Position 417: 2.1453864757073072e-06
Position 1872: 2.0235695529678076e-06
Position 2552: 1.7269914954135646e-06
Position 3186: 1.6722955247031817e-06
Position 1843: 1.502756373746099e-06
Position 9833: 1.5003216877989762e-06
Position 6300: 1.4872201216723726e-06
Position 4152: 1.2842732299764468e-06
Position 8730: 1.2427219736119334e-06
Position 2121: 1.2150206606266193e-06
