Gene = PODXL
index = 1047
Annotated 5SS: [  348 45780 46372 47243 47657 50029 50348 50740]
Annotated 3SS: [45173 46275 47021 47578 49880 50285 50571 52098]
SMsplice 5SS: [  348 10610 22541 50029 50348 50740]
SMsplice 3SS: [10377 22390 49880 50285 50571 52101]
top_k =  1000
Partition function (log Z): -22.209943478027583

Sorted 5' Splice Sites (High to Low Probability):
Position 348: 0.9827255622258065
Position 10610: 0.9548127417754539
Position 22541: 0.9041060898262046
Position 2731: 0.5722953312504524
Position 13902: 0.40979591269200155
Position 7054: 0.22944801811550217
Position 916: 0.2287777146091994
Position 926: 0.17158305232743723
Position 6848: 0.11999097659649241
Position 22519: 0.057534699536226044
Position 7352: 0.05698456901695383
Position 22999: 0.05651551346849801
Position 22806: 0.056267388638652216
Position 4343: 0.048959743943531066
Position 2131: 0.033878650688149645
Position 10671: 0.02960596529711038
Position 862: 0.026536854302934718
Position 12945: 0.025065318005915438
Position 5729: 0.024194916422404057
Position 1304: 0.023677381629325384
Position 5602: 0.023226246093862347
Position 6676: 0.02077145192200006
Position 1411: 0.020623490456667348
Position 1614: 0.018979104984473544
Position 1023: 0.018219989895605117
Position 807: 0.014247979933950376
Position 534: 0.012297206430724985
Position 22475: 0.009846200427261469
Position 1433: 0.00887062688185953
Position 23263: 0.007879174006388903
Position 8697: 0.00669817007364305
Position 8388: 0.006019494509620143
Position 842: 0.0049839159947795055
Position 7556: 0.004485217167915973
Position 8944: 0.003228584733274649
Position 1786: 0.003143527007015848
Position 9028: 0.003060024142617956
Position 1190: 0.00300705373185666
Position 22477: 0.0027593622032868574
Position 873: 0.0027361454471156003
Position 9124: 0.002381738901170046
Position 1740: 0.002165165260938284
Position 22656: 0.002072135855498708
Position 1634: 0.0009232130678941029
Position 12793: 0.0008356509826223269
Position 2441: 0.0007409854502677969
Position 1661: 0.0006669820721753098
Position 628: 0.0006599074334451636
Position 1251: 0.0006364134988539197
Position 1425: 0.00058374797768539
Position 1866: 0.0005625044939603977
Position 2576: 0.0005193293403884889
Position 7757: 0.0005062777262415201
Position 1007: 0.0004492674481586501
Position 2205: 0.00040543574682513184
Position 878: 0.0003858275042560921
Position 15949: 0.00033395093511311825
Position 2507: 0.0003085237545265568
Position 2182: 0.000301684458994129
Position 5591: 0.0002979422701741356
Position 1360: 0.0002881315106150823
Position 3154: 0.00023527316956423655
Position 3130: 0.00021964788996003176
Position 4570: 0.0001969076067220489
Position 3573: 0.00018936503365345124
Position 2217: 0.00017472750377069325
Position 2108: 0.00016784097792697135
Position 5783: 0.0001540067593339295
Position 632: 0.0001500326684865341
Position 1745: 0.0001384667519727033
Position 621: 0.00013487229628888743
Position 1723: 0.00013415096897404432
Position 5422: 0.00012859320182857765
Position 14558: 0.00011874213808547174
Position 557: 6.465365305437535e-05
Position 15554: 3.492859883289664e-05
Position 588: 1.5674325784203887e-05
Position 365: 1.0994328025595388e-05
Position 581: 1.0646462090664318e-05
Position 440: 8.393348748093534e-06
Position 393: 6.763279397497219e-06
Position 4202: 5.818560653035364e-06
Position 3330: 5.480599242098483e-06
Position 852: 5.1813291180419804e-06
Position 12660: 4.873805483203743e-06
Position 2947: 4.775342674204066e-06
Position 11659: 4.554538198085413e-06
Position 1363: 3.126679339710701e-06
Position 880: 1.7411823377304924e-06
Position 971: 1.5858687271064285e-06
Position 965: 1.1291728732552382e-06
Position 1281: 9.410363965235425e-07
Position 739: 8.555665348534872e-07
Position 352: 7.859832498514554e-07
Position 549: 7.629627203846939e-07
Position 1129: 5.784430584872325e-07
Position 742: 5.355548550130959e-07
Position 437: 5.20214432395147e-07
Position 472: 3.437439567863879e-07
Position 719: 2.0598939630881507e-07
Position 982: 1.7019954514425378e-07
Position 930: 1.5950478142909649e-07
Position 1063: 1.0669312226778046e-07
Position 1341: 1.0005175709829105e-07
Position 286: 8.993275467306148e-08
Position 1047: 7.35698573078818e-08
Position 289: 5.619836248411489e-08
Position 385: 4.85401417556278e-08
Position 746: 4.6946343907253035e-08
Position 313: 2.8838991240854277e-08
Position 794: 2.682923189592464e-08
Position 325: 1.8086943305283552e-08
Position 331: 1.550568808758951e-08
Position 319: 1.5098074239659616e-08
Position 752: 4.15039426392893e-09
Position 744: 1.917351333321614e-09
Position 923: 3.1642944618571773e-10
Position 717: 5.569056902516245e-11
Position 310: 1.159954434052295e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 22390: 0.8380153883157755
Position 10377: 0.6547297423225735
Position 2600: 0.5219010853077807
Position 762: 0.45053955170430254
Position 10505: 0.3303310482002066
Position 6753: 0.29578230416349977
Position 22926: 0.22993937178655727
Position 13670: 0.21407851865398295
Position 24050: 0.1755827263356093
Position 22311: 0.14190631061600759
Position 22701: 0.13207138218180153
Position 13839: 0.11026419778287602
Position 27765: 0.09898816585099357
Position 23645: 0.09379283631762418
Position 13774: 0.08574976630965811
Position 30349: 0.06953955672811944
Position 27442: 0.06247598881882633
Position 23141: 0.05432974973495874
Position 7273: 0.05198565180183618
Position 7006: 0.044720347096822266
Position 23787: 0.04104844555362338
Position 1189: 0.03835821334441134
Position 1965: 0.027675142356769288
Position 12885: 0.026522990143265538
Position 1509: 0.026312807588315116
Position 4294: 0.025899982911740435
Position 5529: 0.025110412025270302
Position 27327: 0.022961508335139266
Position 5441: 0.02161282469980508
Position 6471: 0.020796034394758158
Position 29535: 0.019905831001319468
Position 23589: 0.019368139190051575
Position 2440: 0.016841087237470367
Position 4223: 0.016677299414084888
Position 23027: 0.015019460300596057
Position 2571: 0.012343029805128088
Position 1222: 0.012205815443698682
Position 24532: 0.011467451772816703
Position 28094: 0.011435042180837133
Position 2623: 0.009751546665296967
Position 24174: 0.009415766893148695
Position 6865: 0.009041962521136676
Position 8691: 0.008455873697470948
Position 8935: 0.006946000088003823
Position 23111: 0.006620002171530109
Position 4105: 0.006513650074254572
Position 7177: 0.006195817885229064
Position 859: 0.00616921491170543
Position 8234: 0.006027653378332775
Position 22998: 0.005913730567948004
Position 2401: 0.005358870904912374
Position 22767: 0.005151629465119131
Position 26633: 0.0051392557533888284
Position 1089: 0.003855822644282252
Position 22580: 0.0030610139744037873
Position 21893: 0.0030330480119506627
Position 2025: 0.0025810342087298705
Position 15806: 0.002571213321207748
Position 2084: 0.0024247625378128732
Position 2522: 0.002352456039220068
Position 22841: 0.0021724597029399383
Position 19097: 0.0021354848462458095
Position 2691: 0.0020287883363894277
Position 2575: 0.0020192979668592573
Position 1348: 0.0016855844331205771
Position 7381: 0.0016634187004580855
Position 7493: 0.0016434372260465061
Position 23719: 0.001581049344664932
Position 17329: 0.0013541870889966646
Position 5325: 0.0012980157247111008
Position 610: 0.0012381539705202656
Position 15422: 0.0011945956128480663
Position 525: 0.001183809336092823
Position 915: 0.0011327689367147255
Position 15723: 0.0010865829242136795
Position 455: 0.001078050928266452
Position 12633: 0.0010361039754907483
Position 18496: 0.0008855604780425642
Position 21148: 0.0008335674941731359
Position 1007: 0.0007792802655152252
Position 418: 0.0007399237930291172
Position 2661: 0.0006745686518419072
Position 2062: 0.0006447945645051282
Position 1986: 0.0006250583752778785
Position 944: 0.0006127708118247947
Position 14332: 0.0005748919010757017
Position 10959: 0.000557867015188632
Position 17760: 0.0005529175043762831
Position 7552: 0.00050897397883295
Position 1094: 0.0004274593015489474
