Gene = PHPT1
index = 1023
Annotated 5SS: [ 497 1044]
Annotated 3SS: [ 918 1660]
SMsplice 5SS: [497]
SMsplice 3SS: [1660]
top_k =  1000
Partition function (log Z): -8.861331522232243

Sorted 5' Splice Sites (High to Low Probability):
Position 497: 0.5387707292096559
Position 399: 0.3431323913747189
Position 1467: 0.2691863445022119
Position 970: 0.2691357623441851
Position 1044: 0.26432961105041064
Position 1423: 0.05292843777024251
Position 1526: 0.0358471014221142
Position 480: 0.03109658682993763
Position 307: 0.017333295061085326
Position 203: 0.01713857803831089
Position 302: 0.015258634519898163
Position 1028: 0.013510178864534492
Position 1630: 0.011594701861064264
Position 196: 0.008377049993868709
Position 180: 0.00469297533763642
Position 1166: 0.0034007535114192935
Position 466: 0.0030243986073247974
Position 1485: 0.0026163306657653726
Position 1609: 0.0025466171293657015
Position 1727: 0.0015669249042662991
Position 1711: 0.0008282002663285037
Position 1517: 0.0005425533796257855
Position 1530: 0.000536187509246177
Position 679: 0.0003879897463461155
Position 1242: 0.00036979421076598594
Position 662: 0.0003630008008304383
Position 822: 0.00020572868752938495
Position 1578: 0.00018193553240736774
Position 751: 0.00016010711799289634
Position 254: 0.00013978356366361208
Position 801: 0.0001337052081056618
Position 50: 0.00011852674264014141
Position 489: 9.938323091789442e-05
Position 285: 7.292326875183403e-05
Position 403: 5.405140355002124e-05
Position 415: 3.7512896841350644e-05
Position 938: 2.810144504921248e-05
Position 1006: 1.784005762389242e-05
Position 122: 1.1287446106668642e-05
Position 1155: 9.943195887987149e-06
Position 976: 8.582750868440582e-06
Position 1082: 7.973336890869408e-06
Position 646: 4.264912778734004e-06
Position 343: 4.045469753253181e-06
Position 1352: 2.158737142620007e-06
Position 188: 2.137254913357967e-06
Position 1026: 4.945137274070154e-07
Position 725: 4.869589976183181e-07
Position 936: 4.482741019218089e-07
Position 370: 4.4699866873029434e-07
Position 697: 1.5183615905314256e-07
Position 84: 1.1154248826565446e-07
Position 780: 6.467620915082875e-08
Position 733: 5.24823974720877e-08
Position 257: 4.7705162355059484e-08
Position 622: 1.5304016273732393e-08
Position 41: 1.4015874487483403e-10
Position 7: 7.323594158252635e-11
Position 974: 4.585199115308192e-12
Position 391: 9.052978012122998e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1346: 0.4263015646487863
Position 1660: 0.3892734223031126
Position 918: 0.2871164003227531
Position 1828: 0.21641209348754184
Position 878: 0.21155190916715905
Position 1544: 0.0952885160141038
Position 1411: 0.04660766533145327
Position 661: 0.046053244682017026
Position 1445: 0.028317937766922513
Position 399: 0.016776026305904895
Position 722: 0.015445676920357391
Position 1190: 0.013487453852938388
Position 1164: 0.011880848003425861
Position 1408: 0.01018835114008112
Position 725: 0.010076149239949409
Position 1312: 0.009115090582233287
Position 786: 0.008355541904611206
Position 1004: 0.005483274976899695
Position 1678: 0.004922516322245769
Position 269: 0.004614775818080036
Position 841: 0.004203151385684812
Position 1855: 0.003910867085338989
Position 1323: 0.003799923223974222
Position 887: 0.0034027516639892254
Position 1075: 0.003242085486717523
Position 1132: 0.0029618752566813395
Position 672: 0.0024440831440390356
Position 1784: 0.002357961425344039
Position 1260: 0.0020456596650877475
Position 1629: 0.0020404486951833625
Position 451: 0.0017784563730883014
Position 858: 0.0017548691389040539
Position 1602: 0.0015538368438357086
Position 1880: 0.0015488208423016644
Position 285: 0.0013855887243780158
Position 1787: 0.0013011408275208117
Position 1054: 0.0010971495327652399
Position 1348: 0.001068928074735427
Position 1499: 0.0010243641571969055
Position 953: 0.0008830305495176018
Position 900: 0.0008760531175325198
Position 936: 0.0008424740032946073
Position 1893: 0.0008098832696057549
Position 1295: 0.0006674099125583465
Position 1352: 0.0006105640255224354
Position 625: 0.0005836129294876238
Position 1222: 0.0005766728932065256
Position 816: 0.0004813846918767998
Position 1622: 0.00044657980202707963
Position 646: 0.0004205630015817974
Position 956: 0.00041276515088604064
Position 1374: 0.0002796101626865276
Position 1176: 0.00022458327238341255
Position 1006: 0.00022208473848810785
Position 1466: 0.0001945433627266752
Position 733: 0.0001836313263142624
Position 693: 0.000150509163068745
Position 1082: 0.00011636618686814245
