Gene = FPGS
index = 564
Annotated 5SS: [ 188 1539 1678 1826 4213 4412 4608 4814 5437 5831 6015 6960 7232 8137]
Annotated 3SS: [ 1409  1623  1760  4097  4333  4545  4710  5358  5682  5924  6808  7155
  8069 10319]
SMsplice 5SS: [  282  1539  1678  1923  4238  4412  4608  4814  5437  5831  6015  6960
  7232  8137 10449]
SMsplice 3SS: [ 1439  1623  1760  4116  4333  4545  4710  5358  5682  5924  6808  7155
  8069 10319 10966]
top_k =  1000
Partition function (log Z): 45.53881999926996

Sorted 5' Splice Sites (High to Low Probability):
Position 6960: 0.9969461073047202
Position 7232: 0.9961575959583617
Position 4608: 0.988325414660206
Position 6015: 0.983676262944538
Position 5831: 0.9811710522805994
Position 1678: 0.9807483508001246
Position 4412: 0.979935693487631
Position 5437: 0.929927139266712
Position 1539: 0.927628169438908
Position 4814: 0.917927736562765
Position 10449: 0.7795729882843316
Position 282: 0.5726352826420925
Position 8137: 0.5012928043544513
Position 1923: 0.44760216572630207
Position 1826: 0.43503550972055877
Position 4238: 0.39699125946811165
Position 4213: 0.3754669096918864
Position 4242: 0.22170581548830012
Position 188: 0.1724985825442863
Position 7855: 0.1536105737575036
Position 530: 0.1375315289310511
Position 8185: 0.0815950337857043
Position 1155: 0.07566978264401748
Position 1544: 0.05781157270986642
Position 9316: 0.055496922193551804
Position 7611: 0.050246852795072385
Position 8144: 0.04995943457976684
Position 2292: 0.04319872075800247
Position 5468: 0.034863272707766964
Position 8220: 0.034776059567394935
Position 125: 0.03314904562768385
Position 5000: 0.028933680923115802
Position 4938: 0.027115493549936025
Position 3079: 0.024585177228014263
Position 10233: 0.020538691676623224
Position 511: 0.01965601231645962
Position 5859: 0.017567103036156696
Position 8213: 0.016656840055049707
Position 745: 0.015127175558446693
Position 233: 0.014045675056979281
Position 10002: 0.012636055266506598
Position 1698: 0.01196156884954666
Position 5090: 0.010799185469590303
Position 1305: 0.010679234386698964
Position 3896: 0.0095479518451403
Position 5472: 0.009465538441203212
Position 10749: 0.009353171601095079
Position 4901: 0.008918278484339489
Position 9579: 0.008656281951633121
Position 8978: 0.008483395369679514
Position 1371: 0.007838275214870238
Position 7896: 0.00709879322296053
Position 1464: 0.0069939694208869824
Position 338: 0.006655931059036761
