Gene = DAP
index = 427
Annotated 5SS: [  259 13098 77744]
Annotated 3SS: [13000 77700 80102]
SMsplice 5SS: [  259  4998 10986 13098 15518 28727 80213]
SMsplice 3SS: [ 4870 10879 13000 15441 28587 80102 81111]
top_k =  1000
Partition function (log Z): -30.257810743939718

Sorted 5' Splice Sites (High to Low Probability):
Position 13098: 0.9837720095774445
Position 4998: 0.9489663340713559
Position 259: 0.9429726895016041
Position 13571: 0.669071933853773
Position 15518: 0.6333751311263534
Position 10986: 0.6324050776238735
Position 10104: 0.35735962706589813
Position 16674: 0.266237640792962
Position 16376: 0.2642636366572294
Position 1030: 0.23811463369823738
Position 8933: 0.21882280893342623
Position 9645: 0.2052798474381164
Position 7141: 0.1815688840760216
Position 7765: 0.17565393820713723
Position 15538: 0.17490347745172646
Position 9250: 0.1697095048172406
Position 16034: 0.1624828079447044
Position 6964: 0.14101662960138972
Position 7769: 0.1374318548225603
Position 27307: 0.12359636546704206
Position 1087: 0.10309151809187313
Position 1077: 0.09539590445413769
Position 8776: 0.09474078044412688
Position 11807: 0.0901724275388926
Position 14300: 0.08970639918089751
Position 1092: 0.07285703701039815
Position 16003: 0.06569905340464868
Position 11997: 0.06268125635565323
Position 9206: 0.06020022841990937
Position 4506: 0.05943762380517959
Position 23175: 0.054312331053443644
Position 8221: 0.05231356763431585
Position 8577: 0.049838791486576474
Position 7517: 0.048803054395778415
Position 16372: 0.047515512582938714
Position 2354: 0.046822519676828635
Position 9741: 0.039715434711594076
Position 2460: 0.038223652059576244
Position 11167: 0.034230095918092736
Position 6343: 0.03302008763170478
Position 2697: 0.03179682789566097
Position 20286: 0.02973581080984897
Position 11578: 0.028223050229090205
Position 21482: 0.02600641530663725
Position 10135: 0.021885555092206892
Position 4351: 0.0215388401281504
Position 8169: 0.020308662439249576
Position 4204: 0.020075564688909316
Position 2361: 0.0184467643420605
Position 6187: 0.017592953256401398
Position 21576: 0.017315289330371415
Position 536: 0.017160128604122075
Position 8659: 0.015484711669201687
Position 13148: 0.01535315480682457
Position 2001: 0.014310750019877569
