Gene = P3H1
index = 992
Annotated 5SS: [  517  4701  7823  8172  9241 11476 11859 12155 14487 14750 16838 18824
 19301 19752]
Annotated 3SS: [ 4547  7632  8039  9100 11385 11805 12032 14358 14653 16686 18705 19224
 19610 20170]
SMsplice 5SS: [  517  4701  7823  8172  9241 11476 12155 14487 14750 16838 18824 19301
 19752]
SMsplice 3SS: [ 4547  7632  8039  9100 11385 12032 14358 14653 16686 18705 19224 19610
 20170]
top_k =  1000
Partition function (log Z): 23.01667345014287

Sorted 5' Splice Sites (High to Low Probability):
Position 19301: 0.9885302503058413
Position 11476: 0.9691518790019059
Position 14750: 0.9598576110611035
Position 18824: 0.9514758113929368
Position 9241: 0.9359590558680688
Position 14487: 0.9022559844309261
Position 7823: 0.8975584692042936
Position 8172: 0.8955026482145602
Position 12155: 0.8801978061871462
Position 517: 0.7367114770803489
Position 16838: 0.7259185588044057
Position 4701: 0.5434762191476746
Position 19752: 0.48800256145122844
Position 19771: 0.4334666541744381
Position 10623: 0.4052543592092647
Position 8735: 0.3237737300690808
Position 11951: 0.2800921558926442
Position 13785: 0.20159806720433196
Position 9504: 0.20051168434122085
Position 16750: 0.18529104910981362
Position 20337: 0.1832396685142624
Position 17694: 0.12856825980170092
Position 19027: 0.11714540905681213
Position 6365: 0.10945204194896295
Position 12133: 0.1083460938704513
Position 10289: 0.1024012279084734
Position 19953: 0.10185235115174633
Position 8229: 0.08071080674625461
Position 11859: 0.07447569920135161
Position 9828: 0.07214019421612737
Position 502: 0.07065583778994183
Position 11959: 0.06943425591360795
Position 58: 0.06488313171923257
Position 11884: 0.06406766225865616
Position 148: 0.05509185356313482
Position 841: 0.04771876865211463
Position 10444: 0.046404266530802964
Position 4981: 0.044852153090350524
Position 13633: 0.04135558332772886
Position 12853: 0.03974760609926843
Position 9236: 0.03745661611073212
Position 10325: 0.03111099750910972
Position 11933: 0.028363896274175203
Position 19022: 0.0240146098155241
Position 11486: 0.020922390923229537
Position 11188: 0.019291981528688284
Position 13943: 0.01875263198126448
Position 5398: 0.018133358469633817
Position 727: 0.01630916854834338
