Gene = ATP6V1F
index = 115
Annotated 5SS: [237]
Annotated 3SS: [2550]
SMsplice 5SS: [237]
SMsplice 3SS: [2550]
top_k =  1000
Partition function (log Z): -3.3907237295358534

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.5410882567381463
Position 242: 0.41252406047648643
Position 682: 0.41017174807431067
Position 691: 0.14814666552339997
Position 1078: 0.05723517103171653
Position 1202: 0.0537165978717265
Position 604: 0.0532114503528539
Position 2378: 0.04041355058008319
Position 579: 0.017476006509871838
Position 56: 0.016645993048738414
Position 1191: 0.015003728245205742
Position 319: 0.014662458586859682
Position 1029: 0.014061609662078246
Position 2612: 0.010171829763348786
Position 92: 0.00755259338527656
Position 825: 0.004452129108656218
Position 546: 0.0035252918346428204
Position 418: 0.0030591793889989715
Position 708: 0.0027857040012431
Position 127: 0.00249445597269275
Position 14: 0.002043890923037123
Position 1337: 0.001990876595461482
Position 773: 0.0019505084302333829
Position 1460: 0.001925173877935496
Position 397: 0.0017649008654073374
Position 752: 0.0009696911855873582
Position 1876: 0.0008356554044016195
Position 833: 0.00045401493524446014
Position 280: 0.00044217209591508784
Position 492: 0.0003928431427646823
Position 2157: 0.00036790649442317735
Position 1926: 0.0003574827656271066
Position 1448: 0.0002561688080503773
Position 1494: 0.00025472326916104604
Position 447: 0.00023638401867731332
Position 285: 0.00020188838910572055
Position 1389: 0.00018508964293842357
Position 2882: 0.00016911754559179718
Position 1623: 0.00015503825636942181
Position 1550: 0.00014895960701807472
Position 871: 0.00013909618836204494
Position 1083: 0.00013826328276736826
Position 1206: 0.00013776148003293633
Position 2021: 0.00012092613084143575
Position 1020: 0.00010540193705619195
Position 411: 8.916835960375615e-05
Position 190: 7.895983036728921e-05
Position 2492: 7.855336433088064e-05
Position 837: 7.073422435406203e-05
Position 1177: 6.186298498759894e-05
Position 1966: 5.367004556559389e-05
Position 1022: 5.337413669615769e-05
Position 764: 2.886216055257424e-05
Position 1195: 2.8602956725893073e-05
Position 46: 2.7136502217103576e-05
Position 1092: 2.436721835575888e-05
Position 379: 1.5128771702569901e-05
Position 339: 8.700008781162115e-06
Position 2596: 8.438273538333294e-06
Position 134: 3.8295073760943984e-06
Position 621: 3.781521789956679e-06
Position 449: 3.590492166535418e-06
Position 2728: 3.0269400465960007e-06
Position 477: 2.5074949018851623e-06
Position 30: 2.1498006983237427e-06
Position 193: 1.7531806542923508e-06
Position 831: 7.213232874001055e-07
Position 507: 3.437964713147269e-07
Position 737: 3.4254609962270907e-07
Position 385: 2.2851612476748253e-07
Position 1220: 1.1608998223874454e-07
Position 451: 9.688286494795188e-08
Position 1586: 9.683124112756924e-08
Position 106: 5.6767671608563805e-08
Position 36: 3.1769935997288216e-08
Position 628: 3.437528292406606e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2550: 0.9645359512880269
Position 578: 0.4924329280451703
Position 528: 0.13855582544357464
Position 924: 0.07378186962217771
Position 977: 0.03783768201259208
Position 2293: 0.03601529426147938
Position 1070: 0.012882777699548438
Position 2459: 0.012732884923708205
Position 1798: 0.012691962189965126
Position 154: 0.009817505432008199
Position 1028: 0.006732784907472987
Position 824: 0.0060772012161760345
Position 1272: 0.005923180279365103
Position 2791: 0.005920525915445074
Position 862: 0.004486379449942135
Position 2264: 0.003477932123669397
Position 550: 0.0017621997652971456
Position 363: 0.0014175525917344703
Position 2874: 0.0013377841088096974
Position 1819: 0.0011340028252504787
Position 2803: 0.0010533092438536418
Position 460: 0.0009287234496986998
Position 2715: 0.0009165302521734802
Position 1150: 0.0009051061738596508
Position 2975: 0.0008415390180454606
Position 201: 0.0007483376952568163
Position 405: 0.0007305516212719533
Position 76: 0.0005472673106542763
Position 707: 0.0005273812461430597
Position 2596: 0.0005039125427987371
Position 379: 0.00045983644729513104
