Gene = FAAP20
index = 521
Annotated 5SS: [  87  777 1136]
Annotated 3SS: [ 640  863 4992]
SMsplice 5SS: [  87  777 1136 1930]
SMsplice 3SS: [ 640  863 1798 4992]
top_k =  1000
Partition function (log Z): -3.373962701729418

Sorted 5' Splice Sites (High to Low Probability):
Position 87: 0.9727662020763266
Position 1136: 0.8475615484279099
Position 1930: 0.7517644822399595
Position 777: 0.5326852800206526
Position 717: 0.31441437374791803
Position 1476: 0.2432690081047195
Position 2940: 0.24288329045878862
Position 872: 0.1891933995334849
Position 747: 0.11918244167099273
Position 2947: 0.09991792949182718
Position 2480: 0.06085183400472992
Position 2466: 0.05533093710560863
Position 1706: 0.04025968821288683
Position 1013: 0.027497561664754294
Position 1674: 0.022265947762397018
Position 4969: 0.013670176233815062
Position 4236: 0.011717479783619325
Position 2394: 0.009596566418796077
Position 1261: 0.008671151424758265
Position 2128: 0.0061395136974893355
Position 4505: 0.005746867359550059
Position 4839: 0.005401770212800019
Position 2426: 0.005256558759030024
Position 2414: 0.005011407333660469
Position 1886: 0.004470476243959965
Position 535: 0.0037286036792580175
Position 2913: 0.003188871208515116
Position 1550: 0.0030566704995166065
Position 2154: 0.0028951407702249763
Position 4801: 0.002466264328153178
Position 4548: 0.00228448880279072
Position 1292: 0.002122641987798605
Position 1140: 0.0014776443680384213
Position 1710: 0.0013682954141331356
Position 4465: 0.001309732301716272
Position 1204: 0.001244886715911967
Position 3613: 0.001233711565541878
Position 5062: 0.0011717244337749154
Position 947: 0.0011592377758516657
Position 2732: 0.0011003381667044493
Position 2568: 0.0010404677728749825
Position 4299: 0.0009430464432506891
Position 1212: 0.0009092512594453008
Position 4430: 0.0008984045669951853
Position 3005: 0.0006861019314647345
Position 1899: 0.0006432560022200229
Position 903: 0.000631640326296362
Position 578: 0.000628126163525406
Position 1691: 0.0006160997518885024
Position 450: 0.0005598118607516624
Position 2090: 0.0004344035857579674
Position 324: 0.00022704009023658691
Position 1487: 0.00018042543377857448
Position 119: 0.0001564906887624565
Position 1573: 0.0001485873619671869
Position 54: 0.00014141973140270383
Position 1084: 0.00012331867160905152
Position 2409: 9.415922179087328e-05
Position 779: 9.402093068261997e-05
Position 1309: 5.921022237570364e-05
Position 1165: 5.317108372805298e-05
Position 470: 3.564174164539161e-05
