Gene = FRRS1
index = 566
Annotated 5SS: [  497 16897 17221 18500 23615 25001 27708 36144 37301 46260 48384 50208
 53376 53689 54960 56596]
Annotated 3SS: [16791 17024 18362 23519 24852 27524 36044 37152 46145 48267 50120 53277
 53629 54843 56533 56672]
SMsplice 5SS: [  497 16897 17221 18500 23615 36144 37301 40577 46260 48384 50208 52411
 53376 53689 53852 54988 56596]
SMsplice 3SS: [16791 17024 18362 23519 36044 37152 40494 46145 48267 50120 52305 53277
 53570 53772 54843 56533 56672]
top_k =  1000
Partition function (log Z): 5.039356074234357

Sorted 5' Splice Sites (High to Low Probability):
Position 46260: 0.9963059900660053
Position 50208: 0.9830348809088949
Position 16897: 0.9756799227856361
Position 53689: 0.9617153450943376
Position 23615: 0.9512934443363936
Position 37301: 0.901639831777405
Position 18500: 0.9003974756011748
Position 497: 0.883876593227556
Position 36144: 0.86397460355204
Position 17221: 0.7949858778564832
Position 56596: 0.7736843475074173
Position 53376: 0.7384544019127129
Position 48384: 0.6688159280575462
Position 52411: 0.6225948256813756
Position 54988: 0.6215102222097594
Position 13422: 0.5813647135377709
Position 53852: 0.5589919525228287
Position 30431: 0.5484155291419726
Position 40577: 0.45914460791831624
Position 55350: 0.453168032197132
Position 40588: 0.4290692281383382
Position 48623: 0.4198635566806145
Position 24389: 0.2907066640267932
Position 54960: 0.26750691353839634
Position 26969: 0.1952961848757994
Position 52082: 0.1862062338111921
Position 17181: 0.174766850463142
Position 27639: 0.16931290870217724
Position 4373: 0.16617503086510144
Position 50521: 0.15565362346711378
Position 54439: 0.14196022457383373
Position 2240: 0.14170461531877532
Position 40811: 0.13834371564803324
Position 48388: 0.12202228872858968
Position 18875: 0.10278033409357694
Position 25123: 0.0949723516947688
Position 54022: 0.08745630340260935
Position 56086: 0.0787135335245942
Position 25001: 0.06679454485484598
Position 908: 0.06354945057866995
Position 17662: 0.06340882264865783
Position 27664: 0.0625957237568837
Position 21648: 0.06077848950183622
Position 20584: 0.060718160785599884
Position 5423: 0.060546321193580124
Position 38149: 0.05502859958298752
Position 5926: 0.04272111466719744
Position 7289: 0.041554801700323454
Position 22657: 0.04148223658454673
Position 6432: 0.04107126717978985
Position 38117: 0.03730277406460368
Position 2208: 0.03728644535122343
Position 11600: 0.03602464139677013
Position 54996: 0.03305253017195549
Position 28921: 0.0292272102609563
Position 18711: 0.027177966514736168
Position 27708: 0.02541418058224803
Position 608: 0.022667446433196587
Position 18543: 0.02252485917552221
Position 54948: 0.022334180105172543
Position 54641: 0.020218969203793936
