Gene = BSND
index = 146
Annotated 5SS: [ 431 6184 8340]
Annotated 3SS: [6088 8063 9280]
SMsplice 5SS: [ 431 1387 6184 8340]
SMsplice 3SS: [1302 6088 8063 9299]
top_k =  1000
Partition function (log Z): 1.7044590520005354

Sorted 5' Splice Sites (High to Low Probability):
Position 6184: 0.9697616280228418
Position 8340: 0.8641111704307389
Position 431: 0.8437177874234748
Position 1387: 0.7121785355636907
Position 9428: 0.44192598296371166
Position 965: 0.3578325783992467
Position 9583: 0.3452583032316294
Position 6506: 0.2140714785443634
Position 687: 0.1575148640618136
Position 5782: 0.15386170265250218
Position 318: 0.1343359707724123
Position 4176: 0.1087831045013465
Position 9827: 0.09776907407009422
Position 2977: 0.09452611898881759
Position 9: 0.0884639758535087
Position 7511: 0.044879364427500776
Position 7644: 0.04399168034085488
Position 3939: 0.04354385028281611
Position 2983: 0.03508418042114554
Position 7570: 0.024817011786584395
Position 6215: 0.02348961506027265
Position 10409: 0.021443519171241154
Position 10833: 0.020974927575235468
Position 2238: 0.018908582427664418
Position 4010: 0.016633824047686124
Position 5943: 0.015231034255166477
Position 8165: 0.014715615369160506
Position 172: 0.014551336917644219
Position 6475: 0.014052734325132193
Position 3156: 0.01382212387476797
Position 2000: 0.013557002409820855
Position 969: 0.012120998156806567
Position 2004: 0.01210822123419345
Position 9555: 0.0120983103249943
Position 2826: 0.01196125795729532
Position 2024: 0.010570046315981359
Position 82: 0.008337085970131696
Position 3029: 0.007834801421839626
Position 2420: 0.007820859815322899
Position 9539: 0.006948976984858048
Position 3910: 0.006449618308619838
Position 6425: 0.006412798618188519
Position 2844: 0.00564705376781282
Position 2922: 0.0055427634742118165
Position 3110: 0.00510901240420303
Position 4019: 0.004831008939238175
Position 461: 0.004718917146844593
Position 6188: 0.004327310586189104
Position 7964: 0.004097693795130259
Position 3217: 0.0038937759321941564
Position 7274: 0.003534533949840895
Position 877: 0.00346909152133764
Position 4145: 0.0034399792449380647
Position 10377: 0.003309670499635707
Position 8237: 0.003184000596710146
Position 30: 0.003089545645763539
Position 44: 0.0030624074041088007
Position 386: 0.002916264403033135
Position 1370: 0.002906938094985631
Position 6011: 0.002589689147087218
Position 8699: 0.0023387938413607983
Position 1512: 0.002319162471090952
Position 2271: 0.0019765040437122916
Position 6470: 0.0019300594475618706
Position 10050: 0.0019238831481724024
Position 4061: 0.0019208945839949373
Position 1382: 0.001914713759089581
