Gene = MPLKIP
index = 858
Annotated 5SS: [431]
Annotated 3SS: [1399]
SMsplice 5SS: [431]
SMsplice 3SS: [2654]
top_k =  1000
Partition function (log Z): -11.70212886749954

Sorted 5' Splice Sites (High to Low Probability):
Position 431: 0.7559864329261096
Position 622: 0.36205151061953184
Position 4261: 0.08530351064450112
Position 4142: 0.07281905946672021
Position 223: 0.053169582248928676
Position 3959: 0.04596198509045001
Position 1992: 0.04465755947328489
Position 271: 0.027596565730973348
Position 150: 0.02101484790094682
Position 4164: 0.01649101780500412
Position 2029: 0.014192840200804998
Position 481: 0.014154446620088787
Position 135: 0.012718751532210998
Position 1744: 0.012248736433292018
Position 322: 0.011793896787882507
Position 70: 0.011569955113094022
Position 250: 0.009739794192178223
Position 6184: 0.00877932743699284
Position 156: 0.007994667555922236
Position 3551: 0.0055860209337314426
Position 367: 0.0035531674825264124
Position 49: 0.003236964561936205
Position 529: 0.003164251828140533
Position 1024: 0.002984683836672075
Position 7185: 0.0027925047203932823
Position 4309: 0.0016375640631089616
Position 1716: 0.0015925474119666385
Position 1711: 0.0012168711123390055
Position 862: 0.0008636742109820224
Position 1523: 0.0008297751853294286
Position 141: 0.0007171726908910488
Position 3410: 0.0004786157725336094
Position 2439: 0.0003220161117743028
Position 1660: 0.0002442375959597519
Position 34: 0.00012913314245381968
Position 1768: 0.0001263449438472611
Position 856: 0.00011686338127905504
Position 1934: 0.00011006747069760336
Position 2066: 6.480441310406965e-05
Position 328: 4.767773312492179e-05
Position 1317: 4.3981879299232924e-05
Position 996: 4.329556644368482e-05
Position 831: 3.9347589834698615e-05
Position 884: 1.4682613867749792e-05
Position 1529: 1.1839302331602981e-05
Position 43: 7.4244830063037056e-06
Position 262: 5.143146505656507e-06
Position 1632: 4.299974149913837e-06
Position 500: 3.925991886517798e-06
Position 231: 3.8492122355747304e-06
Position 672: 3.7994484965454026e-06
Position 828: 3.3916383019043777e-06
Position 379: 2.8321954591721445e-06
Position 449: 2.3751219953684633e-06
Position 1737: 1.5824917720731793e-06
Position 1799: 1.5221050147362037e-06
Position 282: 1.0055324487678118e-06
Position 1220: 3.9383037213355894e-07
Position 1160: 2.5050463575396997e-07
Position 579: 1.1508313605848464e-07
Position 334: 4.0007046767002777e-08
Position 16: 3.2056296335437595e-08
Position 1289: 2.8510493177173187e-08
Position 840: 7.617177430759523e-09
Position 537: 2.299118531500997e-09
Position 706: 2.8050683928887216e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 554: 0.21652149471251195
Position 4397: 0.199310727657316
Position 7252: 0.16257820470798479
Position 1917: 0.1466411336183425
Position 2654: 0.11497650563713449
Position 1399: 0.06403623354016943
Position 4203: 0.051216630718659534
Position 3881: 0.050598180953000976
Position 5746: 0.043406129345850954
Position 3978: 0.041985609413765085
Position 528: 0.04196252275995387
Position 3836: 0.038552636642818994
Position 3958: 0.03605039991797986
Position 2828: 0.031429922821345595
Position 7113: 0.025236362694394457
Position 4756: 0.023410350478964316
Position 366: 0.02322193069498652
Position 4018: 0.02181470662689938
Position 4244: 0.0198740206253449
Position 6221: 0.019248839975197187
Position 2265: 0.016310580235147164
Position 3339: 0.015909996930287072
Position 1574: 0.014323941961912574
Position 7966: 0.01225385445398737
Position 4938: 0.01141726857184547
Position 6306: 0.01136697372284512
Position 541: 0.011313526124735943
Position 218: 0.010243037642273963
Position 1743: 0.00873277623573033
Position 7248: 0.0077092949697398425
Position 8527: 0.007671523799423407
Position 6623: 0.007216824773218105
Position 1239: 0.005896664971713517
Position 407: 0.00530540790135313
Position 786: 0.00507416399556586
Position 716: 0.004325456423816141
Position 6468: 0.004155602374514253
Position 267: 0.0036510242137704784
Position 3846: 0.0036056775971794555
Position 6087: 0.0035860537505497093
Position 3705: 0.0035130229102332978
Position 388: 0.0032364044010190717
Position 6003: 0.003172574439951659
Position 4440: 0.0031676672222715504
Position 4146: 0.0030348085849038983
Position 1288: 0.0029787314426475593
Position 475: 0.0026977477357961518
Position 1337: 0.002654133831730759
Position 7136: 0.002627219837604896
Position 1433: 0.0025946136733602508
Position 3394: 0.002580676163580661
Position 3409: 0.0023421291386125174
Position 1686: 0.002209804897753991
Position 7411: 0.0021529803487673957
Position 6953: 0.002135159480059954
Position 2028: 0.0020278719382699176
Position 7052: 0.0018597316509458004
Position 6372: 0.001553737161079392
Position 2898: 0.0015497029192334771
