Gene = CCK
index = 312
Annotated 5SS: [ 207 1487]
Annotated 3SS: [1270 6671]
SMsplice 5SS: [ 207 1487]
SMsplice 3SS: [1270 6671]
top_k =  1000
Partition function (log Z): -1.40239448366424

Sorted 5' Splice Sites (High to Low Probability):
Position 1487: 0.9895007959821828
Position 207: 0.8358148674377351
Position 4597: 0.5379145586683478
Position 4384: 0.28435468308082174
Position 1081: 0.18244785856327064
Position 4407: 0.17399586233207434
Position 4339: 0.104685653963993
Position 219: 0.0985721797685097
Position 2453: 0.08463729104741106
Position 6354: 0.08457981709430264
Position 6561: 0.0821746728728764
Position 2128: 0.08058173119263791
Position 1643: 0.06403198328725627
Position 494: 0.06133448404518926
Position 1949: 0.04834310813110598
Position 4355: 0.03826662579889423
Position 2029: 0.03768349453234623
Position 2439: 0.024584908619664832
Position 4779: 0.019841975319042943
Position 1589: 0.019194342161042467
Position 4964: 0.018784012160889162
Position 3785: 0.01677013853992522
Position 2485: 0.016488929107568044
Position 4757: 0.015283017567777687
Position 1665: 0.014124068868688578
Position 71: 0.010628780901225276
Position 4152: 0.009702629457069921
Position 1055: 0.008779434188553724
Position 4735: 0.00792310715783066
Position 5273: 0.007502773533516035
Position 5661: 0.0074679093906034645
Position 4763: 0.007295405781416076
Position 1309: 0.007277841427979432
Position 1293: 0.005632978841791459
Position 2607: 0.005356682482848483
Position 1118: 0.003741267498071906
Position 2717: 0.003711352547320671
Position 2846: 0.0036009551529230252
Position 386: 0.0034892300198457334
Position 375: 0.0034324602391254213
Position 4631: 0.0030525777213948045
Position 100: 0.00273633278085525
Position 1160: 0.0024582237576502948
Position 4842: 0.0024100213818272383
Position 4307: 0.0022018896797222974
Position 5360: 0.0019328446293612723
Position 4907: 0.0018225705510163245
Position 380: 0.0017902853301768106
Position 4401: 0.001382822090969725
Position 6787: 0.0012489211118869618
Position 211: 0.000741427456097788
Position 700: 0.0006698371904187091
Position 2088: 0.0006278300149337001
Position 169: 0.0005918120451275218
Position 1408: 0.0005566661915778804
Position 725: 0.000470745087334865
Position 240: 0.0004168648203400741
Position 4343: 0.00040604962596519224
Position 4442: 0.000364976139629583
Position 5902: 0.0003413330241383865
Position 1394: 0.0003405639908463075
Position 1339: 0.00031306800288620295
Position 245: 0.00029009480985925726
Position 2349: 0.00027097250488621635
Position 390: 0.00023690678884968623
Position 242: 0.00010650986795875362
Position 247: 9.034014208249248e-05
Position 1931: 6.386307298441331e-05
Position 131: 6.200449228543667e-05
Position 1034: 6.154284625480259e-05
Position 6912: 5.610363615310697e-05
Position 1198: 4.599784554362467e-05
Position 949: 4.443440562185345e-05
Position 1175: 3.9335041674722235e-05
Position 1874: 3.654157556034757e-05
Position 223: 3.3807301325120986e-05
Position 2214: 2.6565982641092726e-05
Position 1618: 1.9136471307529165e-05
Position 472: 1.6845621498936685e-05
Position 347: 1.1471695414274746e-05
Position 785: 1.1415140927775165e-05
Position 810: 1.0239263909243046e-05
Position 848: 8.098470561261978e-06
Position 3781: 7.192439237821223e-06
Position 367: 6.583381220626284e-06
Position 1953: 5.1885212121208375e-06
Position 2595: 5.0562695529674224e-06
Position 60: 4.413066299278481e-06
Position 2408: 4.156071195682839e-06
Position 831: 3.55290806288384e-06
Position 1794: 3.1568218495384232e-06
Position 1431: 2.392792194692295e-06
Position 862: 1.381049443625098e-06
Position 277: 1.1764601198837245e-06
Position 11: 7.484495025896216e-07
Position 606: 6.214002623557809e-07
Position 693: 5.127044736327171e-07
Position 42: 1.409943054039677e-07
Position 54: 1.768967913560855e-08
Position 66: 1.608991388968568e-08
Position 1179: 1.2948049021305498e-08
Position 14: 1.0087342970255525e-08
Position 309: 9.030261786769512e-09
Position 23: 5.8176423138932665e-09
Position 44: 4.2965178467415475e-09
Position 249: 4.075570741550109e-09
Position 536: 8.661970421277137e-10
Position 483: 7.740186440930415e-10
Position 1239: 6.13123951269111e-10
Position 265: 3.447874068194171e-10
Position 311: 3.392246241380196e-10
Position 192: 1.4703663842328945e-11
Position 703: 2.0955086078312855e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 6671: 0.873490963242513
Position 4273: 0.5666473565199278
Position 1270: 0.5023391071502658
Position 4503: 0.4744607144174236
Position 1351: 0.40257543745285984
Position 2304: 0.11464418657966793
Position 990: 0.08835708658940336
Position 1559: 0.08583406268760845
Position 4690: 0.08192069224793815
Position 2055: 0.07840097275793716
Position 953: 0.07456294321352437
Position 6510: 0.06684967633014083
Position 6093: 0.06564103603369598
Position 1374: 0.06407702323087261
Position 6478: 0.05730621000840973
Position 2254: 0.03642814994929502
Position 1821: 0.02605589316721623
Position 4482: 0.025982635800770884
Position 4526: 0.02344635467084562
Position 4328: 0.019658109225857933
Position 4241: 0.016482775841372786
Position 4304: 0.016141454901638163
Position 4840: 0.0157537006300366
Position 6263: 0.015547304809364663
Position 1864: 0.01548621795867592
Position 894: 0.014536623965617975
Position 1949: 0.013836853559048026
Position 1867: 0.012627718398300488
Position 324: 0.011970437953248083
Position 1215: 0.010775395781094519
Position 5204: 0.008339316836381111
Position 956: 0.008301214718749037
Position 3704: 0.0081706574390226
Position 1709: 0.00772306789039337
Position 1592: 0.007619412683437099
Position 1239: 0.00751076977777539
Position 5565: 0.007314725819190123
Position 1397: 0.007286579650154919
Position 1025: 0.0069829958639560635
Position 4010: 0.0065395839583383
Position 3673: 0.005863628471773134
Position 4144: 0.005289800599702955
Position 2278: 0.005133693053233052
Position 1335: 0.0049520358064056086
Position 1774: 0.0046489016707380185
Position 6251: 0.004446670617713452
Position 5812: 0.004273187859137478
Position 1628: 0.00375073297654733
Position 6019: 0.003739935512841251
Position 6700: 0.003498070616558088
Position 5123: 0.0033082494890533483
Position 2742: 0.0028361502798922226
Position 1532: 0.002753386775153069
Position 3654: 0.0027035687900417837
Position 4423: 0.0025663995210610272
Position 3177: 0.0023640453129901507
Position 2767: 0.0020033995844030462
Position 3867: 0.001989516223777786
Position 375: 0.001956525599015359
Position 421: 0.001950444577406262
Position 882: 0.001813152913689964
Position 431: 0.0015569623683583584
Position 1788: 0.0015315986498450037
Position 5707: 0.0013941353947395645
Position 6931: 0.001367720624253852
Position 571: 0.0013254881494543479
Position 3412: 0.0012862412306245089
Position 6777: 0.0012837693545360138
Position 3205: 0.0012461323321110033
Position 3974: 0.0012428541519056396
Position 5606: 0.001200846505106617
Position 1231: 0.001157455545809605
Position 6709: 0.0011231725400493316
Position 1746: 0.0010545325162534106
Position 1712: 0.0009904960496767198
Position 6729: 0.0009045073059679861
Position 1401: 0.0009043887123636651
Position 454: 0.0008746293565997256
Position 393: 0.00077600815870378
Position 1923: 0.0007465961435091064
Position 1794: 0.0007353461501328246
Position 347: 0.0007047041707769898
Position 5584: 0.0006940116344072257
Position 4066: 0.0006883754789850198
Position 4125: 0.0006360367707896842
Position 1186: 0.0006275502770703199
Position 1565: 0.0006257807692430865
Position 1839: 0.0005321373758931834
Position 258: 0.0005234498424416252
Position 272: 0.00048492179580420994
Position 152: 0.00047756112793132394
Position 326: 0.0004536371548541242
Position 3090: 0.0004376158511750325
Position 3912: 0.0004133116451905737
Position 6959: 0.00040129528729473626
Position 960: 0.0003897615230903532
Position 860: 0.0003877595674569573
Position 1910: 0.00038748265564508697
Position 621: 0.0003733798956324795
Position 404: 0.0003269369989173366
Position 395: 0.0003044299226593623
Position 1032: 0.00029852496588658994
Position 1280: 0.0002777384205725104
Position 1416: 0.00024238611540011872
Position 6022: 0.00023202756102150006
Position 6989: 0.0002261122335129075
Position 827: 0.0002260542649535395
Position 5349: 0.00020585192113483784
Position 5858: 0.00020354335559741977
Position 1769: 0.00020185208413954478
Position 351: 0.00019012988298210265
Position 4665: 0.00018194698384107523
Position 3626: 0.000177426642763446
Position 1756: 0.00016589527280452018
Position 3684: 0.00016506336358061024
Position 1381: 0.00016451610748661406
Position 2057: 0.0001607581611006988
Position 2551: 0.00015294339553599456
Position 4151: 0.00014001791159698124
Position 2120: 0.00013311528856409517
Position 379: 0.00013176987675215138
Position 995: 0.00012813090292174798
Position 206: 0.00012309431541676253
Position 5836: 0.0001191059729295148
Position 2836: 0.00011569065957741836
Position 6560: 0.00011498885324255214
Position 2337: 0.00010457778745878555
Position 5055: 0.00010273166444071195
Position 6620: 0.00010241188958801228
Position 1959: 9.955618845139499e-05
Position 3830: 9.661217499902146e-05
Position 4899: 8.839289467745302e-05
Position 703: 8.315983990399272e-05
Position 3096: 7.420991495897728e-05
Position 1726: 7.072267436537203e-05
Position 2222: 5.5956598851911125e-05
Position 3132: 5.546839478960902e-05
Position 466: 5.284694033794268e-05
Position 1218: 4.6184293432235714e-05
Position 958: 4.042705321918017e-05
Position 4878: 3.330021541913027e-05
Position 3318: 3.1017644263757684e-05
Position 2024: 2.793843737035913e-05
Position 4629: 2.6073990657192905e-05
Position 4596: 2.3046891458513442e-05
Position 183: 2.016903062829355e-05
Position 491: 1.9540002262584657e-05
Position 3271: 1.8705143852757852e-05
Position 595: 1.841119976281173e-05
Position 1463: 1.644647233925635e-05
Position 2803: 1.6289813115441033e-05
Position 1687: 1.6127211736241177e-05
Position 3435: 1.4997974324870613e-05
Position 1122: 1.1844507066630282e-05
Position 1962: 1.0617923277019959e-05
Position 227: 9.932581359309865e-06
Position 1062: 9.658604657791223e-06
Position 1600: 8.0576098862921e-06
Position 835: 6.215776290564118e-06
Position 1920: 5.953305792722872e-06
Position 2073: 5.671394927737346e-06
Position 2028: 5.489104233879697e-06
Position 649: 5.023066257163143e-06
Position 334: 4.821788940141151e-06
Position 1071: 4.727034097942116e-06
Position 532: 4.644911843004069e-06
Position 1386: 4.6166791409088675e-06
Position 210: 4.541425785487513e-06
Position 1831: 3.84932081329975e-06
Position 406: 2.790118410367936e-06
Position 187: 2.6644991190556424e-06
Position 1406: 2.6303667763633056e-06
Position 848: 2.5928311487606456e-06
Position 1418: 1.4074063672960486e-06
Position 1779: 1.3850967667680717e-06
Position 480: 1.1401949917877678e-06
Position 1669: 9.489137449635441e-07
Position 1438: 9.205810646167875e-07
Position 1665: 6.916960164860907e-07
Position 1473: 5.95594983287041e-07
Position 736: 4.962827646388448e-07
Position 2067: 4.381300573683466e-07
Position 2026: 4.116225216028227e-07
Position 1059: 3.6631421911248577e-07
Position 1476: 3.180536936858229e-07
Position 1076: 3.152990969761223e-07
Position 472: 2.671396424125314e-07
Position 543: 4.04806665401221e-08
Position 1080: 3.343933309799878e-08
Position 114: 2.7845163604546e-08
Position 582: 7.631870054537017e-09
Position 120: 6.596828661514862e-09
Position 1486: 3.656539435486364e-09
Position 1640: 1.9175524950801095e-09
Position 240: 1.507971143628697e-09
Position 534: 1.2292231933436526e-09
Position 116: 9.55464288573794e-10
Position 604: 4.3983911564008186e-10
Position 655: 6.5523796385333814e-12
