Gene = BCL2L15
index = 130
Annotated 5SS: [ 299 1011 5775]
Annotated 3SS: [ 888 5549 6406]
SMsplice 5SS: [ 299 1011 5775]
SMsplice 3SS: [ 888 5549 6406]
top_k =  1000
Partition function (log Z): -3.3341467261676776

Sorted 5' Splice Sites (High to Low Probability):
Position 299: 0.9534272960527493
Position 5775: 0.9282221909293283
Position 1011: 0.7709885329594554
Position 74: 0.040337864158983563
Position 6009: 0.027296835763225023
Position 5719: 0.024354458414621367
Position 3454: 0.01050552546708432
Position 401: 0.008898394787321936
Position 491: 0.007646712230593293
Position 6286: 0.0076262178688297376
Position 5770: 0.007518029849734508
Position 340: 0.0047532094879001625
Position 6050: 0.004575152770286535
Position 6477: 0.0038231206371790024
Position 6215: 0.003518940886472824
Position 5700: 0.00239437198333631
Position 1016: 0.002053392598052382
Position 4191: 0.002031582649802955
Position 5806: 0.0019625002335565927
Position 5645: 0.001920225692246116
Position 6202: 0.001755889010844025
Position 304: 0.001483032564412226
Position 320: 0.00112571572508324
Position 256: 0.001059448538228694
Position 330: 0.0010332876052506716
Position 1035: 0.000989435845675973
Position 1178: 0.00090946555671122
Position 2896: 0.000666502294109103
Position 574: 0.0005970458063680243
Position 1808: 0.0005898488773010776
Position 3064: 0.0005699790829553881
Position 4034: 0.0004381810359269911
Position 2966: 0.0004040942714616238
Position 6382: 0.0003845111112458704
Position 943: 0.0003468883682003649
Position 3389: 0.0003192059573237878
Position 5597: 0.00029000074786854016
Position 1141: 0.00028340714558707815
Position 1558: 0.0002714021006976395
Position 289: 0.0002277236054299729
Position 4393: 0.00019756873080244467
Position 1122: 0.0001968673491303006
Position 6101: 0.00018917126570758898
Position 1895: 0.0001545045224173377
Position 1091: 0.0001514969622973812
Position 1302: 0.00014496836872102638
Position 5779: 0.0001422022747910013
Position 1602: 0.00013504373521592766
Position 2240: 0.00013259968631359158
Position 623: 0.00012051963150504168
Position 56: 0.0001192650383258713
Position 1767: 0.00011739588544392944
Position 1221: 0.00011434940155377474
Position 6137: 0.00011197755921640346
Position 716: 0.00010922945812823268
Position 3228: 0.00010840807698455072
Position 5663: 0.00010685414937050706
Position 1461: 9.389797150173632e-05
Position 2478: 8.576684005781101e-05
Position 1840: 8.054200393573659e-05
Position 3469: 7.92140586528027e-05
Position 6139: 7.638563438238956e-05
Position 5975: 6.994980160205168e-05
Position 5688: 6.745538440266546e-05
Position 474: 6.5589743573303e-05
Position 3383: 6.415874925166836e-05
Position 643: 5.924911384413367e-05
Position 2961: 5.714837965913688e-05
Position 5964: 5.370265201238778e-05
Position 4143: 5.0827658198495205e-05
Position 280: 3.517137027788856e-05
Position 938: 3.3554703715070134e-05
Position 448: 3.146611169349662e-05
Position 451: 3.078872252422911e-05
Position 6170: 2.947092220656687e-05
Position 6727: 2.8187702739720913e-05
Position 426: 1.9745140966687076e-05
Position 32: 1.8087927981352438e-05
Position 214: 1.5566926733526483e-05
Position 568: 1.4370023185334335e-05
Position 6609: 1.2368435520227256e-05
Position 6737: 1.2063233158995643e-05
Position 419: 1.0945200221683174e-05
Position 6695: 1.0345101630459035e-05
Position 5750: 8.896119683981624e-06
Position 133: 6.566492514384995e-06
Position 5649: 5.3196330412225365e-06
Position 6557: 3.3797135448664707e-06
Position 748: 2.837843200432685e-06
Position 6580: 2.3658734653676918e-06
Position 496: 2.0947349141936104e-06
Position 695: 2.036603164355943e-06
Position 86: 2.0048991939538442e-06
Position 405: 1.9575807447357037e-06
Position 361: 1.0380975124300278e-06
Position 5121: 9.12879018079134e-07
Position 374: 4.819136531853799e-07
Position 41: 4.0924105930936725e-07
Position 98: 2.6888312379518623e-07
Position 493: 2.235638788321512e-07
Position 17: 2.1489666013806595e-07
Position 750: 1.8490556163195352e-07
Position 950: 1.747526203730919e-07
Position 862: 1.5576335839547176e-07
Position 603: 1.2392865802235762e-07
Position 278: 1.147392635332534e-07
Position 15: 8.625674476309814e-08
Position 667: 7.958553193025952e-08
Position 100: 7.170781332443823e-08
Position 1236: 2.298713843348239e-08
Position 1103: 2.18028284034231e-08
Position 925: 1.0078072329612733e-08
Position 1251: 9.796908487789129e-09
Position 3349: 6.572512100713673e-09
Position 871: 5.808687861283561e-09
Position 1263: 4.390017844920143e-09
Position 1261: 3.1765674260747176e-09
Position 1175: 1.677218499288985e-09
Position 1225: 1.1190661475368226e-09
Position 138: 7.513709307762721e-10
Position 1254: 2.8808623038849007e-10
Position 909: 1.5270796972545052e-10
Position 984: 1.5068606923636913e-10
Position 344: 3.4864435366205393e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5549: 0.9477712075368513
Position 6406: 0.769162408298968
Position 888: 0.7594475584351856
Position 6284: 0.17623009895296612
Position 5878: 0.03164620872023184
Position 5914: 0.027193361467038848
