Gene = GCLM
index = 580
Annotated 5SS: [  373  4888  7826 11572 12793 14797]
Annotated 3SS: [ 4821  7740 11511 12589 14681 20250]
SMsplice 5SS: [  373  4888  7826 14797]
SMsplice 3SS: [ 4821  7740 14681 20250]
top_k =  1000
Partition function (log Z): -6.079312864304948

Sorted 5' Splice Sites (High to Low Probability):
Position 14797: 0.9490704543442642
Position 373: 0.8482535549552764
Position 7826: 0.7841711343184795
Position 4888: 0.7456855533148075
Position 20342: 0.5118266414086657
Position 11572: 0.42323956333986856
Position 12793: 0.2730872642512755
Position 8181: 0.22259819952279755
Position 746: 0.20070444081527472
Position 13936: 0.14348236303838394
Position 8192: 0.13760493371838795
Position 2361: 0.11013065223885621
Position 2213: 0.09091237897979329
Position 11067: 0.08876702405956453
Position 1895: 0.07521270961240802
Position 7618: 0.07507604287442411
Position 5646: 0.07194407796392376
Position 13843: 0.06673894675611718
Position 20362: 0.05725552697541356
Position 3929: 0.05030802838365208
Position 7987: 0.047486205770016145
Position 8906: 0.04667970615867775
Position 15522: 0.04580330497288257
Position 1582: 0.04512631333759643
Position 11656: 0.039280076603066184
Position 14853: 0.03676997719343192
Position 3559: 0.03507937470447943
Position 12397: 0.03297777007337455
Position 1336: 0.03183651254363902
Position 12362: 0.026759403974452173
Position 8580: 0.026622412335718774
Position 17508: 0.024300398524296673
Position 16623: 0.02305388074811163
Position 9652: 0.021884660978878163
Position 12401: 0.021719743876196917
Position 18727: 0.020775546164640186
Position 3527: 0.02073571210120136
Position 22842: 0.01642363367600971
Position 8877: 0.014975923587738534
Position 23149: 0.014247538290472452
Position 17615: 0.014039699818427447
Position 13588: 0.012973110182523123
Position 16611: 0.0108034496171662
Position 8289: 0.010393829668521383
Position 18777: 0.009783162660584389
Position 15033: 0.008776652637535003
Position 20349: 0.008231490883165457
Position 18125: 0.007675690144413374
Position 6825: 0.007596307740809371
Position 12740: 0.006541759426397273
Position 1744: 0.006514354702836834
Position 16639: 0.006473477100656362
Position 9656: 0.006266995904922951
Position 20318: 0.00604389917965502
Position 10627: 0.005759403860113568
Position 20546: 0.0052014455180587026
Position 5848: 0.00516266412133655
Position 2596: 0.005008030974485793
Position 4063: 0.004353329341210143
Position 17638: 0.004281194524597962
Position 7642: 0.004272565710103253
Position 2716: 0.004150123284258329
Position 18501: 0.0037865401387659906
Position 6794: 0.0033823921801907717
Position 4937: 0.003134241472016342
Position 3751: 0.0029006858770788103
Position 861: 0.0028325246800405698
Position 13814: 0.002768944134197689
Position 15084: 0.0027421711135676577
Position 5862: 0.0027256118481156304
Position 1958: 0.0025989967917117514
Position 4052: 0.0025035552690248564
Position 1676: 0.0023239393406399396
Position 1209: 0.002017256355725762
Position 147: 0.0019759015895608333
Position 4696: 0.0016753884187901413
Position 23051: 0.001668222410581109
Position 1781: 0.0015607350586616944
Position 10635: 0.0013622849432653676
Position 10751: 0.0012747539798455686
Position 6468: 0.001223027655787784
Position 16565: 0.0011163228044999752
Position 6067: 0.0010589106853782912
Position 4654: 0.0009760663337413255
Position 4932: 0.0008781528621810755
Position 16187: 0.0008703504362901011
Position 6302: 0.0005384633810536193
Position 14924: 0.000485473294326525
Position 1508: 0.0004840620767449687
Position 936: 0.0004453522197689234
Position 1437: 0.0004425686025455395
Position 2947: 0.00041219318400718117
Position 40: 0.00041200633235641303
Position 4920: 0.0002632076937534496
Position 3698: 0.0002493425554882657
Position 586: 0.0002195125901479324
Position 1774: 0.00014049425915992823
Position 15706: 0.00013800536754100026
Position 1616: 0.0001260611840395447
Position 848: 0.00011538078627236575
Position 618: 0.00011029915182320873
Position 15023: 0.00010908809730846289
Position 1115: 0.00010246251399105117
