Gene = ADGRG7
index = 31
Annotated 5SS: [  383 20123 21221 23789 26238 27814 33817 34045 36520 37136 40219 45593
 46407 50255 59517]
Annotated 3SS: [20008 21115 23675 26087 27712 33676 33936 36355 36979 40105 45245 46309
 50098 59359 85154]
SMsplice 5SS: [  383 20123 21221 22123 23789 26238 27814 33817 34045 35066 36124 36520
 37136 40219 49495 50255 59517]
SMsplice 3SS: [20008 21115 21985 23675 26087 27712 33676 33936 34949 35977 36355 36979
 40105 49386 50098 59359 85154]
top_k =  1000
Partition function (log Z): -6.908413528224518

Sorted 5' Splice Sites (High to Low Probability):
Position 50255: 0.9960268216140425
Position 27814: 0.9898031701347334
Position 40219: 0.9894271923916528
Position 34045: 0.9587501536677289
Position 36520: 0.948476514145447
Position 26238: 0.9190065460803037
Position 21221: 0.9098495175780393
Position 383: 0.8870487290725523
Position 22123: 0.8706966455889164
Position 33817: 0.8532238759263577
Position 49495: 0.8157077435007573
Position 36124: 0.781056659726926
Position 37136: 0.7754917359841699
Position 20123: 0.7484188986886564
Position 59517: 0.7427124240644195
Position 23789: 0.6487595066143121
Position 35066: 0.6207603802097492
Position 42361: 0.6032893034635286
Position 3267: 0.47941877003507866
Position 46407: 0.2402119714104176
Position 23457: 0.21020935470232124
Position 45593: 0.1979015327962739
Position 37770: 0.18987448959483705
Position 35386: 0.17108973027454635
Position 41080: 0.13138337096871006
Position 28236: 0.12844342532096653
Position 39748: 0.12769172230313888
Position 41693: 0.1254929796322943
Position 32661: 0.11938130221511863
Position 23541: 0.11093341675513663
Position 27308: 0.10880376511162507
Position 35981: 0.10804418980641622
Position 26743: 0.1068225225727326
Position 27091: 0.10399525488612524
Position 39924: 0.09893250876139704
Position 32706: 0.09589101012010438
Position 20150: 0.09379425509856623
Position 42417: 0.0712535181307662
Position 423: 0.06015184552020824
Position 38127: 0.05765083453823228
Position 24511: 0.050753405103928576
Position 38547: 0.03850959873153573
Position 55363: 0.03834201404408376
Position 55707: 0.03472576973395751
Position 37607: 0.03276508531111814
Position 39797: 0.026068824025529413
Position 27175: 0.025134952295329797
Position 32398: 0.022681119579960347
Position 34792: 0.022610039667728968
Position 23195: 0.02105090551638199
Position 21379: 0.020674010145649235
Position 35070: 0.020183399696406795
Position 31539: 0.020086856578869928
Position 38315: 0.01997027595902813
Position 24216: 0.019630616704063502
Position 44573: 0.019609506958781994
Position 34166: 0.01815798350311024
Position 46064: 0.017854138386641315
Position 36749: 0.014801219136241238
Position 468: 0.01450273066099457
Position 34267: 0.013467149540281977
Position 21605: 0.012803298172056301
Position 22884: 0.009897644972001188
Position 413: 0.009435667751408824
Position 37427: 0.008629526071800455
Position 38080: 0.007837143912394979
Position 37388: 0.0077905746048655584
Position 38112: 0.007568150892702554
Position 528: 0.006602432923516669
Position 500: 0.006304833711670126
Position 35480: 0.006181801102423574
Position 40985: 0.006025302605088036
Position 34914: 0.005779811666885796
Position 41048: 0.005317659588941073
Position 38059: 0.005165163522741435
Position 34331: 0.005119043945687401
Position 44347: 0.004912710958037941
Position 30885: 0.0047411774304304015
Position 1262: 0.0045843952215750714
Position 37553: 0.004365084810786463
Position 49505: 0.0037816054375232264
Position 1207: 0.00373615409203625
Position 37356: 0.0037128765147365784
Position 49141: 0.0036753477129938244
Position 38609: 0.003627486092817041
Position 40327: 0.0034615897911390004
Position 39738: 0.003455652183077467
Position 41058: 0.003244746748271189
Position 50491: 0.0031614948369090958
Position 32480: 0.0030595080200597627
Position 37801: 0.0029750457848616995
Position 8721: 0.002868601888174895
Position 42366: 0.002666921973008504
Position 39089: 0.0026622674594119935
Position 576: 0.002642364686855933
Position 47867: 0.0022590975454122746
Position 35528: 0.0020987061224179196
