Gene = GOLIM4
index = 609
Annotated 5SS: [  877 47685 49026 51148 52597 54584 55190 59140 63456 66196 66753 68248
 71048 71450 85233]
Annotated 3SS: [47609 48975 51093 52445 54500 55105 58980 63122 65938 66672 68137 70879
 71380 85151 85556]
SMsplice 5SS: [   73 12198 22741 22976 47685 51148 52597 59140 66756 68248 70742 71048
 71450 85233]
SMsplice 3SS: [12079 22665 22854 47609 51093 52445 58980 66672 68137 70647 70879 71380
 85151 85556]
top_k =  1000
Partition function (log Z): -46.060473761362495

Sorted 5' Splice Sites (High to Low Probability):
Position 73: 0.9419727436131291
Position 877: 0.8520316030672948
Position 12198: 0.1907594267432297
Position 2646: 0.1439392762356834
Position 1264: 0.02985095934712889
Position 1004: 0.025660829985943566
Position 7008: 0.023973554727019723
Position 4579: 0.019265114696190598
Position 1081: 0.011939132615188378
Position 1932: 0.009277171388354905
Position 1729: 0.006972321070620118
Position 4741: 0.003936599311399105
Position 1835: 0.0036621616986473524
Position 4326: 0.0033254184365997842
Position 5264: 0.0029675486546516046
Position 120: 0.0027474309411834835
Position 2364: 0.002695488440585471
Position 1638: 0.0023979500793419404
Position 414: 0.0022423556119831826
Position 62: 0.002232197998982841
Position 10106: 0.001908935423936024
Position 1131: 0.0018203281702414177
Position 1205: 0.0012526221131821651
Position 953: 0.0012373596519217565
Position 89: 0.0011540920674931027
Position 1594: 0.0010174212214211394
Position 6049: 0.0008922569639690436
Position 2323: 0.0008304047730570577
Position 3762: 0.000764653238974621
Position 1874: 0.0007126002246418886
Position 3334: 0.00047774468020561763
Position 2921: 0.00044054916171492394
Position 4358: 0.0004233426485438967
Position 2914: 0.00039893537414458115
Position 5698: 0.00038244619281343264
Position 66: 0.00035599137125232706
Position 4746: 0.0003047512072466981
Position 5495: 0.0002983472263453871
Position 2244: 0.0002801110693678048
Position 4216: 0.0002794264702120661
Position 255: 7.082112488691283e-05
Position 836: 6.9830473942622e-05
Position 222: 6.214821071477477e-05
Position 471: 5.897685466757984e-05
Position 351: 4.670325832739182e-05
Position 18: 4.561835928632329e-05
Position 1139: 3.577791953077069e-05
Position 266: 2.746944624176119e-05
Position 77: 1.8551167138931136e-05
Position 1698: 1.1090097958586123e-05
Position 216: 9.885993337109529e-06
Position 1086: 9.763306914089105e-06
Position 1547: 9.15662904530655e-06
Position 825: 6.808514878543794e-06
Position 1287: 6.149367799182081e-06
Position 496: 4.501526313389272e-06
Position 676: 4.339396489843189e-06
Position 135: 4.063193068331606e-06
Position 230: 3.5781957146966416e-06
Position 1760: 3.270679142842642e-06
Position 274: 3.1602060796100606e-06
Position 2176: 2.72441606977047e-06
Position 567: 2.413814775314761e-06
Position 1683: 1.8726475739808889e-06
Position 758: 1.7614199776575294e-06
Position 124: 1.5307792012058725e-06
Position 904: 1.4971031032432329e-06
Position 1253: 1.3938976074227425e-06
Position 41: 8.779443911095358e-07
Position 997: 8.464502749951877e-07
Position 1383: 5.687820014797121e-07
Position 2029: 4.2925778020693133e-07
Position 869: 3.628730244274652e-07
Position 1035: 3.4104158909251753e-07
Position 854: 3.2100654395751404e-07
Position 565: 2.902191974905126e-07
Position 1996: 1.7460750017679188e-07
Position 301: 1.4031154727760072e-07
Position 1428: 1.100093163062257e-07
Position 1482: 1.0283813704206551e-07
Position 969: 9.178186591585518e-08
Position 704: 6.882428286723914e-08
Position 944: 2.2761748842133826e-08
Position 592: 1.5829476731269807e-08
Position 140: 8.64297344208737e-09
Position 1150: 2.950993704223756e-09
Position 1248: 1.216491877737684e-09
Position 756: 4.1130641502400887e-10
Position 269: 9.955500626198234e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 719: 0.23241847526813358
Position 734: 0.22015741746676573
Position 681: 0.2091208862232888
Position 12079: 0.19664379391468761
Position 18371: 0.15776848059133808
Position 7121: 0.14734256349068903
Position 2514: 0.12212149005421154
Position 716: 0.1131410300721888
Position 10912: 0.10530282932752454
Position 10052: 0.0727063944300696
Position 992: 0.048686422485730775
Position 15254: 0.04144605496566305
Position 1078: 0.037717693809463985
Position 14314: 0.03712284564842498
Position 16850: 0.027232820635294024
Position 2883: 0.025362256617637836
Position 13650: 0.023973425875894752
Position 9084: 0.023827765842688937
Position 6872: 0.02237225550609562
Position 1546: 0.021296083241877806
Position 4708: 0.0211674166939748
Position 722: 0.02004896267741754
Position 10746: 0.019800563207175118
Position 15657: 0.01568120476380634
Position 10511: 0.013627221359071986
Position 12430: 0.013101362287024187
Position 4925: 0.01287771324270405
Position 2561: 0.012805220044037741
Position 10876: 0.012557450555662495
Position 1347: 0.012179185046867413
Position 800: 0.011921129948676024
Position 10879: 0.010797987076363008
Position 2710: 0.00966521149776249
Position 3239: 0.009575766476876472
Position 2363: 0.009534019209427421
Position 4766: 0.008913345055628318
Position 1831: 0.008902278329615834
Position 4449: 0.008866766788382606
Position 1459: 0.008765500616473772
Position 10319: 0.008587729844986229
Position 7851: 0.0076382506570412696
Position 5588: 0.007244958103940818
Position 5733: 0.007058276100619295
Position 5077: 0.006619737195709971
Position 9931: 0.006531955921094138
Position 4068: 0.005529919363634476
Position 5766: 0.005313560322892903
Position 2961: 0.0046063686415189825
Position 2270: 0.004495541466093313
Position 9505: 0.004305658248717702
Position 4409: 0.004114832169494814
Position 2073: 0.004021628935744153
Position 5895: 0.003982088790375802
Position 4357: 0.003774026784044233
Position 2042: 0.0036185279549698613
Position 1604: 0.003038430823904626
Position 5626: 0.0029297750171105833
Position 8490: 0.002909851583187696
Position 5380: 0.00276660920126797
Position 10434: 0.002664819140125345
Position 4481: 0.0025714028058433573
Position 2164: 0.002554751836638759
Position 2588: 0.00253727252035592
Position 6955: 0.0025039949362061324
Position 3856: 0.0024248776114058766
Position 1291: 0.002370965685382527
Position 2744: 0.0023342359753069533
Position 1769: 0.002194368191160307
Position 5941: 0.00204128211911381
Position 4394: 0.0020369099478349953
Position 9480: 0.0019129266633458378
Position 5185: 0.0019119315577045578
Position 5014: 0.0018733140828045198
Position 1995: 0.0017080591968554662
Position 1175: 0.0016983316441995216
Position 2386: 0.001694527266052937
Position 4639: 0.0016686066281423907
Position 5653: 0.0016573579630224811
Position 10612: 0.001577983997023204
Position 642: 0.0015558712900225011
Position 4803: 0.0015515278668085928
Position 4186: 0.001485611084483044
Position 1263: 0.0013904082884024609
Position 1228: 0.001358277125315392
Position 254: 0.0013500939747909488
Position 3679: 0.0013392249351184804
Position 2964: 0.0012731765076406541
Position 1585: 0.00119957296784414
Position 3262: 0.0010107228480141922
Position 7877: 0.0009815322848513552
Position 938: 0.0009414783287010402
Position 8005: 0.000894946475553845
Position 4683: 0.0008516846118363735
Position 2848: 0.0008410194517238657
Position 9042: 0.0007706178318295881
Position 153: 0.0007012157291666882
Position 7528: 0.0005869282406329041
Position 5814: 0.0005648651804704231
Position 1807: 0.0005590291504680937
Position 7645: 0.0005334932424556172
Position 7496: 0.0005251082634585762
Position 4553: 0.0005038970862959528
Position 2741: 0.0004262098996877832
Position 7775: 0.00039846497791414095
Position 1568: 0.00036337425331725256
Position 794: 0.0003510081172700513
Position 6258: 0.0003484240733537307
Position 2517: 0.00032108494231684604
Position 1659: 0.0003194539878849064
Position 1146: 0.00031779455664040243
Position 7350: 0.00031513020776237377
Position 4213: 0.0002896346990159674
Position 1085: 0.0002621690551245726
Position 2428: 0.00023086202190463062
Position 5544: 0.00022348405557970867
Position 6408: 0.00022071856628739557
Position 4971: 0.00020861145399905256
Position 1715: 0.0001924549466578624
Position 5413: 0.00018377674907128983
Position 4954: 0.00017117772053042453
Position 1896: 0.00016494885626787035
Position 3566: 0.00014545583533206966
Position 5207: 0.00013734772446087243
Position 5310: 0.00012501745711622153
Position 1878: 0.00011897886865612946
Position 2093: 0.00011890958045671404
Position 1608: 0.00011633965668487644
Position 944: 8.771408902573731e-05
Position 3158: 8.65160646235424e-05
Position 390: 7.674953806955037e-05
Position 3988: 7.583494155026452e-05
Position 1565: 7.172349669955984e-05
Position 869: 6.655585627237756e-05
Position 2167: 6.257735243487659e-05
Position 2679: 6.141805900040749e-05
Position 1001: 5.85927008956143e-05
Position 192: 5.691380279147174e-05
Position 624: 5.5793394124069954e-05
Position 3100: 5.390231310683372e-05
Position 3097: 4.5750351983349274e-05
Position 2827: 4.201617358975639e-05
Position 2053: 3.263431328728633e-05
Position 1861: 3.211005557486629e-05
Position 482: 2.98299915587887e-05
Position 1524: 2.905526034125422e-05
Position 4109: 2.4960823857302354e-05
Position 338: 2.031718117480714e-05
