Gene = MAPKAP1
index = 816
Annotated 5SS: [   328   2826  14993  87089 113011 129585 166334 188201 204672 228143]
Annotated 3SS: [  2735  14843  86915 112833 129474 166225 188059 204533 228044 233630]
SMsplice 5SS: [   328   2826  14993  22948  86314  87089 107667 113011 129585 151292
 151755 166334 188201 190325 194564 204672 212070 228143 233542]
SMsplice 3SS: [  2735  14843  22847  86160  86915 107595 112833 129474 151195 151624
 166225 188059 190190 194460 204533 211972 228044 233449 233630]
top_k =  1000
Partition function (log Z): -106.01755484113193

Sorted 5' Splice Sites (High to Low Probability):
Position 2826: 0.9999054746209655
Position 14993: 0.9758623087137821
Position 328: 0.7506192620758437
Position 22948: 0.45760586364281025
Position 20527: 0.43164736725739733
Position 11216: 0.30544556397977374
Position 13077: 0.2531993896770906
Position 244: 0.19570455905384332
Position 11817: 0.12949131870675756
Position 15930: 0.12272024735060706
Position 11857: 0.10494327552036951
Position 14761: 0.10098497476826086
Position 10525: 0.09643875880180616
Position 16826: 0.07325219240881325
Position 22953: 0.05906779506013271
Position 16464: 0.04897341063278774
Position 2665: 0.04528735578145557
Position 23203: 0.04439699918159227
Position 6431: 0.03834274777980362
Position 4522: 0.036832027535159746
Position 19518: 0.03450916744234035
Position 26802: 0.03259813456283493
Position 5374: 0.024842832629527665
Position 4: 0.02441028269047435
Position 1690: 0.02440444179833895
Position 18735: 0.017986773110943034
Position 13404: 0.015071984971002298
Position 9169: 0.014542732026526594
Position 217: 0.013589721101532528
Position 5661: 0.011753703392149945
Position 1181: 0.00753950016509503
Position 11925: 0.0074933446911995705
Position 13504: 0.0074308917707051015
Position 221: 0.007391647125607831
Position 21299: 0.007288877111563228
Position 7220: 0.0064685330961309715
Position 465: 0.0058141876305611625
Position 11415: 0.00562491660214376
Position 148: 0.005484059016156628
Position 657: 0.004087325046335642
Position 6339: 0.004065236253137737
Position 5718: 0.003810789101040843
Position 7679: 0.0035325929612644775
Position 16254: 0.002895738272720551
Position 5734: 0.002893712177218465
Position 558: 0.002703988862052834
Position 720: 0.0022983989288362884
Position 16100: 0.0021516475827917324
Position 2659: 0.002084312042375361
Position 1112: 0.0019834996574411533
Position 16110: 0.0019105284693617013
Position 272: 0.0015236759509910888
Position 5987: 0.0014137385964726461
Position 562: 0.0013208332510544823
Position 1100: 0.0013009584217224081
Position 18713: 0.0012465481544523041
Position 14787: 0.0010664906162571046
Position 304: 0.001045947215415648
Position 661: 0.0008587417769575235
Position 18464: 0.0008227951041111443
Position 15150: 0.0007606060456211553
Position 7602: 0.0006785815615992895
Position 532: 0.0006742331641299732
Position 1273: 0.0006085385994287625
Position 1918: 0.0006023510947639949
Position 1636: 0.0005781705098593118
Position 687: 0.0005575184925734263
Position 1999: 0.0004737731340160414
Position 1585: 0.0004598860813547256
Position 1520: 0.0004457944653368009
Position 1886: 0.000431190551884537
Position 15844: 0.0003841020625097398
Position 1430: 0.00034850461609253546
Position 370: 0.0003466170988479248
Position 123: 0.0003252726790182786
Position 146: 0.00030436975546451183
Position 1617: 0.0002656046411854884
Position 1492: 0.00023358381145545306
Position 292: 0.0002039918980247011
Position 17922: 0.0001720130342381095
Position 1955: 0.00016578625266663364
Position 2024: 0.00015992542173220005
Position 940: 0.0001583894265841333
Position 2579: 0.00014923081253879285
Position 1632: 0.0001279757605239922
Position 1527: 0.00011988178288460663
Position 4313: 9.092352469076108e-05
Position 261: 8.889020014385988e-05
Position 130: 8.66729569681348e-05
Position 2668: 6.519040441134267e-05
Position 156: 5.9165635004597604e-05
Position 2057: 5.6522312484498216e-05
Position 431: 5.591551471786872e-05
Position 16139: 4.6449324361398847e-05
Position 15850: 4.2681562471577134e-05
Position 4509: 4.2277696811827404e-05
Position 16439: 3.856793163598388e-05
Position 5321: 3.155930175511223e-05
Position 2338: 2.862471668115268e-05
Position 4150: 2.6365906560958693e-05
Position 2343: 2.4326599405617145e-05
Position 4266: 2.424164416766802e-05
Position 550: 2.3865078279908095e-05
Position 1775: 2.3708920310708443e-05
Position 1904: 1.981039868065234e-05
Position 3408: 1.7862540114934663e-05
Position 4309: 1.7295947914649995e-05
Position 5367: 1.0029975289368815e-05
Position 5345: 9.071249479564247e-06
Position 4307: 8.459358465996573e-06
Position 5094: 6.976017561113377e-06
Position 3080: 5.632493519757906e-06
Position 4114: 4.9748528062037535e-06
Position 4224: 4.74269599321213e-06
Position 4466: 2.392898816452034e-06
Position 5554: 1.9506249262716774e-06
Position 799: 3.7175951535170447e-07
Position 1389: 3.49959288866111e-07
Position 1330: 3.363980854938435e-07
Position 3589: 2.8228809900266244e-07
Position 3722: 2.1489070020254677e-07
Position 4983: 1.5612995919852215e-07
Position 5330: 1.2324862576518123e-07
Position 4928: 1.037235106099118e-07
Position 6867: 9.874734722612401e-08
Position 3926: 9.028929467740221e-08
Position 3769: 8.552101995993907e-08
Position 4393: 7.048686843884107e-08
Position 4395: 6.86396310679859e-08
Position 4471: 6.365377576337299e-08
Position 345: 5.877330257580789e-08
Position 339: 4.891116383534092e-08
Position 3048: 3.970103566070996e-08
Position 1157: 3.2808930901249095e-08
Position 840: 2.470380345819617e-08
Position 174: 1.9490744650926407e-08
Position 116: 1.57422391257126e-08
Position 337: 1.1860839520507915e-08
Position 276: 1.1681518988267908e-08
Position 12: 1.1660653464945445e-08
Position 2690: 8.619979070322674e-09
Position 1245: 5.692424998274561e-09
Position 350: 4.752451337347675e-09
Position 377: 3.389842774396307e-11
Position 453: 1.895825436956963e-11
Position 3084: 5.603181596351404e-12
Position 3326: 3.319285416745183e-12
Position 3241: 3.0343664732886e-12
Position 3273: 2.296374635785646e-13
Position 3050: 1.0098194261556257e-13
Position 3033: 9.201110505167636e-14
Position 3124: 6.285711754595121e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2735: 0.8824752739372502
Position 14843: 0.7748322351676812
Position 22847: 0.6807156906485564
Position 20385: 0.40434499786321915
Position 26913: 0.32143244705025265
Position 14690: 0.3035366558458108
Position 12934: 0.25323043692532665
Position 11051: 0.15833741696152903
Position 19426: 0.1554611614424809
Position 11724: 0.15091281803351042
Position 15730: 0.13232369629291352
Position 11166: 0.13067506009878369
Position 28020: 0.10797063986101654
Position 2593: 0.09234241182109831
Position 11699: 0.06743955361150711
Position 2715: 0.06202645879852128
Position 16636: 0.05727950185717904
Position 23050: 0.05325373043822643
Position 16330: 0.04984213684785244
Position 26703: 0.04872430069491893
Position 10428: 0.04846909563964525
Position 10268: 0.047786598627687284
Position 21044: 0.03822189736539095
Position 28289: 0.03315667017183831
Position 6212: 0.032541447403966584
Position 18567: 0.031530850835667056
Position 23562: 0.030498157775697178
Position 20484: 0.021534948154144112
Position 5192: 0.021367718307895488
Position 26751: 0.021251157530220725
Position 11753: 0.02082273723724508
Position 1491: 0.019044460626358166
Position 20450: 0.018968135676869162
Position 25815: 0.015211046523819455
Position 13341: 0.01510141198279329
Position 4294: 0.013218918098831023
Position 11104: 0.013011092789081611
Position 24129: 0.011688521633292927
Position 5579: 0.011439714014881358
Position 440: 0.011258090027532338
Position 4334: 0.010296752424766407
Position 102: 0.0098651608062478
Position 23536: 0.009365610388637096
Position 4265: 0.008863310380402603
Position 16615: 0.00874435964176237
Position 24484: 0.008730833721529241
Position 23121: 0.008615992428013256
Position 22873: 0.007463055649010432
Position 24805: 0.007418644605238615
Position 13376: 0.007401464758914006
Position 6233: 0.006260126466117428
Position 18180: 0.0059463390985215634
Position 16757: 0.005657115887957059
Position 16048: 0.005594519335636423
Position 10852: 0.005516881562552847
Position 5485: 0.005387432225978302
Position 8996: 0.005301665077897943
Position 15750: 0.0042036483495015075
Position 1519: 0.00406952137941474
Position 2742: 0.004025499233346835
Position 21040: 0.003875581689494661
Position 7053: 0.0037859241015771035
Position 19482: 0.003727137033523458
Position 1020: 0.003648469329843707
Position 8970: 0.003610964577905324
Position 7338: 0.0033921594357764666
Position 16776: 0.0032935421305473962
Position 25982: 0.003188796867134978
Position 11622: 0.0030830729000495428
Position 4420: 0.002708529646224598
Position 9057: 0.0026821183119192225
Position 2664: 0.002586150469713575
Position 24036: 0.002565998687449026
Position 2522: 0.0020669373547562114
Position 6215: 0.001996107548393239
Position 19116: 0.001855766934660141
Position 7022: 0.0018290974483798296
Position 5549: 0.001662090046584116
Position 19113: 0.0016296393910828638
Position 24594: 0.0016068000512838784
Position 1792: 0.001587971589161809
Position 8794: 0.0015229786367945666
Position 1535: 0.0014722929700791401
Position 16798: 0.0014507764830100067
Position 23054: 0.0014497414810235025
Position 217: 0.0014217887374446312
Position 1058: 0.0012491590517901582
Position 5786: 0.0011683751739636674
Position 11387: 0.0011606433855031208
Position 5239: 0.0010985623673413786
Position 11295: 0.001051443249488177
Position 1462: 0.0010231100509364333
Position 5241: 0.0010192504760986134
Position 23539: 0.0009575013385798725
Position 15066: 0.0009033727685631631
Position 9109: 0.0008069793783210838
Position 11240: 0.0007886552112096822
Position 18147: 0.0007595258110028895
Position 20244: 0.0007376883174590916
Position 6285: 0.0007037947882797015
Position 21064: 0.0006963063378562029
Position 15957: 0.0006428693942609915
Position 11309: 0.0006368610786988853
Position 15892: 0.0006185403779567303
Position 19624: 0.0005899396502321399
Position 2390: 0.0005740747302892876
Position 6043: 0.0005682997338653606
Position 2418: 0.0005628684435933953
Position 7534: 0.0005471409397885839
Position 15825: 0.000537483645230705
Position 20717: 0.0005370309689526527
Position 1099: 0.0004992176063677123
Position 1154: 0.00046691760289952063
Position 8772: 0.00046566856308796983
Position 4091: 0.000446136998440021
Position 116: 0.00044490234853907483
Position 183: 0.0004340694815776138
Position 4125: 0.0004227314538638438
Position 1108: 0.0004145598957718297
Position 21926: 0.00040257568474999327
Position 1416: 0.0003775611541758968
Position 16068: 0.0003774796133550001
Position 2747: 0.00037641147399322965
Position 7124: 0.00034700387444084756
Position 5277: 0.0003288478722830112
Position 2463: 0.00032599013944013594
Position 4900: 0.00029158554174646433
Position 15619: 0.00028533918614673405
Position 5289: 0.0002709722409313925
Position 7029: 0.0002611302303137232
Position 408: 0.00025868219466842845
Position 213: 0.0002583906963503648
Position 4306: 0.0002559560023105648
Position 15250: 0.00025064812766957035
Position 17852: 0.00023311650527607836
Position 16989: 0.00022546561814331236
Position 7334: 0.0002100568456638429
Position 10507: 0.00020943482957001873
Position 6298: 0.00020091926260320958
Position 4240: 0.00019615020444292298
Position 4438: 0.00019595870529030864
Position 6326: 0.00017609077194989114
Position 955: 0.00017246841585551368
Position 5235: 0.00017218406773431385
