Gene = MZB1
index = 904
Annotated 5SS: [ 235 1454 1894]
Annotated 3SS: [1328 1782 1992]
SMsplice 5SS: [ 235  588 1454 1894]
SMsplice 3SS: [ 493 1328 1782 1992]
top_k =  1000
Partition function (log Z): -4.6834216039695455

Sorted 5' Splice Sites (High to Low Probability):
Position 235: 0.9872475393561505
Position 1454: 0.754649800803469
Position 588: 0.6919975442900658
Position 1894: 0.39052523461751487
Position 1503: 0.05516943159097222
Position 658: 0.04370050887338158
Position 653: 0.012861807656043184
Position 2123: 0.007483559163635761
Position 592: 0.007247261046125348
Position 574: 0.0046187453829727556
Position 885: 0.001911780777581337
Position 1202: 0.0018928984470306344
Position 1642: 0.0015964383782328226
Position 1862: 0.0012552840837022254
Position 598: 0.0009831910322323392
Position 1015: 0.000705916908410562
Position 844: 0.0006651737798505241
Position 1868: 0.0005011967132230086
Position 1075: 0.00019795306658162127
Position 2091: 0.00017616586528258505
Position 1403: 0.000127681650502796
Position 968: 0.00010732482695415347
Position 1614: 0.00010662392583003692
Position 2125: 0.00010644130440488421
Position 1939: 8.604382425326028e-05
Position 600: 8.317121569192032e-05
Position 1808: 8.049962584621447e-05
Position 1407: 7.200518990481621e-05
Position 1650: 6.094366486648983e-05
Position 672: 4.4433618920201574e-05
Position 558: 4.3240976198380675e-05
Position 572: 3.9424687271945105e-05
Position 2197: 3.189545282660399e-05
Position 174: 2.8916645128703485e-05
Position 239: 2.6804762231333237e-05
Position 206: 2.639382418181566e-05
Position 956: 2.1561847351382873e-05
Position 602: 2.1491903028562915e-05
Position 1507: 1.7979993068716444e-05
Position 564: 1.6147659660861244e-05
Position 390: 1.5736876555607294e-05
Position 647: 1.3935417387340432e-05
Position 1815: 1.2190450766556148e-05
Position 1419: 1.0416604395983382e-05
Position 551: 1.0200920619934628e-05
Position 680: 6.676509214584963e-06
Position 1458: 4.7039717702749775e-06
Position 645: 4.51232762326169e-06
Position 1951: 2.7629378213541344e-06
Position 439: 1.961443689893701e-06
Position 890: 1.8250871258919385e-06
Position 223: 1.3921879871608132e-06
Position 678: 1.0811602637037705e-06
Position 819: 9.385552045759793e-07
Position 1702: 8.941270374631729e-07
Position 1561: 7.724402097167855e-07
Position 887: 7.057540062046419e-07
Position 1589: 6.41709167788658e-07
Position 903: 4.6313196845229467e-07
Position 506: 3.9905160946527025e-07
Position 767: 2.578663155254978e-07
Position 252: 6.664376534686896e-08
Position 1724: 1.7108969765843606e-08
Position 66: 7.220454344904715e-09
Position 549: 3.7152880060544103e-10
Position 639: 1.50282084398808e-10
Position 701: 5.161958333554703e-11
Position 754: 4.555080718070302e-11
Position 470: 1.8434469309055798e-11
Position 721: 5.946135315832475e-13
Position 724: 5.19689891172945e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1328: 0.7852670270225932
Position 1782: 0.6108903026712875
Position 493: 0.6099151468676323
Position 1992: 0.5734199100246608
Position 477: 0.1371855614471345
Position 1246: 0.06445007255856484
Position 2216: 0.04384445753441631
Position 1553: 0.039351944210291076
Position 2104: 0.016311922862663662
Position 1312: 0.01031014690449175
Position 2274: 0.00946538280056103
Position 2001: 0.008481721995253277
Position 414: 0.004555373340707483
Position 1288: 0.004483549600543063
Position 776: 0.0044084147218302885
Position 2178: 0.004373426688868605
Position 1893: 0.0035391390577528057
Position 1664: 0.003383627475258711
Position 2175: 0.002859207320049986
Position 1349: 0.0023951786260352805
Position 1963: 0.002334584313902581
Position 1157: 0.0023235236844848096
Position 1719: 0.0022433064440572042
Position 1074: 0.0022260150605847937
Position 417: 0.002135047968787405
Position 1567: 0.002011567957807348
Position 390: 0.0014958756096729098
Position 455: 0.0012750681013986693
Position 2117: 0.0011499945791393312
Position 1698: 0.001108776498381049
Position 1823: 0.001015436380128374
Position 1291: 0.000878858455772593
Position 1917: 0.0007615532047952069
Position 1707: 0.0005614531018729105
Position 1353: 0.0005577131873996725
Position 2063: 0.0005420514489286219
Position 2280: 0.0004778808119892873
Position 2220: 0.0003617620156918057
Position 1248: 0.0003513855951544512
Position 701: 0.000280416360654164
Position 1125: 0.0002748534554366111
Position 1451: 0.00027106714644769636
Position 1355: 0.0002448659735807287
Position 2036: 0.00024124995751997463
Position 1201: 0.00023643047868565485
Position 1492: 0.00021313790871676009
Position 1589: 0.00015906674834025182
Position 506: 0.00015423918545161034
Position 1829: 0.0001492767187848567
Position 1874: 0.0001487991185367321
Position 1790: 0.0001465950841821086
Position 439: 0.00013299700641323934
Position 880: 0.00012842630741565715
Position 1285: 0.0001282066755057768
Position 354: 0.00011068240075735685
Position 448: 8.364216958764644e-05
Position 564: 7.108178277674672e-05
Position 360: 6.719561106944697e-05
Position 1099: 6.408973222836345e-05
Position 1497: 4.1146193065310174e-05
Position 1394: 3.7898530493539256e-05
Position 1524: 3.580035843852367e-05
Position 1432: 3.478374508879662e-05
Position 2080: 3.3599558681771074e-05
Position 1603: 3.24119355176368e-05
Position 1799: 3.2209719350705037e-05
Position 2051: 3.177131669465034e-05
Position 2122: 3.0427031117966875e-05
Position 961: 2.7074766965751754e-05
Position 2338: 2.5866124110895724e-05
Position 2069: 2.4926904613099586e-05
Position 2026: 2.3625527436826183e-05
Position 2033: 2.1740927954742146e-05
Position 793: 1.948326346156312e-05
Position 955: 1.8148930258113393e-05
Position 1193: 1.4529468565364627e-05
Position 816: 1.2126394542239173e-05
Position 1298: 1.2125689831704073e-05
Position 1161: 1.1230590824392326e-05
Position 1106: 1.0420260698730543e-05
Position 906: 1.0356211235213383e-05
Position 1625: 9.781322370079925e-06
Position 2119: 8.768081692525674e-06
Position 997: 7.997155854049967e-06
Position 366: 7.1485666515157904e-06
Position 1571: 7.133078138409057e-06
Position 787: 6.218762962725787e-06
Position 1608: 4.89077051611044e-06
Position 657: 4.541284099169603e-06
Position 1796: 3.8620049608126144e-06
Position 1610: 3.247519960272775e-06
Position 936: 3.139937216610332e-06
Position 645: 2.8153150663482633e-06
Position 1090: 2.0148423273671008e-06
Position 912: 1.5871500041022984e-06
Position 929: 1.0619119071458966e-06
Position 1159: 9.276267578949924e-07
Position 968: 5.377062900398574e-07
Position 592: 3.997672142876871e-07
Position 819: 2.688062805063969e-07
Position 923: 2.473524713520732e-07
Position 1403: 2.3293250236994736e-07
Position 283: 1.8186533940052303e-07
Position 830: 1.5327930304183622e-07
Position 287: 1.4868466350732028e-07
Position 578: 1.1542301572791676e-07
Position 825: 1.0019479761485105e-07
Position 429: 9.825771821579279e-08
Position 1179: 2.235355289245297e-09
Position 629: 1.7711777114809823e-09
Position 1019: 1.4165021882036173e-09
Position 933: 1.148220101859012e-09
Position 1614: 9.529496956489109e-10
Position 672: 2.3232034856982545e-11
Position 142: 2.2405597604027366e-12
Position 148: 6.018770304114395e-13
Position 218: 4.987878550330482e-13
Position 128: 4.803795451857231e-13
Position 239: 8.330489754368386e-14
Position 181: 1.8397637249873805e-14
Position 171: 9.265404147547315e-15
Position 234: 6.487259224887352e-15
Position 168: 2.6247950998517956e-15
Position 220: 1.4783219438669612e-16
