Gene = CCDC163P
index = 293
Annotated 5SS: [ 443  630 2676 3419]
Annotated 3SS: [ 530 2590 3350 4807]
SMsplice 5SS: [ 138  443  630  979 2676 3419 4557]
SMsplice 3SS: [ 361  530  755 2590 3350 4428 4807]
top_k =  1000
Partition function (log Z): 8.332517480774957

Sorted 5' Splice Sites (High to Low Probability):
Position 443: 0.9903329462920271
Position 4557: 0.9834973804957464
Position 630: 0.9248958012476279
Position 3419: 0.9093770534719753
Position 2676: 0.8043193381296634
Position 138: 0.5726258862489171
Position 979: 0.5655894997448376
Position 3678: 0.3113515603158591
Position 44: 0.21165934715202944
Position 3819: 0.19804087478596763
Position 935: 0.16802992121502716
Position 3811: 0.11685219810493826
Position 1532: 0.08819760049301564
Position 1171: 0.07247924262025794
Position 3858: 0.039034204580393014
Position 3404: 0.03678384279656918
Position 93: 0.03464953688840392
Position 3074: 0.02435767821211299
Position 1894: 0.02328674030297673
Position 4086: 0.02215947912565611
Position 2687: 0.02205183682475418
Position 82: 0.01888943546255146
Position 1434: 0.0185572543869165
Position 4194: 0.016359157070607717
Position 2927: 0.0160347625371847
Position 3636: 0.013141122468847534
Position 3199: 0.011432545519599718
Position 294: 0.009644912239009375
Position 266: 0.008813140655811865
Position 4068: 0.007882650630036705
Position 4118: 0.006937757602948067
Position 450: 0.006062631066550879
Position 2144: 0.006015493991745904
Position 3976: 0.005404774573547714
Position 3933: 0.0053900172153291785
Position 206: 0.005238860727306778
Position 1019: 0.005171278154122374
Position 1212: 0.004676348090602437
Position 4923: 0.004466172653646755
Position 1750: 0.004097910794070648
Position 127: 0.003811213845645488
Position 2452: 0.0034758793811495627
Position 998: 0.0026836128426358597
Position 4161: 0.002315538871959709
Position 940: 0.0022172171234398686
Position 4275: 0.0022012845398701915
Position 3712: 0.0020056703332811984
Position 2680: 0.0019529820570660557
Position 65: 0.0018303413017943138
Position 3825: 0.0017098841456965267
Position 1582: 0.0014418800984789919
Position 634: 0.0011201138383722983
Position 3913: 0.001082954508615268
Position 4644: 0.0008783322383740587
Position 3076: 0.0007880022911543267
Position 3429: 0.00078664512649106
Position 4220: 0.0007616300532983941
Position 2671: 0.0007342909523609213
Position 1666: 0.000668637724865488
Position 3629: 0.0005016713342315679
Position 2394: 0.0004954414683176429
Position 1091: 0.00041122455231657883
Position 2388: 0.00030985513655390967
Position 269: 0.0003086118458577983
Position 604: 0.00027138967931881986
Position 4232: 0.0002635973239536263
Position 691: 0.0002634310275965534
Position 539: 0.00023743318081973652
Position 3197: 0.00022387966451250092
Position 460: 0.0002225690616399095
Position 3638: 0.00022011677420689422
Position 214: 0.00019284144970211685
Position 2506: 0.00016643916375394467
Position 4701: 0.00016025912779826614
Position 4607: 0.00013959678343300884
Position 3916: 0.00013955236846852027
Position 3168: 0.00013932957240523036
Position 431: 0.0001221355590633497
Position 4167: 0.00012140926997586712
Position 3922: 0.00012049758220750292
Position 4226: 0.00011736692305909353
Position 3878: 0.00011309013570699262
Position 3747: 0.00010934344134453066
Position 3971: 0.00010510199417330094
Position 54: 0.00010307970432400768
Position 4267: 0.00010164351692586094
Position 200: 9.559673395270781e-05
Position 4524: 8.342582321400404e-05
Position 51: 8.050649770825942e-05
Position 3967: 7.837183790942176e-05
Position 4943: 7.23377952095929e-05
Position 2690: 7.036621371274266e-05
Position 968: 3.976285127699407e-05
Position 4530: 3.2192663144646515e-05
Position 7: 3.064408367518681e-05
Position 1039: 2.230206889470687e-05
Position 428: 1.7361234255979725e-05
Position 617: 1.7188228532262808e-05
Position 385: 1.5561643290296397e-05
Position 454: 1.4466050299029509e-05
Position 909: 1.3230885583009933e-05
Position 401: 1.1884787404792984e-05
Position 1270: 9.73481382860778e-06
Position 1242: 9.640128811531826e-06
Position 157: 9.473308706052087e-06
Position 234: 8.105722677395112e-06
Position 186: 4.7533148816935116e-06
Position 1013: 4.149181894545281e-06
Position 473: 3.5827463136594653e-06
Position 28: 3.4392830492088187e-06
Position 1244: 3.2936951582427413e-06
Position 1899: 2.806408233892166e-06
Position 232: 2.600853578841146e-06
Position 1692: 2.397357036622859e-06
Position 1770: 2.3155720187758126e-06
Position 837: 1.987616434431598e-06
Position 685: 1.66626969657533e-06
Position 592: 1.5055902142417446e-06
Position 672: 1.4424784585718342e-06
Position 639: 1.4167344313160055e-06
Position 1002: 1.3769440509949704e-06
Position 742: 1.337886250606402e-06
Position 575: 1.2448215912244326e-06
Position 467: 1.0688134644231736e-06
Position 31: 9.378053879664141e-07
Position 1008: 9.293397622739896e-07
Position 1060: 5.42705880968263e-07
Position 552: 4.14263350828536e-07
Position 63: 3.6900944830748503e-07
Position 498: 1.4999963295527294e-07
Position 583: 3.056160412116453e-08
Position 510: 2.705256041707588e-08
Position 598: 2.4083725757170902e-08
Position 725: 4.076499857663681e-09
Position 3729: 3.862561207546081e-09
Position 3984: 2.7326084745714262e-09
Position 527: 1.6646765653179786e-09
Position 533: 5.49483019855515e-10
Position 844: 3.249953910318976e-10
Position 170: 3.1613678172413456e-10
Position 518: 1.5196099794982879e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4807: 0.9862043876240987
Position 3350: 0.9292562280296403
Position 4428: 0.9246872466918946
Position 361: 0.7808447956482049
Position 2590: 0.6793219175294113
Position 3568: 0.6353967792559009
Position 530: 0.5918497733737369
Position 787: 0.35043797307441843
Position 755: 0.3411238269076971
Position 561: 0.19814355270935624
Position 2615: 0.1298369265701878
Position 533: 0.11922071181597092
Position 1332: 0.08758609085389772
Position 837: 0.06638565434252956
Position 307: 0.06485770985538902
Position 4500: 0.06126982975454567
Position 4002: 0.056923536812723066
Position 3496: 0.05135157812634722
Position 1097: 0.04878104108094455
Position 2779: 0.024399549766667167
Position 1708: 0.01940004422048612
Position 157: 0.016072003215025495
Position 595: 0.012710829316636137
Position 3709: 0.010182740286069596
Position 3265: 0.009456987770972763
Position 2968: 0.009415170994447856
Position 2320: 0.008204326050060114
Position 3123: 0.007999371312437734
Position 2230: 0.007489735394318386
Position 1624: 0.006906724639329283
Position 2595: 0.006021280470675334
Position 1090: 0.005190606160389085
Position 2803: 0.004750586421620666
Position 1988: 0.004694999740011998
Position 598: 0.004282482811940406
Position 1364: 0.0041815727876872025
Position 2828: 0.00402040908751196
Position 4643: 0.003687583983858106
Position 1301: 0.0033321950587773793
Position 186: 0.0030662914712436197
Position 685: 0.0025864233322301718
Position 1385: 0.0024763949656287725
Position 2497: 0.002454210506305978
Position 1427: 0.002444945910804466
Position 3031: 0.0022795396156304448
Position 5018: 0.002166101745583581
Position 4728: 0.0019964930669804444
Position 5021: 0.0019423644479577209
Position 3278: 0.0018402136577915717
Position 1270: 0.001779715709615547
Position 3275: 0.0017703694899031347
Position 1352: 0.0015739281674276304
Position 1273: 0.0015059534746628088
Position 3355: 0.0014804466671111572
Position 2051: 0.0012362703303830504
Position 4456: 0.0012080496001193723
Position 972: 0.0011801300294713062
Position 1063: 0.0011703895413832737
Position 1023: 0.0011056674692910798
Position 1418: 0.0010393424974053502
Position 3059: 0.0009973197314980778
Position 629: 0.0009305691511814224
Position 841: 0.0008896802646738031
Position 4705: 0.0008050227283288547
Position 4050: 0.0007655763048852031
Position 3570: 0.0007300811683167251
Position 3963: 0.0006942916272083039
Position 1712: 0.0006582363315611335
Position 3217: 0.000632758600005881
Position 5045: 0.0006157808319634113
Position 4815: 0.0005999582431181003
Position 1734: 0.000598599555836387
Position 3073: 0.0005580087485842312
Position 4980: 0.0005367857544099553
Position 3945: 0.0005277086582219307
Position 232: 0.00043985327187957
Position 192: 0.00041651690972648736
Position 1433: 0.00038060523923093433
Position 1203: 0.0003552291170133729
Position 2785: 0.000343818373803337
Position 871: 0.0002903884962857314
Position 1469: 0.0002795841238402677
Position 1479: 0.00026621308010441025
Position 4854: 0.00020961039058048445
Position 1131: 0.0002048883532530519
Position 310: 0.00020321678262037108
Position 4844: 0.00018141751766403535
Position 3857: 0.00018078522059142765
Position 2527: 0.00017950969616184703
Position 1763: 0.00017668225958973626
Position 3289: 0.00017136599141025108
Position 2980: 0.0001642116750068428
Position 1118: 0.00014909930183360225
Position 394: 0.00014712881885024695
Position 4839: 0.00013536544368208866
Position 3810: 0.0001315250254203261
Position 1342: 0.00013095287861615077
Position 1452: 0.00012389540634356853
Position 1397: 0.00012346162306923808
Position 3293: 0.0001192682200143132
Position 4866: 0.00011792317858278055
Position 3605: 0.00011707957876272378
Position 2946: 0.00011268081891959731
Position 1946: 0.00011173042764601069
Position 4732: 0.0001036052618984665
Position 1060: 0.00010236990264800375
Position 3379: 0.00010220590021673575
Position 4512: 0.00010057475947800363
Position 3249: 8.753484277408783e-05
Position 1128: 8.259944899875316e-05
Position 316: 8.196235851118107e-05
Position 1109: 7.9352382104027e-05
Position 1802: 7.783856528280672e-05
Position 1517: 7.607767670389943e-05
Position 3627: 7.416576088460386e-05
Position 1049: 7.096272653305906e-05
Position 657: 6.76066321276624e-05
Position 978: 6.25019090522912e-05
Position 2429: 5.7582051111398424e-05
Position 1639: 5.750893779480357e-05
Position 381: 5.7027285191709666e-05
Position 2472: 5.6403854299445986e-05
Position 1369: 5.011862300543293e-05
Position 337: 4.766980544324542e-05
Position 3221: 4.5037555476748734e-05
Position 3916: 4.032409668494881e-05
Position 214: 3.6396775721691345e-05
Position 166: 3.5842056868489335e-05
Position 893: 3.429507695678699e-05
Position 329: 3.209866166154586e-05
Position 4067: 2.8723778578856798e-05
Position 1036: 2.7477143928305517e-05
Position 1876: 2.5006192149411966e-05
Position 1113: 2.3925971052697465e-05
