Gene = CORT
index = 398
Annotated 5SS: [604]
Annotated 3SS: [1657]
SMsplice 5SS: [604]
SMsplice 3SS: [1537]
top_k =  1000
Partition function (log Z): -9.608978738752143

Sorted 5' Splice Sites (High to Low Probability):
Position 604: 0.9829982409421256
Position 1253: 0.038723581768999225
Position 758: 0.03134490938893348
Position 1438: 0.025926842748360816
Position 1380: 0.007375346951164272
Position 357: 0.006807646442857229
Position 1021: 0.005976605448241426
Position 1363: 0.0049706261336941475
Position 674: 0.001999132906326899
Position 971: 0.0019696356209670998
Position 1067: 0.001820027530152967
Position 858: 0.0017773780846708444
Position 1568: 0.0012879494140824474
Position 1265: 0.000882861861722775
Position 348: 0.0008467531634919446
Position 475: 0.0007750242694284671
Position 882: 0.0005711287125492583
Position 608: 0.000399058765846841
Position 1076: 0.0003918314436410946
Position 690: 0.0003185636018439893
Position 1539: 0.00027208285323463945
Position 1016: 0.00022905549724897733
Position 998: 0.00020430639512708504
Position 1905: 7.678081682180447e-05
Position 1192: 5.27238165930642e-05
Position 830: 4.7428532264904854e-05
Position 860: 4.3466986829112926e-05
Position 3: 4.146233201397647e-05
Position 678: 4.0732312627127144e-05
Position 680: 3.8467955806652497e-05
Position 853: 3.307663177604814e-05
Position 259: 2.8843588030237223e-05
Position 285: 2.3731674009458503e-05
Position 1008: 2.266188710493488e-05
Position 1775: 2.1272067211278907e-05
Position 676: 2.108519815432032e-05
Position 938: 1.9591080176580364e-05
Position 578: 1.5727590953868614e-05
Position 424: 1.2887121469545003e-05
Position 613: 1.0501245605995929e-05
Position 34: 8.224430274809478e-06
Position 312: 2.790343930616534e-06
Position 2094: 2.2932527582486343e-06
Position 13: 1.3956650034809085e-06
Position 40: 6.590694573707796e-07
Position 492: 5.988524260690254e-07
Position 105: 4.167650386108157e-07
Position 682: 2.9415240409152213e-07
Position 793: 1.343347431976822e-07
Position 621: 3.022562644706502e-08
Position 735: 2.7191617959574483e-08
Position 800: 1.0792364207409818e-08
Position 513: 6.748776033859257e-09
Position 123: 4.511658808765371e-09
Position 1243: 4.317922268464302e-09
Position 684: 4.011520831895863e-09
Position 653: 3.346796633780487e-09
Position 646: 3.0536273779771143e-09
Position 1241: 2.717984583085473e-09
Position 117: 2.611862733834113e-09
Position 1227: 2.587141550486537e-09
Position 740: 1.87746730719219e-09
Position 692: 7.361952945096358e-10
Position 197: 2.5385725745846605e-10
Position 738: 4.631959244598616e-15
Position 694: 2.781588031232461e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1537: 0.5534576170826653
Position 707: 0.1973034354808522
Position 1202: 0.06702140351980314
Position 1657: 0.0633627169949586
Position 1424: 0.04314750504679835
Position 1114: 0.029157562147853956
Position 1757: 0.025221857602921526
Position 898: 0.025051660797935863
Position 1967: 0.01452864465141525
Position 1350: 0.01332999441803632
Position 738: 0.011200422170339282
Position 1437: 0.007379737966146376
Position 1613: 0.0073558909939421165
Position 445: 0.006962380700333994
Position 1183: 0.0056890879246413225
Position 1298: 0.005370417798101978
Position 815: 0.0046726343149248685
Position 1238: 0.003488016709715578
Position 1144: 0.003292850001293224
Position 1568: 0.0032286662549066993
Position 1054: 0.003000674350680616
Position 1216: 0.0024874597651558827
Position 1666: 0.002363241714488653
Position 835: 0.0019545004438077194
Position 778: 0.0017737738464505646
Position 1827: 0.0013741810400942453
Position 903: 0.00121214659230901
Position 2062: 0.0011246613442706045
Position 757: 0.0009417793502932153
Position 2168: 0.0008909219711931747
Position 793: 0.0008358818619165065
Position 1807: 0.0008260259823857575
Position 2044: 0.0007280956468253254
Position 1542: 0.0006790305630678542
Position 1735: 0.0006274101094304002
Position 1839: 0.0005824181868812282
Position 1158: 0.0005610198211068926
Position 1572: 0.0005378578928375061
Position 870: 0.0004821778486651601
Position 1050: 0.00040972796315542003
Position 716: 0.0003215958080791648
Position 1141: 0.0002960850181157577
Position 2049: 0.00029071682198774626
Position 1760: 0.00024321149090226254
Position 1125: 0.00023813818370016968
Position 1979: 0.00023644879816329232
Position 1167: 0.0002320843584322573
Position 1938: 0.00022160448861182217
Position 1252: 0.00021634697884965928
Position 1220: 0.00020652208452593627
Position 1326: 0.00020284917405712842
Position 2027: 0.00019885315162332634
Position 1129: 0.0001825559321608491
Position 1155: 0.00016788816807478463
Position 1740: 0.00014339362467747328
Position 929: 0.00012185713018499119
Position 1782: 0.0001171358053311011
Position 969: 0.00010585434407842304
Position 1723: 0.00010349668788565459
Position 1002: 8.232098587619692e-05
Position 454: 6.317704634924788e-05
Position 948: 6.291347139899841e-05
Position 1550: 5.9515799059016825e-05
Position 1358: 4.9082955338799275e-05
Position 1119: 4.7137735711695334e-05
Position 1609: 4.454537461946888e-05
Position 1361: 4.2543870091350256e-05
Position 876: 3.4651303873945704e-05
Position 1935: 3.2192433877106504e-05
Position 1676: 2.9259063550391985e-05
Position 1914: 2.8414728447451833e-05
Position 1065: 2.790911183318361e-05
Position 1305: 2.6338131367932155e-05
Position 1941: 2.5480814019022476e-05
Position 1482: 2.3902912538209475e-05
Position 1575: 2.3183419971588618e-05
Position 1020: 2.1739269677496605e-05
Position 576: 2.1547401818771326e-05
Position 1273: 2.0652681230200483e-05
Position 841: 1.8247525397582506e-05
Position 1766: 1.5841998283257758e-05
Position 1789: 1.2481466901888633e-05
Position 1855: 1.1966568049476749e-05
Position 1670: 1.1893431651232945e-05
Position 1379: 1.1818350158394335e-05
Position 2174: 1.1098601021066265e-05
Position 1903: 1.0065781595108875e-05
Position 1578: 9.928155532188657e-06
Position 938: 9.73783097520829e-06
Position 1762: 9.498781841341927e-06
Position 920: 9.120473997730876e-06
Position 1241: 8.769803260500795e-06
Position 1076: 8.320216710425766e-06
Position 1498: 8.138946165787484e-06
Position 953: 6.953535445910999e-06
Position 2141: 6.756003786520707e-06
Position 1692: 6.01000459104186e-06
Position 149: 5.513053338527667e-06
Position 599: 4.768038904356596e-06
Position 486: 4.573856552707937e-06
Position 458: 1.4163135741982686e-06
Position 467: 7.443618038878759e-07
Position 504: 6.40299924726121e-07
Position 492: 6.235764138944055e-07
Position 1061: 5.442826614189323e-07
Position 473: 5.140794153254924e-07
Position 275: 4.239274796510746e-07
Position 304: 1.505965809672467e-07
Position 470: 1.4411882158035368e-07
Position 595: 1.2348439483406206e-07
Position 462: 6.967927545807839e-08
Position 880: 6.597053206006542e-08
Position 424: 6.332893529375054e-08
Position 231: 4.816256108546292e-08
Position 931: 4.245966892504846e-08
Position 844: 4.036211128351763e-08
Position 496: 2.775892136038546e-08
Position 404: 2.492810785474529e-08
Position 464: 2.348359375717647e-08
Position 415: 1.7793495903288688e-08
Position 635: 1.158191775685774e-08
Position 183: 7.1023936566398344e-09
Position 256: 6.502622083049617e-09
Position 412: 5.2342853810289815e-09
Position 971: 3.722975286269055e-09
Position 374: 3.5250375792638296e-09
Position 417: 3.257023442779854e-09
Position 362: 3.0518118455533486e-09
Position 911: 2.2905731732616014e-09
Position 169: 1.3378821552431623e-09
Position 88: 1.2846889164250515e-09
Position 209: 1.1009742435306275e-09
Position 324: 1.0702330522603708e-09
Position 166: 6.676261012964638e-10
Position 331: 6.045596291321862e-10
Position 481: 5.81833310356055e-10
Position 329: 5.459662623776587e-10
Position 380: 5.050070205561516e-10
Position 345: 4.670232618334375e-10
Position 483: 2.76804208719963e-10
Position 613: 2.1120959657373295e-10
Position 277: 1.8319875044184839e-10
Position 237: 1.80257951606471e-10
Position 180: 1.7374345372890324e-10
Position 352: 9.684777704711967e-11
Position 338: 6.673953918201707e-11
Position 603: 4.829946149668889e-11
Position 245: 4.677945946805599e-11
Position 336: 3.354384175336902e-11
Position 187: 2.6659564461145846e-11
Position 75: 1.3200294204242684e-11
Position 211: 1.1479706322701837e-11
Position 162: 4.294995230061474e-12
Position 608: 7.383240699358506e-16
