Gene = DMAP1
index = 450
Annotated 5SS: [  73  404  987 1444 5015 5301 5787 6023 6424 6855]
Annotated 3SS: [ 293  894 1247 4855 5132 5600 5950 6350 6561 7103]
SMsplice 5SS: [  73  404 5015 5301 5787 6023 6424 6855]
SMsplice 3SS: [ 293 4855 5132 5600 5950 6350 6561 7103]
top_k =  1000
Partition function (log Z): 18.85339710966218

Sorted 5' Splice Sites (High to Low Probability):
Position 5301: 0.9974692359916795
Position 6424: 0.9966391204778149
Position 5787: 0.8997123422802724
Position 73: 0.7852525352206466
Position 6855: 0.7695515412601723
Position 1444: 0.7618115342824558
Position 5015: 0.7326352464760492
Position 6023: 0.5962649353716228
Position 404: 0.579032293571924
Position 1865: 0.4079163715986987
Position 6027: 0.3922526952412916
Position 2044: 0.2547150073393294
Position 1851: 0.22673499526334887
Position 1162: 0.17363673930116214
Position 1015: 0.16779223432155246
Position 3974: 0.15275944799438368
Position 440: 0.14673489190336594
Position 6665: 0.1267252813220662
Position 5795: 0.07073526570485814
Position 3722: 0.06418802441656163
Position 604: 0.05026044972614929
Position 991: 0.04729619273901681
Position 499: 0.042512544867360745
Position 6989: 0.041110095721487716
Position 6715: 0.039944128086014184
Position 208: 0.03685110873483089
Position 95: 0.033284200611371884
Position 4993: 0.031079366398321488
Position 3773: 0.025807649096426945
Position 1324: 0.01998797343820813
Position 128: 0.012438045620281864
Position 1167: 0.008247783380395723
Position 317: 0.00784953674156848
Position 3931: 0.006899474814357016
Position 2687: 0.006560760146181765
Position 6102: 0.0063971355501010775
Position 4865: 0.006224833522856216
Position 1869: 0.005049457252696573
Position 1434: 0.0044852429438336965
Position 6624: 0.0032723615067223534
Position 802: 0.0028977714608834798
Position 590: 0.0028083688175593083
Position 2069: 0.0025822693243544095
Position 3215: 0.0018708040688765297
Position 6180: 0.0018016262694690033
Position 6898: 0.0016789656617347062
Position 3197: 0.00156084073354167
Position 6828: 0.0015516645845969094
Position 81: 0.001511021977540188
Position 2671: 0.0014997905393000217
Position 1006: 0.0014894486570911044
Position 6420: 0.0012681633617086106
Position 639: 0.001161656797955348
Position 1524: 0.001077078712146017
Position 6418: 0.0009398189961576144
Position 6995: 0.0008590924353685936
Position 806: 0.0007708710052608442
Position 4509: 0.0007363607540561738
Position 5193: 0.0006958022720652712
Position 3532: 0.0006329994880597962
Position 44: 0.0006105980106678486
Position 1703: 0.0005747207940455225
Position 425: 0.0004773571548446651
Position 110: 0.000454555381392989
Position 3927: 0.0003861061963928937
Position 6000: 0.00036263042726152837
Position 641: 0.0003455881143080231
Position 5162: 0.00032459454287089775
Position 6141: 0.00029334718485718745
Position 5816: 0.00025917462092791757
Position 700: 0.0002406213049470095
Position 6048: 0.00020154106505394697
Position 6969: 0.0001954629837990103
