Gene = MEIKIN
index = 834
Annotated 5SS: [   299    543   1034   3064  12186  23877  28813  33884  66721  90945
  94435 126959]
Annotated 3SS: [   448    945   3002  12056  23756  28772  33818  66649  90863  94314
 126834 138439]
SMsplice 5SS: [   299    543  12186  23877  28813  33884  60012  60864  90945 116381
 126959 130085]
SMsplice 3SS: [   448  12056  23756  28772  33711  59863  60754  90863 116260 126834
 130003 136642]
top_k =  1000
Partition function (log Z): -52.41943635337674

Sorted 5' Splice Sites (High to Low Probability):
Position 23877: 0.9905057786956252
Position 12186: 0.9887010749047607
Position 33884: 0.9403781265815713
Position 28813: 0.9078825157490426
Position 543: 0.9032244124376966
Position 299: 0.5324907067474574
Position 773: 0.4693581735898809
Position 29268: 0.44116853759590274
Position 3064: 0.4372564129834777
Position 323: 0.3907360752783398
Position 34733: 0.29547142448093405
Position 8109: 0.2577366585589362
Position 3879: 0.20487820372043875
Position 30073: 0.18283436148604168
Position 26350: 0.15257123771181427
Position 8119: 0.11599938749871307
Position 7979: 0.09434969515249167
Position 6750: 0.07196205727297399
Position 521: 0.07105928261348415
Position 4170: 0.06937806203532625
Position 14349: 0.0673777210023069
Position 26329: 0.06335474875008919
Position 177: 0.05591882658095579
Position 20471: 0.045516569491982115
Position 8611: 0.04380579131594227
Position 1034: 0.040914512254425085
Position 29153: 0.03850465844970963
Position 26315: 0.032439455593088126
Position 13698: 0.031785230089550906
Position 32023: 0.027634289625833208
Position 37272: 0.027452338389823538
Position 3163: 0.026857135739659498
Position 26044: 0.019414090654934584
Position 8157: 0.01921706965626547
Position 26684: 0.01868919751348775
Position 5731: 0.017379613578844103
Position 40428: 0.017270236205067537
Position 19208: 0.015558152928080356
Position 25135: 0.013684918080787608
Position 25674: 0.012347967272252005
Position 12194: 0.010508040867121182
Position 6740: 0.007258680399615065
Position 756: 0.006287738722164459
Position 3789: 0.005902184341702912
Position 7222: 0.005737223021673777
Position 35817: 0.005585449984453091
Position 14568: 0.004910089251477279
Position 26095: 0.004487264691258106
Position 19183: 0.0044684013290704145
Position 5890: 0.004459927469736877
Position 6278: 0.0044482920731348735
Position 3341: 0.003920614547270134
Position 182: 0.0037139503335645364
Position 1038: 0.0029236128049922993
Position 2327: 0.00246569400825796
Position 769: 0.002177826801172825
Position 8326: 0.0015009017036107847
Position 407: 0.0013308307558792354
Position 71: 0.0011968182030073686
Position 411: 0.0009625702621196127
Position 2755: 0.0009350776408681641
Position 3499: 0.0009196054770705686
Position 2271: 0.0006771565316680344
Position 233: 0.0006527084395877084
Position 8003: 0.0005055720864517112
Position 915: 0.00046812277148946423
Position 34825: 0.0003918121358605291
Position 2902: 0.0003233298200200984
Position 746: 0.0002532684160086756
Position 1717: 0.00024138434317403124
Position 12163: 0.00022826058099806865
Position 2401: 0.0001724142771746297
Position 991: 0.00017197514120399632
Position 449: 0.00016695202671345767
Position 12757: 0.00016323182818273526
Position 371: 0.00013765517014747433
Position 12748: 0.00013051762481050956
Position 557: 0.00010904122723316967
Position 1095: 8.596710480796761e-05
Position 1765: 8.39856455413578e-05
Position 1280: 8.269238492542854e-05
Position 614: 5.7182015930024934e-05
Position 547: 4.833999421128753e-05
Position 2403: 4.312816770418749e-05
Position 152: 3.69027392387156e-05
Position 112: 3.598420963324614e-05
Position 3184: 2.591914136928691e-05
Position 208: 2.5031294588499727e-05
Position 195: 1.367769177690027e-05
Position 3833: 7.239028632626245e-06
Position 3505: 6.343965592793524e-06
Position 828: 4.960610104361816e-06
Position 3241: 4.546848724989551e-06
Position 537: 4.043679830030551e-06
Position 36: 4.042443382285425e-06
Position 810: 3.015408337550226e-06
Position 469: 2.116249200191022e-06
Position 415: 8.567992098052985e-07
Position 804: 6.494556119084093e-07
Position 655: 6.41922528492251e-07
Position 816: 4.0459930777543265e-07
Position 65: 2.0911325864224313e-07
Position 166: 9.593010607289135e-08
Position 1291: 2.662542435600877e-08
Position 480: 2.235668639337412e-08
Position 1073: 1.3784886411378699e-08
Position 1132: 1.2499793171114345e-08
Position 1154: 8.506498848995564e-09
Position 941: 1.1353581152975138e-09
Position 432: 3.984372218793852e-11
Position 633: 1.7349015200009862e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 12056: 0.9948486759450359
Position 23756: 0.99053164565509
Position 448: 0.943172066289449
Position 28772: 0.9247385933345198
Position 33711: 0.6586487415510939
Position 678: 0.4208243510559177
Position 29152: 0.3571585941131753
Position 3002: 0.3216815479727287
Position 42512: 0.2879521202631636
Position 33818: 0.2860196978562392
Position 34676: 0.26310796128316344
Position 7878: 0.24976836538526967
Position 26155: 0.19387031421075515
Position 29949: 0.17800626011488863
Position 3788: 0.1525886528820677
Position 46095: 0.09975100330181697
Position 8036: 0.09728478507039709
Position 36904: 0.09231519350497358
Position 7964: 0.07776109309565603
Position 2826: 0.07026672236528587
Position 43133: 0.06955957439956234
Position 14233: 0.06788117069893917
Position 7904: 0.06449504110514577
Position 40818: 0.06410052699743594
Position 4071: 0.06361422834485989
Position 29011: 0.06349981116971135
Position 2980: 0.06005610500999992
Position 633: 0.04753145201312235
Position 20392: 0.045516926811674574
Position 42282: 0.04504435226219765
Position 3731: 0.044334346653411294
Position 8495: 0.04380580088614679
Position 38276: 0.04362187461975739
Position 37124: 0.04064642168015198
Position 6664: 0.039695280866141186
Position 34185: 0.037820535000078176
Position 34566: 0.030315911198584237
Position 6647: 0.029974157254792494
Position 26223: 0.02946054174854374
Position 31927: 0.02895659295243748
Position 40311: 0.026228085134469843
Position 36339: 0.024974856006662334
Position 41512: 0.024358133301081237
Position 25890: 0.0240303698796303
Position 847: 0.023105302932681076
Position 42059: 0.021452848181620812
Position 39609: 0.020512166003437384
Position 5537: 0.02039775006671344
Position 19154: 0.020026870162200366
Position 28749: 0.019399321416013714
Position 26592: 0.018692329871017523
Position 29125: 0.01836321933284389
Position 35338: 0.01833867943494237
Position 945: 0.01578293738905458
Position 36581: 0.01571400318936471
Position 13579: 0.0156204860958295
Position 25056: 0.013690814087837339
Position 37087: 0.013154787550432796
Position 40159: 0.012373590080437312
Position 25528: 0.012323354770064661
Position 26095: 0.011649297876027746
Position 37421: 0.009781018248116788
Position 414: 0.009535901890414995
Position 26235: 0.008476883294970912
Position 13562: 0.008166433302236173
Position 6531: 0.0081407361401777
Position 3589: 0.007964538397567847
Position 29211: 0.007900809745362895
Position 37598: 0.0077945471337933624
Position 40021: 0.0076180647813819564
Position 34604: 0.007364963249758967
Position 13559: 0.007135399551993604
Position 2679: 0.00704939662814193
Position 30053: 0.006147273234714739
Position 262: 0.005979469015460864
Position 705: 0.005749173093139802
