Gene = SPRR2G
index = 1323
Annotated 5SS: [18]
Annotated 3SS: [737]
SMsplice 5SS: [18]
SMsplice 3SS: [737]
top_k =  1000
Partition function (log Z): -6.7966224616476785

Sorted 5' Splice Sites (High to Low Probability):
Position 18: 0.7016182263131713
Position 574: 0.5666947450077457
Position 149: 0.24680260168482657
Position 388: 0.028584093649109996
Position 186: 0.023278977844272925
Position 606: 0.01961997855575367
Position 642: 0.006777948839507686
Position 76: 0.00516453443647529
Position 430: 0.0038227622668102175
Position 581: 0.003794047122644363
Position 235: 0.0034836304816941235
Position 163: 0.0027037458534056496
Position 959: 0.00228328456421544
Position 315: 0.0013961640608376041
Position 590: 0.0010162259773900837
Position 170: 0.0006844723138977052
Position 627: 0.000643948118448793
Position 140: 0.0006349061848517339
Position 723: 0.0005323686396357168
Position 977: 0.00027486911081837494
Position 322: 0.00025126757340226236
Position 851: 0.0002385117170554727
Position 595: 0.0001955223755099096
Position 597: 0.00014094421028837468
Position 22: 0.00012645979408806182
Position 646: 0.00011521869819879902
Position 534: 9.952768232437865e-05
Position 824: 9.211501907079511e-05
Position 59: 8.951747127166571e-05
Position 807: 7.237216854645443e-05
Position 615: 4.9509345825204326e-05
Position 57: 4.9449588738987446e-05
Position 259: 4.409409008528759e-05
Position 65: 4.016779349818351e-05
Position 254: 2.74092860688929e-05
Position 670: 2.6683549172566748e-05
Position 1066: 8.208660284434633e-06
Position 809: 6.295687575018042e-06
Position 328: 5.599211330100593e-06
Position 476: 3.188571123841129e-06
Position 838: 2.3483879521274134e-06
Position 425: 1.0549969153749417e-06
Position 300: 8.903337805792765e-07
Position 277: 1.5437944213302035e-07
Position 203: 1.2754879493569672e-07
Position 90: 9.711935296797654e-08
Position 456: 1.6629894795677608e-08
Position 718: 3.4105654553913295e-09
Position 727: 2.825862315017371e-09
Position 880: 4.2190519575636924e-10
Position 480: 7.906815987952054e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 737: 0.8363671605666447
Position 511: 0.3830881308709919
Position 470: 0.15776824510164916
Position 527: 0.05831566078605624
Position 121: 0.04941680471199902
Position 474: 0.03849656309446661
Position 695: 0.026978038406263588
Position 956: 0.015636917381639182
Position 1206: 0.007013887236610816
Position 1041: 0.006694600757887764
Position 230: 0.004960719021829479
Position 914: 0.004427008545233326
Position 953: 0.00392042717071418
Position 440: 0.0036238362760906235
Position 1063: 0.0033492160927299187
Position 1264: 0.003318832244772033
Position 487: 0.0029173632177636553
Position 395: 0.0027995711533316345
Position 173: 0.0027721893175333906
Position 773: 0.002127378029182631
Position 676: 0.001073775800756042
Position 81: 0.001005614635089083
Position 362: 0.0009758764903321406
Position 824: 0.0006896596909052457
Position 776: 0.00046462183857751756
Position 1157: 0.0004116447264782762
Position 159: 0.0003787663496649936
Position 851: 0.0003095834010949857
Position 653: 0.00023428228898796132
Position 1117: 0.00022323966243239897
Position 770: 0.00021878908787945772
Position 890: 0.00015248063055960047
Position 1283: 0.00014167103163348162
Position 713: 0.00012240825199219904
Position 959: 0.00012225354784056546
Position 128: 0.00011665628842003605
Position 971: 0.00011253362709780098
Position 537: 8.529364651220302e-05
Position 1124: 7.75982169207075e-05
Position 999: 6.291905932993862e-05
Position 148: 4.2654690709812827e-05
Position 753: 4.040625890947278e-05
Position 300: 3.728194687847659e-05
Position 779: 3.588705405719486e-05
Position 408: 3.410210030640797e-05
Position 831: 3.256960275383621e-05
Position 1069: 3.217733926216736e-05
Position 328: 2.544192717478555e-05
Position 370: 2.433448860729866e-05
Position 235: 2.3761556685969828e-05
Position 185: 2.3749101849763546e-05
Position 797: 1.649229601603397e-05
Position 989: 1.622349500678474e-05
Position 456: 1.610064700688335e-05
Position 1108: 1.5989163880776085e-05
Position 973: 1.3321661663051025e-05
Position 131: 1.3150105531452073e-05
Position 550: 1.1971505751297281e-05
Position 747: 1.09249044085509e-05
Position 1016: 1.0141929605138276e-05
Position 1165: 8.728710673311955e-06
Position 248: 5.199216848207026e-06
Position 758: 5.134606382675821e-06
Position 1232: 5.052585485808324e-06
Position 413: 4.82480055506108e-06
Position 233: 3.853699673752308e-06
Position 374: 3.7943106545525134e-06
Position 420: 3.378588416506758e-06
Position 1226: 3.2482054730575927e-06
Position 788: 3.004049067504456e-06
Position 1228: 1.0856747529575768e-06
Position 203: 8.697936948826892e-07
Position 239: 2.5318363724481847e-07
Position 415: 1.9847321537162723e-07
Position 241: 1.9545615281487902e-07
Position 572: 1.624470324776089e-07
Position 139: 1.220609184824596e-07
Position 193: 1.1086263247639426e-07
Position 558: 9.116643964765157e-08
Position 554: 6.768485719625293e-08
Position 633: 8.26668404300647e-09
Position 543: 2.140633514686459e-09
Position 545: 2.0527122101817e-09
Position 565: 1.0400874963765844e-09
Position 595: 5.438636727513426e-10
