Gene = YARS
index = 1583
Annotated 5SS: [  966  7243  7563 11672 20391 26992 31214 31792 35750 37106 38069 38772]
Annotated 3SS: [ 7095  7386 11541 20309 26898 31077 31705 35613 37007 37874 38629 42061]
SMsplice 5SS: [  429  7243  7563 11672 16734 20391 26992 31214 31792 35750 37106 38772]
SMsplice 3SS: [ 7095  7386 11541 16575 20309 26898 31077 31705 35613 37007 38629 38910]
top_k =  1000
Partition function (log Z): 5.887763809341628

Sorted 5' Splice Sites (High to Low Probability):
Position 7243: 0.9915626027136691
Position 7563: 0.9889360381065873
Position 31792: 0.9746464254840853
Position 38772: 0.9738934490781164
Position 11672: 0.9233237959589772
Position 20391: 0.9222168864760355
Position 35750: 0.9051514999030653
Position 26992: 0.6157336927556769
Position 37106: 0.5870853565336646
Position 429: 0.483358843627988
Position 16734: 0.4577549348296787
Position 1340: 0.4390166047330812
Position 31214: 0.4211669499489573
Position 31142: 0.40239525075781124
Position 243: 0.2517390271005281
Position 16738: 0.21222062044989715
Position 37150: 0.16721946515619118
Position 20046: 0.15787896073050137
Position 38230: 0.1464741520221859
Position 20033: 0.1365237326345152
Position 11878: 0.13064384841328355
Position 966: 0.12541754614067227
Position 38069: 0.12243831264132826
Position 850: 0.11022256785699472
Position 16890: 0.09421969289187351
Position 37941: 0.09025648157545492
Position 1804: 0.08918657058370402
Position 11280: 0.08883334881751878
Position 7968: 0.08877039164904343
Position 1116: 0.08701652385488265
Position 9223: 0.07916297675454598
Position 16353: 0.07813143930548079
Position 20434: 0.07583643997492438
Position 31353: 0.07517282532736277
Position 16839: 0.06896884851784009
Position 5814: 0.06650467666502885
Position 36833: 0.06534344740779528
Position 37992: 0.06167930327207993
Position 11450: 0.05671703646183446
Position 24771: 0.05626954521038915
Position 31372: 0.043295953635433884
Position 33687: 0.042490737071972574
Position 2430: 0.035405113282411645
Position 775: 0.031664897401622524
Position 13609: 0.029429522223424265
Position 11618: 0.02564872472509924
Position 37953: 0.025615176460385025
Position 10537: 0.023311380369917114
Position 38258: 0.023202908798539583
Position 16699: 0.02309532344688518
