Gene = TBCCD1
index = 1380
Annotated 5SS: [  437  6550 12127 14135 15646 16290 19415]
Annotated 3SS: [ 6170 11970 13767 15458 15791 19263 23587]
SMsplice 5SS: [  437  2399  6550 12127 15646 19415]
SMsplice 3SS: [ 2306  6276 11970 15513 19263 23587]
top_k =  1000
Partition function (log Z): -5.321030360307919

Sorted 5' Splice Sites (High to Low Probability):
Position 19415: 0.9387794206005815
Position 6550: 0.9047448182940402
Position 15646: 0.8773927380150783
Position 12127: 0.7833196551211874
Position 2399: 0.7047479523023559
Position 16290: 0.5560202698459884
Position 437: 0.504599207714416
Position 9718: 0.47327083536710124
Position 262: 0.4705934383062128
Position 5956: 0.4634836568803792
Position 13928: 0.31978311516176444
Position 8630: 0.19794505641854693
Position 14135: 0.19378275146096402
Position 15926: 0.18937377502060845
Position 9831: 0.14636427738646812
Position 2877: 0.12680268332949218
Position 3277: 0.12656022937424877
Position 22449: 0.12509442455308736
Position 15985: 0.06260247335852812
Position 17344: 0.04971741110346966
Position 11218: 0.04398212977376975
Position 105: 0.04252661896117538
Position 19043: 0.0408883044418515
Position 20996: 0.0387200407312624
Position 2606: 0.03580866530649658
Position 3032: 0.03463403711129597
Position 13165: 0.03014244940400734
Position 17029: 0.02750846104551615
Position 11251: 0.02742342904523935
Position 23655: 0.026338679360351933
Position 84: 0.022970605860141043
Position 8324: 0.02014168511859178
Position 5774: 0.018643197547805603
Position 12648: 0.018340875921523992
Position 11336: 0.01832591226445129
Position 11354: 0.017700184750810095
Position 548: 0.017347103450238096
Position 9874: 0.016586336192369173
Position 303: 0.014867001082756449
Position 23335: 0.01061643375308695
Position 22790: 0.01023472387504546
Position 13262: 0.00994556161635119
Position 12520: 0.009037481309787085
Position 14422: 0.007615476235052318
Position 567: 0.007495034696370156
Position 17070: 0.007217093519113406
Position 1066: 0.006219728239812538
Position 792: 0.006211952031073679
Position 90: 0.005394846147468478
Position 67: 0.0052794017509643675
Position 22704: 0.004488862825406454
Position 11462: 0.004484319234137878
Position 3557: 0.004343577477455932
Position 21208: 0.0041883054289097825
Position 12028: 0.0036195329684686832
Position 6171: 0.003581424180116163
Position 10744: 0.0033652872278063135
Position 22861: 0.003230957977486891
Position 2051: 0.003132314583983926
Position 11255: 0.003045839961810669
Position 20579: 0.0029393171181345237
Position 3473: 0.002915699249653697
Position 3048: 0.002808887250343345
Position 994: 0.0025446633712937847
Position 9908: 0.002519914359919248
Position 1149: 0.0023269085336664374
Position 3292: 0.0023252241764003243
Position 24152: 0.0023091802040388094
Position 7925: 0.0021452843435397708
Position 690: 0.0020779542648059987
Position 600: 0.001848810994816517
Position 7145: 0.0015452996446520422
Position 19286: 0.0015449565527025338
Position 2091: 0.0011852445887044402
Position 20471: 0.0011713513200103825
Position 2630: 0.0011698437914857023
Position 7839: 0.0010729144066964533
Position 2055: 0.000993751371009284
Position 22453: 0.0008547266649652495
Position 305: 0.0008054539040633896
Position 668: 0.0005921901831954673
Position 2100: 0.0005919354825273832
Position 288: 0.0003928814070144798
Position 2658: 0.00036670095830442276
Position 14541: 0.00035898295202529653
Position 582: 0.00032808734065714514
Position 14330: 0.00030031342986461577
Position 14084: 0.00027461629640924783
Position 1137: 0.00025642647351718724
Position 406: 0.00022856333367653387
Position 2441: 0.00021290240614632895
Position 1084: 0.00017360386382801174
Position 184: 0.00015219552712212605
Position 2063: 0.0001246814325436002
Position 2152: 0.0001174250025474841
Position 15841: 7.857680759143507e-05
Position 468: 6.298958184387105e-05
Position 2346: 5.905730992255456e-05
Position 1530: 5.6550042345080336e-05
Position 2405: 4.920974042646002e-05
Position 2335: 2.9251414460599038e-05
Position 195: 1.3577627640052014e-05
Position 10: 1.3067305745970581e-05
Position 204: 5.393140902298176e-06
Position 6499: 2.935584718414312e-06
Position 52: 2.8188437576282327e-06
Position 7525: 2.2854594605005464e-06
Position 7447: 2.102169108697328e-06
Position 386: 1.3883742103666682e-06
Position 7275: 9.899728435493476e-07
Position 434: 5.025035449396043e-07
Position 784: 2.2594864116592444e-07
Position 522: 1.36945286296208e-07
Position 369: 1.27573625678104e-07
Position 480: 7.3850686594103665e-09
Position 55: 5.745727281972048e-09
Position 1780: 3.9041667609374585e-09
Position 653: 3.3184801532456937e-09
Position 1495: 2.6152021584281272e-09
Position 517: 2.577011337033028e-09
Position 341: 7.315542313806471e-13
Position 1143: 4.2517358122070793e-13
Position 562: 1.0166607073243619e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 23587: 0.7577726797956325
Position 2306: 0.6623702887370506
Position 11970: 0.6559932118683717
Position 9627: 0.5818351666832533
Position 13767: 0.4934486832377105
Position 19263: 0.4807830189967822
Position 15513: 0.48021198488336636
Position 19328: 0.46343078498293844
Position 16218: 0.41695921023841254
Position 15458: 0.3970766828446358
Position 5819: 0.3659924907180708
Position 15791: 0.29351833508044417
Position 6276: 0.23649114557387885
Position 6349: 0.1765241879788426
Position 8503: 0.15290120878521468
Position 6314: 0.14307447107924082
Position 12018: 0.1250415012823067
Position 2777: 0.11387160829522128
Position 6170: 0.10149817284829261
Position 22294: 0.08142875508823309
Position 6294: 0.08029650524343508
Position 350: 0.07962562873418286
Position 20888: 0.0716799581128231
Position 11129: 0.06938224048797421
Position 22646: 0.06061949667803293
Position 6206: 0.0577283799184152
Position 15844: 0.052477631971065274
Position 6299: 0.05133540754209615
Position 5857: 0.051087156534063406
Position 3119: 0.05009840856899208
Position 22362: 0.04493367522446957
Position 6455: 0.04115726431990811
Position 9524: 0.03904124812217086
Position 8573: 0.03875668347541207
Position 5832: 0.0386612432997908
Position 18884: 0.03614184530080329
Position 11250: 0.035735266675822726
Position 16939: 0.03554150870777895
Position 2518: 0.03320572454635415
Position 17225: 0.028098987660453083
Position 2752: 0.027821456733592164
Position 13003: 0.027791108682672108
Position 2952: 0.02736352237084873
Position 2263: 0.02601233021518816
Position 23517: 0.02596659185884179
Position 5668: 0.023583898587752714
Position 12364: 0.021787091932053547
Position 15925: 0.02089927739031937
Position 8199: 0.019814613481296216
Position 24051: 0.01889230765560324
Position 16174: 0.017307560454611712
Position 3047: 0.01643744457227963
Position 3168: 0.015551908622541976
Position 9764: 0.014553460890049363
Position 2949: 0.014406694218900359
Position 13927: 0.01308794785925829
Position 20322: 0.012684035781355156
Position 535: 0.012313951797257422
Position 21717: 0.012178999948537161
Position 6250: 0.01098920659932868
Position 19530: 0.010913085931151303
Position 23171: 0.01061643375308695
Position 22201: 0.010534888714007293
Position 24101: 0.010483154486150944
Position 17202: 0.01020152472278842
Position 3076: 0.009967472362750154
Position 2011: 0.009617103267581615
Position 13119: 0.009352827470156042
Position 22443: 0.009101235434049162
Position 2124: 0.009005473921012364
Position 23719: 0.008356206193438995
Position 20342: 0.008005331879224229
Position 13837: 0.007433789122931687
Position 22298: 0.007153011911319365
Position 3013: 0.00662010474308118
Position 17240: 0.006499630259077093
Position 11084: 0.006443397087907925
Position 21258: 0.005831510111792269
Position 14227: 0.005707162713995438
Position 16094: 0.005474684034017881
Position 11977: 0.005389973187390797
Position 6145: 0.00527133299784278
Position 22653: 0.004938642804733642
Position 949: 0.004935608185551853
Position 18972: 0.004834079691716539
Position 22627: 0.004833270776488258
Position 20912: 0.004643476249170364
Position 23739: 0.0038109195522149824
Position 302: 0.003430555425627878
Position 10730: 0.0033652872278063166
