Gene = RP11-385J1.3
index = 1170
Annotated 5SS: [   253 388343 406636 409251]
Annotated 3SS: [388219 406464 409054 423529]
SMsplice 5SS: [   253  18357  23288  26166  32639  41673  45780  46093  54525  76058
  81223  93167  93862 110180 125368 130906 135150 138319 197502 204725
 256408 263050 268855 355887 376131 384725 388343 406636 409251 423079]
SMsplice 3SS: [ 18271  23123  26094  32499  41525  45649  45901  54380  75994  81073
  92962  93749 110088 125240 130820 134997 138105 197376 204583 256323
 262954 268743 355796 376018 384558 388240 406464 409054 422958 423529]
top_k =  1000
Partition function (log Z): -196.0830076799803

Sorted 5' Splice Sites (High to Low Probability):
Position 253: 0.9992915413895065
Position 23288: 0.6514261207284431
Position 12405: 0.5242140925884567
Position 9404: 0.5200338757604102
Position 18357: 0.43208932963692104
Position 8142: 0.4139128753734497
Position 8206: 0.4032575862325056
Position 7877: 0.3475591191439542
Position 18398: 0.32438444010015793
Position 26166: 0.2755753464491702
Position 551: 0.24694298867261802
Position 3408: 0.17390303654954764
Position 4679: 0.12955039284999836
Position 18324: 0.12721258514872114
Position 8851: 0.11547853172065488
Position 8210: 0.10477010710970563
Position 8842: 0.10191129883461356
Position 23266: 0.09298353899794262
Position 15629: 0.07876452017746897
Position 20971: 0.05949244765327316
Position 12093: 0.05450159150743455
Position 3905: 0.050428991329533865
Position 20810: 0.04938421264327644
Position 5892: 0.046878222440817435
Position 25155: 0.045334182784626954
Position 6433: 0.04018603662380123
Position 9649: 0.03637146922674489
Position 14263: 0.02977772623618106
Position 7804: 0.024195645626565832
Position 4195: 0.02325771535529018
Position 2141: 0.02179334241315464
Position 25862: 0.01953512484158605
Position 19135: 0.01935671671331461
Position 12159: 0.018087767150135638
Position 20434: 0.017641407680542214
Position 23341: 0.017051584338769406
Position 13004: 0.014406366226311439
Position 414: 0.013693107387191726
Position 7275: 0.013584145204730776
Position 17499: 0.010953934451267362
Position 5673: 0.010267038743785017
Position 23177: 0.010008860278100419
Position 8179: 0.009596578163147285
Position 23749: 0.009122452431647771
Position 12409: 0.00853212136433102
Position 13872: 0.007932513402364115
Position 1030: 0.007830436625642728
Position 8757: 0.007457095008585165
Position 15386: 0.0069881697472456445
Position 5174: 0.006095783685144433
Position 1213: 0.005751641924681473
Position 25212: 0.005572109137154636
Position 3489: 0.005100217602048628
Position 4576: 0.004517988042678558
Position 11641: 0.0036853315259789046
Position 8514: 0.003320367583332461
Position 3845: 0.0032220847845924085
Position 11951: 0.0026670438242005004
Position 7032: 0.0026449694772970483
Position 9390: 0.0023546684042953557
Position 10202: 0.00208548233931295
Position 5841: 0.001924793847756982
Position 12385: 0.001658440445593149
Position 11743: 0.0016477967061512748
Position 13226: 0.0013348520350324072
Position 6291: 0.0012494028363231441
Position 7703: 0.0012332089918744254
Position 2804: 0.0005245408131527994
Position 2120: 0.0005045100662517688
Position 11754: 0.0004894439508776658
Position 1967: 0.00047755622759797564
Position 3779: 0.0004699773427973045
Position 2795: 0.0004430303068577021
Position 7903: 0.0004158478375048125
Position 1094: 0.0003425196036017964
Position 515: 0.0003419761252880669
Position 6173: 0.00025333833236145393
Position 7098: 0.0002487197018607236
Position 2588: 0.00024347332148379452
Position 2650: 0.00023249067716840449
Position 3112: 0.0002126997347098153
Position 3748: 0.00016909978872602045
Position 2945: 0.00011995216562041684
Position 729: 8.916786943417718e-05
Position 4: 7.841292096057358e-05
Position 3440: 5.8933825101595175e-05
Position 8330: 4.9610010787720104e-05
Position 78: 4.906291995788414e-05
Position 2833: 3.484812415040949e-05
Position 2161: 3.483188569026747e-05
Position 5655: 3.1656559423325626e-05
Position 2724: 2.5002773849177008e-05
Position 32: 1.021937032978805e-05
Position 544: 4.156694493263209e-06
Position 257: 3.48050922911326e-06
Position 1360: 2.933304894980436e-06
Position 1783: 1.9278526137855195e-06
Position 488: 1.6579435076090357e-06
Position 1606: 1.244368121058538e-06
Position 1079: 1.172323679861224e-06
Position 1119: 1.1445835966629085e-06
Position 1739: 1.0588969411632018e-06
Position 519: 7.099421631626356e-07
Position 275: 6.067863317580151e-07
Position 823: 5.587909940811685e-07
Position 1049: 4.062931009379998e-07
Position 424: 3.8488023017416345e-07
Position 677: 3.1976870216123724e-07
Position 376: 2.7081255916725035e-07
Position 1131: 2.6961294377086105e-07
Position 971: 2.423470137925174e-07
Position 2431: 2.1211258289189857e-07
Position 838: 2.0219001019126925e-07
Position 2439: 1.9677885649704632e-07
Position 178: 1.8045820633645625e-07
Position 2021: 1.4160682576761096e-07
Position 105: 1.3566492319132304e-07
Position 113: 1.1298623161956212e-07
Position 869: 6.194125223476838e-08
Position 662: 5.925252906816982e-08
Position 2184: 5.5017642939563444e-08
Position 698: 4.991329343259657e-08
Position 373: 4.000697972785329e-08
Position 1711: 2.390411404819054e-08
Position 575: 1.9834367722325513e-08
Position 426: 1.6518880115504356e-08
Position 541: 5.909390878203803e-09
Position 295: 5.046420905757523e-09
Position 393: 3.77709133723759e-09
Position 2241: 2.260242104400964e-09
Position 596: 2.0518462424313025e-09
Position 513: 1.1786166390686103e-09
Position 1613: 1.084120571553377e-09
Position 1690: 1.067613113166498e-09
Position 1618: 7.619793988711889e-10
Position 117: 2.280357648810958e-11
Position 91: 1.832579139092917e-11
Position 136: 5.513484236047358e-12
Position 300: 3.737928718158614e-12
Position 62: 2.053441988615531e-13
Position 298: 5.1027823769242476e-14
Position 607: 3.0557841069410226e-16
Position 615: 9.325182512011903e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 18271: 0.9336350388961082
Position 23123: 0.8346550295802293
Position 27018: 0.6579426612641718
Position 7961: 0.6055281868190499
Position 12327: 0.5344568042022307
Position 9275: 0.5148693605196941
Position 7689: 0.3650177178891064
Position 7989: 0.3106775811340222
Position 355: 0.26047446069060837
Position 26094: 0.22218925644071402
Position 3252: 0.1519752478993739
Position 4507: 0.11695252084263164
Position 8698: 0.09280086970218422
